Gene,T0.0h_Rep1,T0.0h_Rep2,T0.0h_Rep3,T1.2h_Rep1,T1.2h_Rep2,T1.2h_Rep3,T2.4h_Rep1,T2.4h_Rep2,T2.4h_Rep3,T3.7h_Rep1,T3.7h_Rep2,T3.7h_Rep3,T4.9h_Rep1,T4.9h_Rep2,T4.9h_Rep3,T6.1h_Rep1,T6.1h_Rep2,T6.1h_Rep3,T7.3h_Rep1,T7.3h_Rep2,T7.3h_Rep3,T8.5h_Rep1,T8.5h_Rep2,T8.5h_Rep3,T9.8h_Rep1,T9.8h_Rep2,T9.8h_Rep3,T11.0h_Rep1,T11.0h_Rep2,T11.0h_Rep3,T12.2h_Rep1,T12.2h_Rep2,T12.2h_Rep3,T13.4h_Rep1,T13.4h_Rep2,T13.4h_Rep3,T14.6h_Rep1,T14.6h_Rep2,T14.6h_Rep3,T15.9h_Rep1,T15.9h_Rep2,T15.9h_Rep3,T17.1h_Rep1,T17.1h_Rep2,T17.1h_Rep3,T18.3h_Rep1,T18.3h_Rep2,T18.3h_Rep3,T19.5h_Rep1,T19.5h_Rep2,T19.5h_Rep3,T20.7h_Rep1,T20.7h_Rep2,T20.7h_Rep3,T22.0h_Rep1,T22.0h_Rep2,T22.0h_Rep3,T23.2h_Rep1,T23.2h_Rep2,T23.2h_Rep3,T24.4h_Rep1,T24.4h_Rep2,T24.4h_Rep3,T25.6h_Rep1,T25.6h_Rep2,T25.6h_Rep3,T26.8h_Rep1,T26.8h_Rep2,T26.8h_Rep3,T28.1h_Rep1,T28.1h_Rep2,T28.1h_Rep3,T29.3h_Rep1,T29.3h_Rep2,T29.3h_Rep3,T30.5h_Rep1,T30.5h_Rep2,T30.5h_Rep3,T31.7h_Rep1,T31.7h_Rep2,T31.7h_Rep3,T32.9h_Rep1,T32.9h_Rep2,T32.9h_Rep3,T34.2h_Rep1,T34.2h_Rep2,T34.2h_Rep3,T35.4h_Rep1,T35.4h_Rep2,T35.4h_Rep3,T36.6h_Rep1,T36.6h_Rep2,T36.6h_Rep3,T37.8h_Rep1,T37.8h_Rep2,T37.8h_Rep3,T39.1h_Rep1,T39.1h_Rep2,T39.1h_Rep3,T40.3h_Rep1,T40.3h_Rep2,T40.3h_Rep3,T41.5h_Rep1,T41.5h_Rep2,T41.5h_Rep3,T42.7h_Rep1,T42.7h_Rep2,T42.7h_Rep3,T43.9h_Rep1,T43.9h_Rep2,T43.9h_Rep3,T45.2h_Rep1,T45.2h_Rep2,T45.2h_Rep3,T46.4h_Rep1,T46.4h_Rep2,T46.4h_Rep3,T47.6h_Rep1,T47.6h_Rep2,T47.6h_Rep3,T48.8h_Rep1,T48.8h_Rep2,T48.8h_Rep3,T50.0h_Rep1,T50.0h_Rep2,T50.0h_Rep3,T51.3h_Rep1,T51.3h_Rep2,T51.3h_Rep3,T52.5h_Rep1,T52.5h_Rep2,T52.5h_Rep3,T53.7h_Rep1,T53.7h_Rep2,T53.7h_Rep3,T54.9h_Rep1,T54.9h_Rep2,T54.9h_Rep3,T56.1h_Rep1,T56.1h_Rep2,T56.1h_Rep3,T57.4h_Rep1,T57.4h_Rep2,T57.4h_Rep3,T58.6h_Rep1,T58.6h_Rep2,T58.6h_Rep3,T59.8h_Rep1,T59.8h_Rep2,T59.8h_Rep3,T61.0h_Rep1,T61.0h_Rep2,T61.0h_Rep3,T62.2h_Rep1,T62.2h_Rep2,T62.2h_Rep3,T63.5h_Rep1,T63.5h_Rep2,T63.5h_Rep3,T64.7h_Rep1,T64.7h_Rep2,T64.7h_Rep3,T65.9h_Rep1,T65.9h_Rep2,T65.9h_Rep3,T67.1h_Rep1,T67.1h_Rep2,T67.1h_Rep3,T68.3h_Rep1,T68.3h_Rep2,T68.3h_Rep3,T69.6h_Rep1,T69.6h_Rep2,T69.6h_Rep3,T70.8h_Rep1,T70.8h_Rep2,T70.8h_Rep3,T72.0h_Rep1,T72.0h_Rep2,T72.0h_Rep3
bioA,7.1117,6.7567,7.1196,7.5663,7.6048,7.5051,7.6460,8.1859,7.6180,8.3966,8.4346,8.8167,7.7179,7.8818,7.2214,8.3229,8.3725,8.2549,8.3019,8.4290,8.4359,8.1829,8.2142,8.1474,8.7520,8.7509,8.5847,8.4632,8.1262,8.6066,8.0123,7.8834,8.3061,8.8821,8.8359,8.4261,8.4906,8.7818,8.4804,8.4559,8.7548,8.6518,9.1295,8.8932,8.5738,8.6195,8.6163,8.2865,9.2779,9.4722,9.6477,11.3875,11.5054,11.3531,9.0301,8.8918,8.7707,9.0450,8.8760,9.0361,9.3120,9.3829,9.4720,9.3987,9.2618,9.2410,9.5878,9.2317,9.4572,9.6646,9.6028,9.6116,9.4467,9.5701,9.2636,9.4115,9.5864,9.1832,8.9235,8.5750,9.0816,8.9234,8.8744,8.6967,8.8454,8.9808,8.8145,8.6183,8.8265,8.5243,8.9833,9.2579,9.2380,8.3538,8.6017,8.8037,8.2289,8.5112,8.5981,9.2296,8.9401,9.0824,9.1656,9.3990,9.4255,8.5867,8.9084,8.6653,9.3981,9.2217,9.2977,9.5268,8.9895,9.1833,9.5689,10.0230,9.9064,9.6993,9.4772,9.4002,9.6776,9.7562,9.3070,9.1413,9.2180,8.8655,9.0222,8.8939,8.8390,8.5940,8.5555,8.3607,9.6980,9.8219,9.5305,9.4643,9.5589,9.6582,9.9675,9.6582,9.2332,9.5687,9.5716,9.2506,9.6127,9.7791,9.3148,9.8782,9.5031,9.7242,9.9450,9.5803,9.5586,10.0982,9.7888,9.9184,9.5617,9.0845,9.3128,9.9513,9.6337,9.3268,10.2187,10.0434,9.9721,9.7970,9.6510,9.6220,8.5532,8.6135,8.3189,9.5877,9.4857,9.4883,9.0239,8.8523,8.9498,9.0184,9.6174,9.7169
bioB,8.8899,8.8135,9.0033,8.6789,8.7259,8.2400,9.8952,9.3617,9.4516,9.0573,8.5674,9.2266,9.5356,9.5772,9.5872,9.8461,9.7406,9.7769,9.6989,9.8297,9.6377,10.0313,9.5195,9.9799,10.5714,10.6128,10.5402,9.8995,9.8208,9.9612,9.6143,9.3802,9.7005,9.4283,9.6413,9.5761,8.7412,9.0098,9.1011,9.2409,9.1822,8.9016,9.8766,9.5422,9.5479,9.2946,9.5948,9.2179,8.7189,8.5335,8.7833,8.4344,8.4582,8.1185,8.3070,8.2304,8.1882,8.3150,8.4207,8.1194,8.2638,8.0555,8.0336,8.3759,7.7737,8.3966,8.3599,8.3195,8.2596,8.6184,8.6293,8.2188,7.8127,8.1882,7.9427,7.8588,7.8149,7.3530,7.4028,7.4615,7.2557,7.1204,7.1989,7.3133,6.8667,6.7988,7.0295,7.3453,7.4157,7.1237,7.1225,7.2161,7.5149,6.8038,6.7964,6.7857,7.3948,7.4692,7.3590,6.5645,6.4907,6.7732,7.3732,7.1348,7.3597,6.9385,7.1644,6.9934,7.2954,7.3142,7.4254,6.8373,7.6024,7.2222,7.4540,8.0225,7.5284,7.4760,7.0955,7.2793,6.6728,6.5956,6.7603,6.8371,6.9959,6.9914,7.2681,7.2413,7.2391,6.8947,7.0416,7.2062,7.4924,7.4975,7.6236,7.1780,6.8255,6.8778,6.4670,6.9283,6.5228,6.2007,6.1922,6.4532,6.5443,6.9258,6.2749,7.1071,6.6382,7.1042,6.2140,6.6255,6.1795,7.0662,6.9464,7.2016,6.7022,6.9661,6.9979,6.6492,6.8051,6.4631,7.1643,7.3285,7.1199,6.7528,6.8616,6.5639,6.2848,6.4276,6.4713,6.7708,7.3607,6.9243,6.7220,6.4962,6.8308,7.3846,7.2648,7.4751
bioD,8.5267,8.6575,8.2053,9.2711,8.8270,8.8676,8.9073,8.8599,8.5182,8.9167,9.0192,8.6980,8.6945,8.8408,8.5187,9.2415,9.1220,9.4452,9.1970,9.0647,9.3955,9.4907,9.4669,9.4159,8.9747,8.8340,8.8332,8.7670,8.9129,9.2579,9.4489,9.2913,9.8482,9.3215,9.4705,9.3877,9.7206,9.4795,9.1295,9.6176,9.5920,10.1818,9.2128,8.8769,9.3663,8.3816,8.6156,8.1025,9.5155,9.5687,9.6519,8.0920,8.1991,8.3821,8.6250,8.7680,8.9312,8.5782,8.7522,8.8648,8.0442,8.3990,8.5637,7.8743,7.8654,7.9475,7.6408,7.4935,7.7018,7.6773,7.4151,7.4292,7.3270,7.5104,7.2102,7.2699,7.3132,6.9970,7.1833,7.2413,7.1813,7.0074,7.4723,7.2183,7.7434,7.5621,7.7545,6.7911,6.8866,7.0452,6.9683,6.9638,7.6642,7.6870,7.8801,7.9451,6.8052,6.9972,7.0877,6.9518,6.9820,6.6434,6.9705,7.5115,7.1187,7.1486,7.2801,7.5205,7.6021,7.4373,7.3980,7.3550,7.5811,7.5572,7.2240,7.1275,7.2411,7.1147,7.5487,7.3265,7.5669,7.6292,8.0055,7.7490,7.8892,8.0561,7.1552,7.2723,7.2315,7.3816,7.6027,7.4509,7.0541,7.0905,6.7728,7.5112,7.1981,7.7739,7.1417,6.9543,6.7969,5.8178,5.9909,6.2614,6.8175,7.0387,7.1046,7.1592,6.9713,6.9352,7.7945,7.7654,7.5231,7.5726,7.0352,7.4728,6.3827,6.3165,5.9675,7.9862,7.7974,7.4532,7.2200,7.2654,7.4113,6.6240,6.6786,6.9523,6.6865,6.5437,6.7207,7.2879,7.0326,6.7880,7.1189,6.7193,6.7925,6.2672,6.0551,6.2126
bioF,6.8872,6.7804,7.2543,7.8980,8.0061,8.0486,7.9903,8.0774,8.0088,7.4682,7.9486,8.1177,7.7855,7.4276,8.0415,7.0648,7.6674,7.0879,8.4061,8.2139,8.0677,8.1757,7.8982,8.0396,8.7574,8.5579,8.6214,8.5480,9.0313,8.9245,8.6258,8.6200,8.6536,9.1136,9.2036,8.9426,8.3877,7.9876,8.0982,9.0173,9.0263,9.1159,9.6763,9.3250,9.3498,9.3557,9.1589,9.4203,9.0840,8.7989,8.9684,9.3004,9.7551,9.4315,9.7697,9.4658,9.3999,9.0335,8.9303,9.2013,9.3466,9.2252,9.3909,9.2978,9.7026,9.7152,8.6242,8.4848,8.8877,8.7776,9.0373,8.9082,9.3702,9.1764,9.1444,9.8854,9.1723,9.4977,9.6600,9.6659,9.2181,9.3694,9.1108,9.2451,9.5734,9.7040,9.6314,10.1904,10.8449,10.7954,9.8030,9.9857,10.1681,9.2203,9.3493,9.1327,9.4503,9.7563,9.2710,9.5063,9.7308,9.4127,9.9005,9.7998,10.0154,9.2931,9.9194,9.6847,9.7246,10.0515,9.7125,10.0334,9.8381,9.8472,10.0376,9.9129,10.1288,9.4381,9.4964,9.5018,9.0671,9.2635,9.4434,9.5710,9.2221,9.6270,9.4137,9.7082,9.6492,9.2792,9.4056,9.3196,10.4408,10.0800,10.1034,10.3617,10.1986,9.9688,9.5257,9.3969,9.2801,9.4399,9.5487,9.3177,9.4152,9.4622,9.5860,9.5940,9.6805,9.9287,9.0721,9.2500,9.3943,10.1108,9.9746,10.1952,9.2745,9.5356,8.8305,9.4222,9.3058,9.5159,9.3692,9.6128,9.3772,9.7700,9.6539,9.2719,9.3624,9.0511,9.2890,10.0142,9.9978,9.8245,8.9827,9.1881,9.1053,10.1731,10.1851,10.0738
panB,6.8413,6.7352,6.9221,6.9357,6.3117,6.5832,7.8118,7.8694,8.1029,7.8340,8.1574,7.9071,7.3984,7.6253,7.7596,8.0718,7.3569,7.7716,9.0492,9.0403,8.4932,8.7759,9.0773,8.9877,8.6287,9.0218,8.8677,9.1198,8.9319,9.2038,8.3731,9.0036,8.5990,8.1978,8.9348,8.7171,8.4965,8.4519,8.3504,9.1256,8.5454,9.1148,9.0683,9.3515,9.3253,8.7321,8.8783,8.9705,9.2699,9.5245,9.0088,9.7941,9.6349,9.7312,9.0473,8.8520,9.1557,9.3774,9.4396,9.6589,8.9536,9.2536,9.4530,9.6740,9.5765,9.3312,9.0341,9.4046,9.3836,9.5857,9.5852,9.6657,8.8944,8.9201,9.3500,9.6153,10.2670,9.5182,9.4947,9.6659,9.7791,10.1173,10.2282,10.0282,9.7988,9.7534,9.9494,10.0863,9.5424,9.5967,9.6634,9.4499,9.7257,9.2101,8.9856,8.8011,10.2363,10.0911,10.0058,9.5241,9.3863,9.6673,9.8076,10.0166,9.8274,9.5297,9.8838,9.4837,9.2347,9.3821,9.1936,9.4162,9.4997,9.0943,9.3182,9.2386,9.2879,10.1210,10.9627,10.4069,9.5453,9.6824,9.4261,9.1709,8.9958,9.4318,9.7070,9.0523,9.2387,8.4570,8.0006,7.8809,9.2297,9.3896,9.2808,9.4810,9.2785,9.4219,9.4295,9.2276,9.4566,9.1329,9.2629,9.3118,10.0502,9.8955,10.0457,9.5728,9.6908,9.2524,9.2017,9.2895,9.6358,8.6666,8.8854,8.6333,9.8296,9.7154,9.7224,9.5994,9.4343,9.8714,9.4437,9.6995,9.5365,9.7401,9.8637,9.3764,9.7787,9.8446,9.6997,9.7766,9.6915,9.2532,9.0669,9.1578,9.3287,9.2050,9.1982,9.1131
panC,8.4855,8.3037,8.8641,8.9083,8.7436,8.8281,8.7157,8.7091,9.1845,9.1116,8.8898,8.6357,9.3075,8.7661,8.6560,9.3057,9.2930,9.4712,9.4472,9.4772,9.4649,9.5303,9.0081,9.0965,9.4878,9.0998,9.4492,10.1571,9.8982,9.6945,9.8690,9.9336,9.5934,9.7704,9.5382,9.6987,9.4569,9.1760,9.1727,9.1505,9.4976,9.7442,9.1642,9.0589,9.1753,9.0906,9.1804,9.2732,8.7291,8.5418,8.4027,8.2712,8.3367,8.0035,8.1787,8.4036,8.3518,7.3941,7.5964,7.2957,7.9306,7.7025,7.5891,7.4477,8.1486,7.7847,7.6465,7.8360,7.5761,7.5406,7.7571,7.6353,7.5488,7.8700,7.5865,7.7545,8.0828,7.7129,7.4474,7.1988,7.5340,7.0838,6.9845,6.9791,6.9726,6.9332,6.3257,5.8838,6.2379,6.1911,6.3684,6.6088,6.3256,6.0749,6.2858,6.6702,6.8171,6.4204,7.0433,6.7415,7.1334,6.9438,6.3864,6.4078,7.1194,7.1453,6.9495,6.8807,6.9400,6.5091,7.2134,7.0717,7.3200,7.0644,6.7866,7.4834,6.8807,7.3159,7.3781,7.5607,6.2627,6.8842,6.5901,6.7784,6.8401,6.8153,6.7108,7.1026,7.1423,7.1636,7.4461,7.3433,7.4492,7.1849,7.6565,7.3773,7.4295,7.3178,6.6929,6.7907,6.7748,7.5778,7.8793,7.8467,7.3728,7.4810,7.3696,7.9662,8.1821,8.1957,7.1846,7.3212,7.5726,7.4096,7.3026,7.3593,7.4623,7.5345,7.3889,7.7100,7.6606,7.5896,7.5819,7.5200,7.2812,7.6869,7.9901,7.5446,7.2825,7.2171,7.4109,7.4451,7.6394,7.2954,6.8698,6.5705,6.6080,7.3184,7.8563,7.3855
panD,8.1944,8.2935,8.4087,11.2520,11.1424,11.2815,9.3322,9.0933,9.3247,8.7354,8.8640,8.9869,9.3838,8.8277,9.6642,8.2979,7.7101,7.8911,9.8810,9.3580,9.9788,8.8013,8.9216,9.0187,8.9836,9.0323,9.1180,10.2139,10.5976,10.2797,8.9680,9.3794,9.4370,9.2346,8.9111,9.1638,8.8538,8.8260,9.2789,9.4269,9.0417,8.9468,9.9902,9.3460,9.4944,9.3434,9.1302,9.2202,8.7017,8.6281,8.9309,8.0924,8.3970,8.0701,8.8373,8.7280,9.1273,9.9321,9.7419,9.6670,7.9830,7.9369,8.1335,8.2496,8.4608,8.2171,6.8312,7.3741,7.3962,7.2105,7.2273,7.3623,7.3139,7.4830,7.5584,7.2011,6.9680,7.1749,8.0071,7.7356,7.9597,7.1635,7.1412,7.0018,7.1428,7.1788,7.4480,7.7813,7.8140,7.6462,7.2137,7.3982,7.1744,7.7006,7.1596,7.6198,6.6440,6.5364,6.7634,6.5210,6.4321,6.4990,7.4195,7.3995,7.5907,7.1333,7.0008,7.4233,7.4871,7.0270,6.9219,7.3475,7.0795,6.9543,6.8521,7.0658,6.7790,6.9523,6.8652,6.8107,6.7275,6.6846,6.3573,6.6191,7.0736,6.9637,7.0006,6.7892,6.9293,7.1857,7.0894,7.1595,7.3579,7.7430,7.7436,6.8468,6.6884,7.2632,6.9661,7.3667,7.0610,6.5093,6.7169,6.5957,6.6003,7.0080,6.7500,7.1372,6.6412,6.7154,6.7470,6.8434,6.8932,7.7096,7.1536,7.2989,6.7873,7.1687,7.2578,7.0102,7.2809,7.2816,7.1663,7.4524,7.2549,7.9573,7.6662,7.8966,6.9643,6.5297,6.8731,7.5129,7.3473,7.0931,7.1887,7.3439,7.4144,7.0656,6.7306,6.8526
ribR,8.6335,8.5586,8.5961,9.5022,9.2823,9.4350,9.9026,9.5821,9.9486,9.9643,9.8108,9.9924,10.3566,9.9907,10.0123,9.8614,10.1756,10.2314,10.0860,9.6847,9.8723,9.9789,9.9653,10.0752,10.1617,10.1877,10.5049,10.5690,10.5838,10.6130,10.6256,10.7061,10.2897,10.3269,9.6856,9.4594,10.0331,9.9263,10.1646,9.1844,9.4444,9.2898,9.8770,9.5776,9.9109,9.5048,9.2783,9.1976,9.2877,8.9583,9.1427,8.3673,8.8339,8.1721,9.2960,9.7286,9.7692,8.3578,8.9579,8.9607,7.7865,8.0728,8.2060,7.9221,8.1750,8.2887,8.3108,8.3990,8.2083,7.8495,7.7271,8.0128,8.2331,8.7049,8.6525,7.2966,6.9968,6.9089,7.1468,7.4227,7.2384,7.8505,7.3983,7.3114,7.6354,7.5616,7.2684,7.4723,7.8817,7.9068,7.4796,7.2714,7.3521,7.5319,8.0453,7.8644,8.0661,7.8681,7.8989,8.6114,8.4409,8.7311,7.3096,7.5680,7.1391,7.2917,7.8045,7.5426,6.9877,6.6726,6.8276,7.5987,7.7747,7.7310,7.8798,8.0592,8.1896,7.9328,7.3882,7.7766,7.8016,7.5570,7.4572,7.5420,7.0139,7.1405,7.2847,7.4321,7.4450,7.5735,7.5475,7.4198,6.5870,6.8780,6.9652,8.0569,8.0530,8.1494,7.3680,7.4961,7.7647,7.4832,7.9302,7.7658,6.9584,6.8743,6.6020,7.0491,6.6440,7.6660,8.3306,7.5131,7.5623,7.4832,7.7834,7.4955,7.6932,7.9240,7.6159,7.8419,7.7383,8.1829,7.2758,7.4274,7.6095,7.9058,7.7024,7.6722,8.3635,8.6388,8.6497,7.9248,7.8565,7.8142,7.8956,7.7098,8.1966,7.9003,8.0885,8.1311
cwlO,6.0271,6.1280,5.8090,6.6150,6.7507,6.4693,6.9136,6.9753,7.0911,6.4835,6.1671,6.4414,5.4883,6.1004,5.7000,6.5149,6.2659,6.2585,5.6813,5.8957,6.0189,6.3407,6.1272,6.1495,6.0741,5.9860,5.8914,6.4061,6.6029,6.5260,7.0875,6.7870,6.8935,6.3295,6.4726,6.3031,6.3706,6.6606,6.2353,7.1480,6.4551,6.5905,6.7439,6.8048,7.0396,7.3776,7.2549,7.4604,7.3540,6.9876,7.2823,6.9028,7.1907,7.2160,6.6184,6.5220,6.5255,6.8316,6.9918,7.2161,6.7025,6.7548,6.7215,7.0310,7.5882,7.2672,7.5505,7.5329,7.1863,7.1087,7.1777,7.0737,7.3220,7.7198,7.6571,6.9563,6.8775,7.0895,6.6629,6.5206,6.5704,6.6316,7.0298,6.7606,6.5760,6.7614,6.4363,7.3501,7.3374,7.0587,7.1712,7.1074,7.1329,7.2028,7.1578,7.1491,7.7973,8.1065,8.2079,7.4754,7.6566,7.1648,8.8764,9.0226,9.0015,8.6012,8.2596,8.4326,7.6636,7.9007,8.3940,8.9006,8.9707,8.8626,8.4311,8.1406,8.4154,9.4040,9.0382,9.1889,8.8484,8.9474,8.8037,9.5344,9.1897,9.4123,9.4699,9.3725,9.4091,8.8579,8.9401,8.9465,9.3245,9.4087,9.5218,9.4379,9.3264,9.4485,9.2169,9.1959,8.7142,9.3969,8.8011,8.9841,9.4163,9.4148,9.5928,9.4566,9.5938,9.7636,8.7274,9.4332,9.3939,9.2834,9.0799,8.9289,9.5199,9.5025,9.5658,8.9924,9.3666,8.9371,9.7567,10.1371,9.6732,9.3210,8.7976,9.0558,9.5184,9.2095,9.3408,9.1909,9.2548,9.4934,9.2982,8.9990,9.3112,9.7634,9.0688,8.8461
lytA,5.9957,5.8033,5.8998,6.6575,6.4393,6.2750,6.3407,6.5093,6.8872,6.3874,6.6231,6.7077,6.6279,6.4951,6.5011,6.7044,6.0881,6.2771,6.3725,6.0914,6.5835,6.6677,6.6448,6.4152,6.3876,6.5619,6.5555,7.1734,6.9118,6.8810,6.2701,6.9276,6.3200,6.9004,6.4215,6.7183,6.6831,6.2106,6.3445,5.5418,5.7083,5.5714,6.1356,6.3423,6.1109,6.8961,6.4401,6.3325,5.9725,6.0999,5.5962,6.9010,7.2330,6.6596,5.5725,6.0314,5.7791,6.8997,6.7324,6.5100,6.8699,6.9673,6.6149,6.1927,6.6408,7.0353,6.6931,6.2925,6.8013,6.1888,6.1505,6.4304,7.3504,7.0486,7.1600,6.5110,6.6610,6.3638,7.1266,7.1004,7.0989,7.8474,7.9673,7.9462,7.1664,7.3287,6.9327,6.6873,6.9872,6.7009,8.0566,8.0926,7.8733,8.0355,8.3842,8.0791,8.1117,8.2391,7.8444,7.6169,7.7487,7.9803,8.2071,8.2410,8.1253,7.8715,7.9791,8.7407,8.7842,8.6587,8.8060,8.6973,8.5179,8.3292,10.9080,11.2672,10.6422,9.9587,9.5737,9.3754,9.1281,9.2700,9.3742,9.3416,9.6435,9.0305,9.8509,10.3127,9.8608,10.0337,10.0548,10.2543,9.9755,9.8574,9.7327,9.7898,10.0458,10.2248,10.0425,9.7815,10.2105,10.2528,10.6369,10.3581,10.0941,10.1361,9.9589,9.8448,9.5291,9.8791,10.3328,10.0946,9.9748,9.4303,9.2804,9.4071,9.5472,9.8992,9.6544,9.4032,9.4436,9.5498,9.5819,9.4508,9.6378,8.6474,8.7548,8.7527,9.0307,9.2193,9.1829,9.0214,9.1144,9.0144,8.8218,8.5333,9.0141,8.3425,8.1025,8.3324
lytB,7.2546,6.9291,7.2904,6.2379,5.9657,6.5132,6.8623,6.9228,6.8177,6.4326,6.3994,6.4239,6.1602,6.3256,5.8579,6.6845,7.1984,7.2177,6.2392,6.5247,6.1241,6.5648,6.5126,6.3718,7.1446,6.7632,6.9441,6.7418,6.6062,6.5670,7.2440,7.2508,7.1086,7.0155,7.0137,6.7719,5.9570,6.4098,6.1617,6.9481,6.8269,6.6723,6.2228,6.1007,6.0064,6.6903,6.7952,6.1783,6.6946,6.8884,6.4763,6.7771,6.9413,6.8954,6.7247,6.6301,6.6320,7.5312,7.5133,7.3745,7.6210,7.8862,7.7314,6.7684,6.5095,6.6758,6.8847,6.9593,6.7363,6.9000,6.7804,7.0737,7.6488,7.3994,7.3013,7.2384,7.3533,7.0379,7.4560,7.8365,7.8885,7.2205,7.2109,6.6456,6.2993,6.2366,6.8061,7.6792,7.8935,7.2902,8.3647,8.7701,8.2227,7.9363,8.1105,8.1107,8.8501,9.0424,9.2534,8.6890,8.6561,8.7259,9.1569,8.8869,9.2932,8.6003,8.7664,8.8107,8.9295,8.9836,9.0062,9.1348,8.9518,8.8726,8.4742,8.4390,8.5988,9.5104,9.2649,8.9201,9.6094,9.9138,9.8417,9.7342,9.7935,10.0691,9.5592,9.4668,9.6412,9.7033,9.9134,10.1998,10.5198,10.3525,10.4389,9.3477,9.5203,9.2024,9.3881,9.7056,9.7472,11.8349,11.5085,11.4326,9.3424,9.1114,9.2765,9.4212,9.3096,9.3118,8.5760,8.7850,8.8800,9.2013,9.4183,8.6695,8.6818,8.9900,8.7820,8.3946,8.4527,8.5650,8.6560,8.3320,8.3853,9.0692,9.2122,9.1633,8.9423,8.6990,9.1057,9.7368,9.6056,9.4781,8.9593,9.1129,9.1789,8.5715,8.4129,8.4275
lytC,6.7303,6.8453,6.8416,6.5802,6.5772,6.6284,6.0214,6.5556,6.2693,7.0135,7.1380,6.7318,6.9633,6.7563,6.6189,6.1763,7.1134,6.4540,6.8878,6.8185,6.7302,6.0640,5.4909,5.8762,6.5746,6.3051,6.3684,6.3691,6.3437,6.5002,6.4284,6.5471,6.7739,6.4240,6.4725,6.4049,6.7942,6.6610,6.7439,7.1288,7.2394,7.0791,6.2647,6.2965,6.0236,6.5064,6.9696,6.3887,6.8879,7.0467,6.6903,6.6074,6.7033,6.7006,7.3638,7.1933,7.2901,7.0187,6.7939,6.7908,7.0858,7.3944,7.0702,6.3874,6.5118,6.7826,6.2187,6.5730,6.6770,6.7895,6.5408,6.1584,6.6714,6.4695,6.6815,5.6196,5.8339,5.3949,6.6319,6.4064,6.6661,6.9176,6.7160,6.8654,7.0805,6.7686,6.7919,7.0181,7.2539,6.8351,7.0630,7.5080,7.1436,7.9412,7.6362,8.0166,6.9202,6.7148,6.8010,8.0308,8.2215,7.6151,8.2853,8.2733,8.5187,7.8155,8.1984,8.0293,8.1173,8.1599,7.5806,8.3152,8.1231,8.4608,8.3857,7.7715,7.9648,8.8173,8.5504,8.7079,9.3472,9.3854,9.6066,9.3033,9.2438,9.1386,8.8548,8.8092,8.9486,9.3198,9.1860,9.2759,9.0854,9.2726,9.0405,9.7934,9.9237,10.0452,10.2676,9.3008,10.1226,10.1191,9.8293,10.3359,9.9341,10.0083,9.7844,9.7514,10.1676,9.8262,10.1035,10.1933,10.2072,9.6323,9.7986,9.2906,9.2079,9.2118,9.2232,10.7954,10.5895,10.3861,9.7963,9.5279,9.6899,8.9574,8.8001,9.3638,9.1418,9.2378,8.7976,9.7060,9.5509,9.7321,10.0162,9.8708,9.7230,9.8508,9.7801,10.4100
lytD,6.8589,6.9463,6.3001,6.7311,6.7241,7.1509,6.7410,7.0701,6.9736,7.1303,6.9987,7.1206,6.4337,6.6511,6.4218,7.1371,7.2524,7.0388,6.1755,6.0037,5.5048,6.8567,6.4541,7.1235,6.8203,6.4099,6.8770,6.7801,6.8378,6.9488,3.5552,3.2264,3.7094,6.4049,6.4780,6.1732,6.0278,6.1180,5.9780,6.9501,6.7434,7.0265,7.4043,7.2340,7.5139,7.1410,7.1062,7.4714,6.6302,6.5157,7.0656,7.1537,6.7659,7.2547,7.3746,6.9989,7.0089,6.9711,6.9288,6.7325,6.5646,6.3425,6.5128,7.1951,7.3428,7.0161,7.5499,7.5556,7.6409,7.4367,7.3404,7.3962,7.5614,7.2866,7.8680,7.5771,7.2756,7.2515,7.0413,7.2348,7.1324,7.4752,7.5899,7.3791,7.2999,7.1150,7.1871,6.9948,6.5409,6.7357,7.2893,7.1028,7.3956,7.5962,7.5456,7.1700,7.2917,7.1637,7.3667,7.7725,7.8695,8.0601,8.3650,8.1534,8.6564,8.4514,8.6421,8.5965,9.3221,9.1006,8.8182,9.4520,9.2252,9.3205,9.3601,8.7995,8.7383,9.0443,8.7827,8.8814,9.1684,9.0598,9.0641,9.1137,9.1979,9.5119,9.7615,10.1902,9.9918,9.6657,9.7078,9.4453,10.2470,9.9649,9.9089,10.2104,10.1501,10.3124,10.3132,10.1215,10.4220,10.0539,10.2895,10.2930,9.8256,9.4187,9.8658,10.1832,10.1814,10.1674,10.4192,10.3267,10.5801,10.4759,9.9315,10.0027,10.1514,9.5887,9.6307,9.7770,9.8706,9.4279,9.4764,8.8955,9.3613,8.7509,8.8738,8.8502,8.5008,8.5118,8.7031,9.3061,9.2475,9.0686,9.5068,9.1644,9.3971,8.4285,9.1865,8.8928
