,X,Y
"79,75",-3.13919,1.17372
"79,77",-2.72769,2.14637
"79,79",-3.30103,1.21445
"79,81",-7.02095,1.14142
"79,83",-7.93763,0.895046
"79,85",-7.41971,-2.00304
"79,87",-7.64174,-0.246451
"79,89",-7.9145,1.19587
"79,91",-7.87492,0.126908
"79,93",-7.61545,-1.99269
"79,95",-8.02207,-0.29986
"79,97",-7.96713,0.32796
"79,99",-7.3716,1.35924
"79,101",-7.26706,1.41301
"79,103",-3.35581,2.48598
"79,105",-3.40494,1.10978
"79,107",-3.1476,1.05908
"79,109",-2.83639,2.4848
"79,111",-2.85043,2.54469
"79,113",-7.91367,0.86216
"79,115",-7.92678,0.510389
"79,117",-7.32366,-2.04384
"79,119",-7.46231,-2.17585
"79,121",-8.00638,-0.559237
"79,123",-7.81636,-0.946144
"79,125",-8.11496,0.622431
"79,127",-3.26748,2.36922
"79,129",-3.39366,1.70304
"79,131",-3.0609,2.42114
"79,133",-2.95274,2.44493
"82,1",9.63462,1.7377
"82,3",9.7122,2.2533
"82,5",9.67387,2.26975
"82,7",9.51695,2.22839
"82,9",9.79423,0.844095
"82,11",10.0634,1.37811
"82,13",10.2372,-1.08771
"82,15",10.3258,-0.204513
"82,17",11.8941,2.29887
"82,19",11.4236,2.01382
"82,21",-4.80984,-2.10211
"82,23",-5.02543,-2.10394
"82,25",-4.4792,-1.37462
"82,27",-7.50487,0.616922
"82,29",-8.26263,0.587394
"82,31",-8.0583,1.36361
"82,33",-7.57041,1.07219
"82,35",-7.82691,-0.799842
"82,37",-7.92933,-0.381202
"82,39",-8.10211,1.10084
"82,41",-8.06759,0.0915398
"82,43",-7.99251,-0.309988
"82,45",-7.52388,1.29851
"82,47",-7.69417,0.918367
"82,49",-4.51345,-1.49015
"82,51",-5.81114,-0.0342456
"82,53",-8.2084,0.188905
"82,55",-7.30692,0.609937
"82,57",-8.03397,0.501698
"82,59",-7.28324,0.760965
"82,61",-4.72692,-1.08001
"82,63",-5.42566,-1.65497
"82,65",-6.98849,-1.99549
"82,67",-7.86806,1.07692
"82,69",-3.61256,0.791252
"82,71",-3.5095,0.774733
"82,73",-3.37049,0.898963
"82,75",-3.58338,1.21228
"82,77",-3.18085,1.95598
"82,79",-3.54636,1.08211
"82,81",-3.48533,2.24305
"82,83",-8.11038,0.771676
"82,85",-7.6012,1.37343
"82,87",-7.83269,-1.09993
"82,89",-7.67234,0.464136
"82,91",-7.80697,-0.97402
"82,93",-7.4893,-2.12634
"82,95",-7.74062,-0.968766
"82,97",-7.79623,-1.79468
"82,99",-5.85585,-0.0596429
"82,101",-3.42199,2.4513
"82,103",-7.80483,0.234983
"82,105",-3.32679,2.04076
"82,107",-3.39874,1.34965
"82,109",-3.08811,2.33579
"82,111",-2.9893,2.47665
"82,113",-3.07836,2.39298
"82,115",-2.88022,2.15633
"82,117",-3.31008,2.09049
"82,119",-7.4563,0.153887
"82,121",-7.61921,0.973129
"82,123",-7.95267,1.03492
"82,125",-7.39866,1.1486
"82,127",-6.80913,0.620618
"82,129",-3.62339,2.25487
"82,131",-2.9221,2.48701
"82,133",-2.82174,2.46472
"85,1",10.5518,1.96383
"85,3",9.82601,1.66644
"85,5",9.7195,2.22152
"85,7",10.1403,2.19741
"85,9",9.84097,1.98826
"85,11",9.81652,1.9702
"85,13",10.352,-1.19978
"85,15",10.3896,1.84061
"85,17",11.3639,2.30458
"85,19",-7.43255,1.46225
"85,21",-5.85525,-1.80961
"85,23",-4.85259,-1.4384
"85,25",-7.28834,1.23467
"85,27",-7.21404,0.704323
"85,29",-8.20524,0.571505
"85,31",-7.91571,1.04873
"85,33",-7.46954,0.205015
"85,35",-7.4599,0.0971634
"85,37",-6.67564,0.486995
"85,39",-7.83075,0.640485
"85,41",-7.29924,0.834729
"85,43",-7.94221,-0.902825
"85,45",-7.44054,-2.33163
"85,47",-7.41692,-1.78209
"85,49",-5.81626,-0.0451488
"85,51",-5.09079,-0.584255
"85,53",-7.63518,0.540132
"85,55",-8.12661,1.081
"85,57",-8.09616,0.487968
"85,59",-7.0903,0.575739
"85,61",-4.14535,-1.59882
"85,63",-7.18266,-2.36832
"85,65",-3.50854,2.42719
"85,67",-7.47462,1.27563
"85,69",-3.79815,0.847412
"85,71",-3.51476,1.02921
"85,73",-3.55188,1.15708
"85,75",-3.58634,1.28163
"85,77",-3.3814,1.07874
"85,79",-3.47517,1.2415
"85,81",-3.38253,2.30541
"85,83",-3.44673,2.54321
"85,85",-7.44591,1.13765
"85,87",-7.49326,1.30701
"85,89",-7.07894,0.390517
"85,91",-7.12031,-2.03555
"85,93",-7.61972,-0.518702
"85,95",-7.62752,-1.88551
"85,97",-7.97046,-0.384298
"85,99",-7.70821,1.20669
"85,101",-7.94607,-0.513416
"85,103",-6.93268,1.10658
"85,105",-6.80697,0.960867
"85,107",-3.29388,2.04695
"85,109",-3.40841,2.27811
"85,111",-2.92206,1.86631
"85,113",-2.99743,2.45235
"85,115",-3.05324,2.24933
"85,117",-3.21389,1.21512
"85,119",-3.19812,2.48424
"85,121",-3.54428,2.47941
"85,123",-7.33336,1.02655
"85,125",-7.05779,0.866106
"85,127",-7.50638,0.740947
"85,129",-7.87467,-0.229822
"85,131",-3.14455,2.58183
"85,133",-2.97692,2.35954
"88,1",10.5179,2.04631
"88,3",9.81818,1.65241
"88,5",10.0317,1.78206
"88,7",9.83258,1.53413
"88,9",9.70277,2.4243
"88,11",11.6355,2.22413
"88,13",10.089,1.99229
"88,15",10.863,1.51514
"88,17",-7.88894,1.40177
"88,19",-8.02647,0.901378
"88,21",-5.32956,-1.14265
"88,23",-4.72256,-1.55498
"88,25",-7.60417,1.01147
"88,27",-7.60202,0.515107
"88,29",-8.22867,0.221015
"88,31",-7.52856,0.972622
"88,33",-7.42636,0.841087
"88,35",-6.1871,0.333274
"88,37",-4.4995,-1.00037
"88,39",-7.14411,0.740944
"88,41",-8.2374,0.344455
"88,43",-7.97616,-0.260869
"88,45",-7.35466,-2.26308
"88,47",-7.62832,0.0849649
"88,49",-6.95884,0.722286
"88,51",-8.00941,0.242385
"88,53",-7.94789,-0.752811
"88,55",-7.84311,-1.20647
"88,57",-8.07838,0.616029
"88,59",-3.4244,2.26483
"88,61",-7.8383,0.268605
"88,63",-7.69928,0.157647
"88,65",-3.36598,2.63866
"88,67",-7.16198,1.12478
"88,69",-3.02124,1.50076
"88,71",-3.48102,1.00895
"88,73",-3.32836,1.85631
"88,75",-3.46877,1.50329
"88,77",-3.14151,2.27366
"88,79",-2.94507,2.09618
"88,81",-2.86459,2.38595
"88,83",-3.13956,1.05038
"88,85",-2.79266,2.56582
"88,87",-7.42106,1.26617
"88,89",-7.49705,1.31201
"88,91",-7.68276,1.30744
"88,93",-5.52358,-1.30138
"88,95",-4.56007,-0.83771
"88,97",-7.74766,0.668837
"88,99",-7.4626,0.915943
"88,101",-5.4687,-0.203407
"88,103",-7.05252,0.993861
"88,105",-3.42467,2.23047
"88,107",-3.70271,0.979748
"88,109",-3.31401,2.136
"88,111",-3.4387,1.17678
"88,113",-3.19647,1.24093
"88,115",-2.89974,2.53758
"88,117",-3.23054,1.68202
"88,119",-3.02491,1.38814
"88,121",-3.11053,1.79258
"88,123",-3.124,2.46008
"88,125",-3.36871,1.03143
"88,127",-3.61703,2.33289
"88,129",-3.28475,2.41347
"88,131",-3.05016,2.26883
"88,133",-2.79143,2.00813
"91,1",10.0897,2.16415
"91,3",9.71304,2.51491
"91,5",10.6686,1.62484
"91,7",9.73944,1.32015
"91,9",10.0366,1.68142
"91,11",11.9028,2.42265
"91,13",11.8469,2.32898
"91,15",10.252,1.86456
"91,17",-7.79257,0.0954101
"91,19",-5.373,-0.331532
"91,21",-5.09846,-1.9166
"91,23",-4.60934,-1.95327
"91,25",-5.09511,-0.353941
"91,27",-7.9773,1.03145
"91,29",-7.5644,1.19154
"91,31",-6.66689,0.503373
"91,33",-7.10429,1.12681
"91,35",-8.16544,0.7102
"91,37",-7.85701,0.994939
"91,39",-7.48797,-2.21109
"91,41",-7.47139,-2.15099
"91,43",-7.36307,0.881174
"91,45",-7.82881,0.775046
"91,47",-7.75694,0.854661
"91,49",-4.97374,-1.17788
"91,51",-7.83617,-1.52729
"91,53",-7.41234,1.34131
"91,55",-7.95277,0.19484
"91,57",-3.23449,2.4651
"91,59",-3.07439,1.26471
"91,61",-2.81669,2.33076
"91,63",-2.9343,2.49629
"91,65",-3.23348,2.18074
"91,67",-3.30108,1.48079
"91,69",-3.45377,1.15007
"91,71",-2.76496,2.03084
"91,73",-3.3763,2.20093
"91,75",-3.33404,1.13846
"91,77",-3.15163,1.48121
"91,79",-3.24559,1.48176
"91,81",-3.01898,2.3078
"91,83",-3.335,1.04372
"91,85",-3.09114,1.99004
"91,87",-3.37079,0.745492
"91,89",-2.78643,2.32241
"91,91",-2.74328,2.1195
"91,93",-2.97099,1.32776
"91,95",-3.57469,1.69864
"91,97",-7.44908,0.966083
"91,99",-7.3121,0.678288
"91,101",-7.51254,0.972153
"91,103",-7.06291,1.16358
"91,105",-7.69793,0.164509
"91,107",-4.09517,1.0959
"91,109",-3.44254,1.2556
"91,111",-3.3449,1.10673
"91,113",-3.37625,0.905665
"91,115",-3.3467,0.856468
"91,117",-3.17092,1.23174
"91,119",10.8891,1.47309
"91,121",-2.67211,2.40714
"91,123",-2.57976,2.2849
"91,125",-2.45993,2.26668
"91,127",-3.19613,1.97304
"91,129",-3.21164,2.45271
"91,131",-3.20209,1.55824
"91,133",-3.33738,1.10447
"94,1",10.5632,1.34753
"94,3",9.86595,1.48037
"94,5",9.59643,2.35198
"94,7",10.2168,2.22888
"94,9",10.6516,1.83228
"94,11",11.8567,2.272
"94,13",11.8188,2.48409
"94,15",-7.93589,1.3288
"94,17",-7.38078,0.148328
"94,19",-5.18824,-1.68935
"94,21",-7.41867,-1.64835
"94,23",-7.23499,1.06864
"94,25",-5.29489,-0.328211
"94,27",-7.56353,0.281199
"94,29",-7.92156,0.374493
"94,31",-7.82382,0.942374
"94,33",-7.37758,1.17386
"94,35",-7.78198,-1.65043
"94,37",-7.95898,0.507227
"94,39",-7.48974,-1.99777
"94,41",-7.53583,-2.06113
"94,43",-8.01668,-0.709529
"94,45",-6.19653,0.148292
"94,47",-7.44245,0.453409
"94,49",-7.66461,-1.58283
"94,51",-7.5424,-2.00094
"94,53",-8.13293,-0.156173
"94,55",-6.67039,0.987164
"94,57",-3.84431,0.927795
"94,59",-3.39073,1.855
"94,61",-3.10139,2.50882
"94,63",-3.16226,2.50698
"94,65",-3.18561,2.14125
"94,67",-3.36064,2.45212
"94,69",-3.41935,1.28065
"94,71",-2.96975,1.34045
"94,73",-2.9733,2.29943
"94,75",-3.27361,2.50076
"94,77",-3.07917,1.71992
"94,79",-3.44356,1.31151
"94,81",-3.36263,1.72022
"94,83",-3.24721,1.95402
"94,85",-3.35424,2.48193
"94,87",-3.32339,2.03151
"94,89",-3.31608,0.954464
"94,91",-2.8411,2.41357
"94,93",-2.75285,2.16561
"94,95",-6.94634,1.38588
"94,97",-7.37736,1.1744
"94,99",-8.23251,1.00666
"94,101",-7.51263,0.68847
"94,103",-7.2383,0.828662
"94,105",-3.55873,2.28872
"94,107",-3.99138,0.804142
"94,109",-3.73718,0.930927
"94,111",-3.34326,1.91974
"94,113",-3.51649,0.825469
"94,115",-2.94681,1.32936
"94,117",-2.88061,2.43052
"94,119",10.545,2.10243
"94,121",9.80981,2.90903
"94,123",9.7926,2.9541
"94,125",-2.6983,2.10702
"94,127",-2.74442,2.35086
"94,129",-2.71842,1.97685
"94,131",-2.86998,2.46372
"94,133",-2.75299,1.9455
"97,1",10.004,1.86137
"97,3",10.5025,2.10023
"97,5",10.1706,1.26262
"97,7",11.6952,2.299
"97,9",10.8334,1.90791
"97,11",11.8088,2.31421
"97,13",11.7944,2.30688
"97,15",-7.76594,1.2774
"97,17",-4.81661,-1.1855
"97,19",-4.75802,-1.82201
"97,21",-8.12983,-0.107809
"97,23",-7.559,1.1132
"97,25",-7.58339,1.02484
"97,27",-7.51261,0.975128
"97,29",-7.94696,0.904225
"97,31",-7.7421,1.14754
"97,33",-7.05454,0.769652
"97,35",-7.26242,0.774025
"97,37",-7.36043,0.867811
"97,39",-7.53006,-1.97346
"97,41",-7.73099,-1.76639
"97,43",-7.41946,-2.09017
"97,45",-7.49342,-1.62478
"97,47",-7.97849,0.296466
"97,49",-6.48977,0.34995
"97,51",-4.20704,-0.963305
"97,53",-4.77915,-1.24237
"97,55",-6.727,0.129096
"97,57",-8.13414,0.24509
"97,59",-6.62671,1.14948
"97,61",-3.4816,1.72892
"97,63",-3.35351,1.40434
"97,65",-3.40153,1.53105
"97,67",-3.21734,1.70486
"97,69",-6.94145,1.06241
"97,71",-3.03166,2.36884
"97,73",-7.12717,1.29876
"97,75",-7.4283,1.26988
"97,77",-7.95617,1.08631
"97,79",-7.5326,1.14972
"97,81",-7.51171,1.3002
"97,83",-6.96277,0.990423
"97,85",-3.33136,2.32447
"97,87",-3.30197,1.88767
"97,89",-3.54943,1.3718
"97,91",-3.35648,1.86494
"97,93",-3.06256,2.01238
"97,95",-3.34049,0.888675
"97,97",-2.81983,2.30877
"97,99",-2.9434,2.35307
"97,101",-3.69215,2.30957
"97,103",-6.34657,1.02919
"97,105",-3.6703,2.3131
"97,107",-3.55965,1.6382
"97,109",-3.41461,1.38375
"97,111",-3.63221,1.33304
"97,113",-3.43801,0.907001
"97,115",-2.80357,2.1721
"97,117",-2.77035,2.03817
"97,119",10.0532,2.6284
"97,121",-8.01312,1.45148
"97,123",-2.82391,2.5166
"97,125",-3.07826,1.42563
"97,127",-2.71501,1.88608
"97,129",10.6554,1.92241
"97,131",-2.61484,2.31058
"97,133",-2.66995,2.42113
"100,1",9.7224,2.41321
"100,3",10.2975,1.90004
"100,5",9.66599,2.2905
"100,7",11.6915,2.29258
"100,9",9.76198,2.4693
"100,11",11.7441,2.14824
"100,13",11.7226,2.15815
"100,15",-7.93832,1.21714
"100,17",-5.20283,-1.95681
"100,19",-4.83802,-0.877408
"100,21",-7.45324,0.443939
"100,23",-4.76923,-2.08624
"100,25",-3.88003,-1.38927
"100,27",-4.84675,-1.08422
"100,29",-7.79082,0.642602
"100,31",-4.60822,-1.26293
"100,33",-7.3217,0.48437
"100,35",-4.79962,-1.16764
"100,37",-7.37046,0.79992
"100,39",-7.48477,-1.88028
"100,41",-7.73536,-1.83918
"100,43",-7.78101,0.983772
"100,45",-4.28899,-1.18832
"100,47",-4.80687,-0.690038
"100,49",-6.00638,-1.4574
"100,51",-7.17073,0.781387
"100,53",-7.96314,-1.10334
"100,55",-7.81682,-1.56889
"100,57",-5.53828,-1.96402
"100,59",-3.58787,2.58842
"100,61",-4.2347,-0.673488
"100,63",-3.79043,0.962614
"100,65",-6.46939,1.10515
"100,67",-7.55946,-0.0300528
"100,69",-7.8007,1.2251
"100,71",-4.29585,-1.85265
"100,73",-7.43974,-2.09538
"100,75",-4.73235,-1.70511
"100,77",-5.16129,-1.3569
"100,79",-3.96806,-0.72927
"100,81",-3.94571,0.127835
"100,83",-8.08635,1.00601
"100,85",-3.39044,1.97601
"100,87",-3.1971,2.26859
"100,89",-3.34451,2.12428
"100,91",-3.1535,2.09286
"100,93",-3.1884,2.30879
"100,95",-3.36954,2.44302
"100,97",-3.41805,2.26887
"100,99",-3.21899,1.93768
"100,101",-3.32147,1.74779
"100,103",-3.28236,2.08448
"100,105",-3.54688,1.66266
"100,107",-3.62446,1.93198
"100,109",-3.45975,1.56326
"100,111",-2.91594,2.39888
"100,113",-3.24674,1.53834
"100,115",-2.36557,2.30634
"100,117",9.78753,2.87224
"100,119",9.84147,2.88815
"100,121",9.48684,1.77391
"100,123",-2.87755,2.37436
"100,125",-3.09065,1.32641
"100,127",-2.72845,2.12164
"100,129",-3.12652,1.13669
"100,131",-3.26516,1.69503
"100,133",-3.06526,2.03082
"103,1",9.9653,1.54054
"103,3",10.2144,1.79311
"103,5",11.0516,2.00387
"103,7",11.1626,1.9674
"103,9",11.7615,2.23948
"103,11",11.558,1.96564
"103,13",11.8422,2.40807
"103,15",-4.13512,-1.40337
"103,17",-4.78639,-1.86527
"103,19",-4.8424,-2.07511
"103,21",-7.63874,-0.106853
"103,23",-7.54437,-1.95159
"103,25",-4.71324,-1.30413
"103,27",-5.5731,-2.11564
"103,29",-7.13591,0.718635
"103,31",-7.58043,0.964241
"103,33",-4.39931,-1.18571
"103,35",-5.01588,-1.78687
"103,37",-7.07098,-1.92949
"103,39",-7.70251,-2.16156
"103,41",-7.69478,0.729726
"103,43",-7.45319,-1.6669
"103,45",-4.39095,-0.888147
"103,47",-6.35016,0.227472
"103,49",-7.42091,-1.94625
"103,51",-7.21565,-2.07115
"103,53",-7.95595,-0.184846
"103,55",-7.89565,0.528323
"103,57",-7.59812,-1.49798
"103,59",-7.13369,-2.21018
"103,61",-4.49561,-1.40401
"103,63",-4.67917,-1.43792
"103,65",-4.49054,-1.66668
"103,67",-7.33264,-1.95573
"103,69",-4.49107,-1.53088
"103,71",-4.10764,-1.37757
"103,73",-4.49918,-1.85935
"103,75",-4.40308,-1.7047
"103,77",-4.89537,-1.8459
"103,79",-4.80333,-1.41547
"103,81",-4.17325,-1.23066
"103,83",-3.94908,-0.980901
"103,85",-4.15431,-1.1869
"103,87",-7.45707,-1.69892
"103,89",-8.06392,0.0503499
"103,91",-7.76167,0.417403
"103,93",-7.64802,0.708213
"103,95",-2.97007,2.06038
"103,97",-3.10459,1.42811
"103,99",-3.14775,1.15108
"103,101",-3.17758,1.52132
"103,103",-3.17744,2.23951
"103,105",-3.4006,1.56926
"103,107",-3.29683,1.6079
"103,109",-3.13181,1.22173
"103,111",-3.34429,1.76305
"103,113",-2.50792,2.28044
"103,115",9.80231,2.88316
"103,117",10.6945,2.18587
"103,119",-2.24741,2.33315
"103,121",-2.37411,2.29696
"103,123",-3.40332,0.869768
"103,125",-3.16648,2.30367
"103,127",-3.1269,0.963797
"103,129",-3.14234,2.21474
"103,131",-3.24594,2.29002
"103,133",-3.18763,1.88179
"106,1",9.85649,1.37549
"106,3",10.1225,2.23159
"106,5",11.7317,2.38494
"106,7",11.7153,2.21492
"106,9",11.3243,1.99325
"106,11",11.7317,2.28985
"106,13",-4.70717,-2.02807
"106,15",-5.03126,-1.6596
"106,17",-4.94698,-2.05787
"106,19",-7.72207,-2.19496
"106,21",-7.79689,-2.02012
"106,23",-6.47526,0.362357
"106,25",-4.05819,-1.22198
"106,27",-4.65993,-0.82619
"106,29",-4.20393,-1.23991
"106,31",-7.7744,-1.40975
"106,33",-5.31101,-1.97497
"106,35",-4.75572,-1.65829
"106,37",-4.33495,-1.23234
"106,39",-4.73644,-1.32427
"106,41",-4.905,-1.01954
"106,43",-4.25423,-0.90618
"106,45",-4.84406,-1.22865
"106,47",-4.20703,-1.03309
"106,49",-7.338,0.594094
"106,51",-7.81393,-1.44422
"106,53",-7.63119,0.787106
"106,55",-7.85541,-0.598388
"106,57",-7.6873,0.415551
"106,59",-4.64606,-1.30697
"106,61",-4.26455,-1.7841
"106,63",-4.44898,-1.34267
"106,65",-4.21248,-1.41
"106,67",-4.62836,-0.860699
"106,69",-4.42563,-1.70188
"106,71",-4.66391,-1.32112
"106,73",-6.72017,0.462463
"106,75",-4.38345,-1.675
"106,77",-7.35739,-2.22204
"106,79",-7.83891,0.211643
"106,81",-4.1573,-1.52186
"106,83",-7.3654,-2.08496
"106,85",-7.24157,0.242594
"106,87",-7.62518,-1.71319
"106,89",-7.59843,-2.0626
"106,91",-7.84283,1.02783
"106,93",-7.59286,0.667189
"106,95",-7.48558,0.55293
"106,97",-3.30175,1.01618
"106,99",-3.07345,1.24883
"106,101",-3.12971,1.54207
"106,103",-3.21328,1.34407
"106,105",-3.11444,1.41986
"106,107",-3.07406,2.26658
"106,109",-2.46901,2.28321
"106,111",10.8225,1.75893
"106,113",9.83485,2.74996
"106,115",-2.78945,2.56715
"106,117",-3.08419,1.67647
"106,119",-2.84066,2.16596
"106,121",-3.18227,0.987512
"106,123",-3.071,2.23491
"106,125",-3.09473,2.17683
"106,127",-3.26236,1.71079
"106,129",-3.25064,2.27421
"106,131",-3.34043,2.44587
"106,133",-3.20891,2.36997
"109,1",9.95938,2.18102
"109,3",10.3497,1.85626
"109,5",11.0471,2.13287
"109,7",11.8772,2.26638
"109,9",11.8091,2.19648
"109,11",9.7646,2.71675
"109,13",-4.46763,-0.950592
"109,15",-4.6291,-1.01634
"109,17",-4.59181,-1.77354
"109,19",-8.08229,-0.556806
"109,21",-7.5038,-0.728529
"109,23",-6.9852,0.771809
"109,25",-4.57705,-0.633543
"109,27",-4.36777,-1.35639
"109,29",-5.50853,-1.94725
"109,31",-6.0438,-1.95395
"109,33",-4.97459,-1.62262
"109,35",-7.71602,-1.38857
"109,37",-7.51338,-0.899901
"109,39",-7.04228,0.538916
"109,41",-7.34749,0.90099
"109,43",-5.09853,-1.98416
"109,45",-6.71231,0.287159
"109,47",-7.92885,1.00168
"109,49",-8.06894,0.428398
"109,51",-7.73326,0.415475
"109,53",-7.68955,-1.19895
"109,55",-7.40041,-1.65775
"109,57",-4.96955,-1.17604
"109,59",-7.49924,-2.29955
"109,61",-6.62138,-2.1723
"109,63",-4.03873,1.14474
"109,65",-7.47603,0.936189
"109,67",-4.41033,-0.04534
"109,69",-4.20069,2.13707
"109,71",-7.09625,1.09209
"109,73",-5.69802,-1.69962
"109,75",-4.59134,-1.06149
"109,77",-8.03719,-0.0246627
"109,79",-7.53504,1.10508
"109,81",-6.88964,0.530761
"109,83",-6.62836,-0.418745
"109,85",-7.12419,0.759321
"109,87",-7.49692,-1.91875
"109,89",-7.1705,0.444385
"109,91",-7.35086,0.733725
"109,93",-7.86744,-0.254239
"109,95",-7.72085,1.336
"109,97",-6.41899,0.841706
"109,99",-3.44662,1.81337
"109,101",-3.04482,2.39941
"109,103",-3.16515,2.33911
"109,105",-2.75131,2.02645
"109,107",-3.21778,0.947217
"109,109",-3.41827,0.833565
"109,111",-3.31848,0.83769
"109,113",-2.54868,2.27119
"109,115",-2.91045,2.37315
"109,117",-2.92844,2.20806
"109,119",-2.98573,2.45854
"109,121",-2.99508,2.48164
"109,123",-3.31409,2.06809
"109,125",-3.29882,1.88338
"109,127",-3.04492,1.95854
"109,129",-3.18589,2.4467
"109,131",-3.396,2.3755
"109,133",-3.67617,2.37745
"112,1",10.0454,0.864051
"112,3",9.96879,1.929
"112,5",10.5333,-1.87848
"112,7",10.2948,-1.95984
"112,9",11.8956,2.23048
"112,11",-7.78012,1.29093
"112,13",-5.04832,-1.84769
"112,15",-4.44997,-1.3505
"112,17",-5.05285,-1.74268
"112,19",-6.88992,0.694105
"112,21",-7.94239,0.690538
"112,23",-6.82917,0.684731
"112,25",-6.40715,0.465423
"112,27",-7.55039,-1.54561
"112,29",-5.50556,-1.79584
"112,31",-4.83573,-0.813351
"112,33",-4.98697,-0.912945
"112,35",-4.7208,-1.68512
"112,37",-7.34235,0.787218
"112,39",-7.2079,0.624196
"112,41",-7.65982,-1.97452
"112,43",-6.84127,0.354387
"112,45",-4.68457,-1.60782
"112,47",-7.26742,0.366137
"112,49",-7.67885,-2.07497
"112,51",-5.06016,-1.92133
"112,53",-7.81237,0.264592
"112,55",-7.97164,0.223323
"112,57",-4.5608,-0.728712
"112,59",-7.49489,0.825845
"112,61",-3.95249,1.14665
"112,63",-3.99777,1.01622
"112,65",-3.3775,1.88724
"112,67",-3.96017,2.20699
"112,69",-7.62746,0.543657
"112,71",-7.47669,1.15556
"112,73",-7.20213,0.922219
"112,75",-4.151,-1.25938
"112,77",-7.12131,-1.31866
"112,79",-7.97142,0.00612708
"112,81",-7.75892,-1.79697
"112,83",-7.88501,-1.1484
"112,85",-7.72601,-1.84675
"112,87",-7.66608,-2.17609
"112,89",-7.68904,-2.03008
"112,91",-7.53148,-2.23708
"112,93",-7.60347,-2.15546
"112,95",-7.7721,-1.87429
"112,97",-6.53394,0.491629
"112,99",-6.95342,0.880778
"112,101",-3.33568,2.25516
"112,103",-3.13285,2.24536
"112,105",-3.15475,1.43903
"112,107",-2.54201,2.34351
"112,109",-3.51977,0.813476
"112,111",-3.32993,0.942863
"112,113",-3.29578,0.876932
"112,115",-3.4597,0.959272
"112,117",-3.27641,2.15146
"112,119",-3.38045,1.11555
"112,121",-3.43667,1.24668
"112,123",-3.0179,2.30155
"112,125",-3.09627,1.71735
"112,127",-3.23046,2.48658
"112,129",-3.2587,2.0885
"112,131",-3.25159,1.75262
"112,133",-3.78513,0.924154
"115,1",10.0534,-0.954625
"115,3",9.8898,1.76273
"115,5",10.4952,-1.89834
"115,7",10.5184,-1.83742
"115,9",11.6969,2.24605
"115,11",-7.89946,1.36019
"115,13",-5.26837,-2.11614
"115,15",-4.84558,-1.76091
"115,17",-4.61213,-1.34798
"115,19",-4.5853,-1.87931
"115,21",-7.95615,0.921964
"115,23",-7.11324,1.24422
"115,25",-7.86127,-0.175006
"115,27",-7.5214,0.568318
"115,29",-5.51376,-2.07295
"115,31",-7.85696,-1.49216
"115,33",-7.5942,1.27664
"115,35",-4.90417,-0.931808
"115,37",-7.79113,-1.66951
"115,39",-7.89857,-0.661585
"115,41",-7.82075,-1.39033
"115,43",-7.61707,0.239099
"115,45",-7.69715,-1.98713
"115,47",-7.97294,1.09798
"115,49",-8.04424,0.190363
"115,51",-7.64045,-1.66133
"115,53",-7.52819,-1.2808
"115,55",-6.27283,0.306201
"115,57",-6.75836,1.11337
"115,59",-3.35338,1.22133
"115,61",-3.1953,1.0278
"115,63",-3.26644,0.918778
"115,65",-3.19733,1.28376
"115,67",-3.22617,1.27043
"115,69",-3.27531,2.13041
"115,71",-3.41919,1.76257
"115,73",-3.59763,1.07019
"115,75",-4.34967,-1.15163
"115,77",-7.41167,-1.78732
"115,79",-8.01218,-0.123151
"115,81",-7.6325,0.479774
"115,83",-7.55766,-2.03988
"115,85",-7.53945,-2.27859
"115,87",-7.70587,-2.05805
"115,89",-4.17287,-1.06605
"115,91",-4.72311,-2.13076
"115,93",-7.03684,-2.38747
"115,95",-4.79459,-1.25361
"115,97",-4.24001,-1.2366
"115,99",-7.34665,1.09308
"115,101",-3.43356,1.29392
"115,103",-3.37941,1.00997
"115,105",-2.92956,2.09407
"115,107",-3.17773,1.11055
"115,109",-3.24818,2.30712
"115,111",-3.75437,2.35135
"115,113",-3.4769,2.44522
"115,115",-3.55043,1.80802
"115,117",-3.56311,2.21634
"115,119",-4.71897,1.24063
"115,121",-3.95254,0.972356
"115,123",-3.64798,2.40702
"115,125",-3.13426,1.71598
"115,127",-2.91689,2.43063
"115,129",-3.18944,2.19856
"115,131",-3.40656,1.9584
"115,133",-3.34657,2.27257
"118,1",9.70428,2.51009
"118,3",10.0775,-1.16225
"118,5",11.8947,2.24232
"118,7",11.7675,2.30193
"118,9",11.8738,2.27077
"118,11",-7.7903,1.25132
"118,13",-4.26949,-1.69571
"118,15",-4.53056,-1.99056
"118,17",-4.65068,-1.65291
"118,19",-7.87294,-1.02686
"118,21",-4.24206,-1.4907
"118,23",-7.69902,-0.536131
"118,25",-7.28371,0.584695
"118,27",-7.5447,0.952384
"118,29",-7.55081,-1.50196
"118,31",-7.89564,0.39153
"118,33",-7.36826,1.10821
"118,35",-4.63012,-2.10369
"118,37",-7.40703,0.532013
"118,39",-8.04611,0.648236
"118,41",-7.44481,0.260824
"118,43",-4.91147,-0.586584
"118,45",-7.48971,-2.15463
"118,47",-7.81875,0.78211
"118,49",-4.42921,-0.915192
"118,51",-7.71021,0.0609648
"118,53",-6.86027,-1.84458
"118,55",-4.12031,2.11382
"118,57",-3.33287,2.40664
"118,59",-3.30777,2.3066
"118,61",-3.26738,2.14175
