,X,Y,Z
"136,31",-0.209622,-5.52701,3.97023
"136,33",0.214671,-5.8227,3.21257
"136,35",-0.0217864,-5.53479,3.25851
"136,37",0.280296,-5.70068,3.54992
"136,39",-0.0565466,-4.60439,3.88717
"136,41",-0.102594,-5.1087,3.70279
"136,43",0.565629,-1.74245,5.62433
"136,45",0.683026,-1.52171,5.59346
"136,47",0.0535245,-1.83961,5.48821
"136,49",0.411371,-2.06048,5.15792
"136,51",0.491937,-5.42898,3.52922
"136,53",-0.0341077,-1.90321,5.80864
"136,55",2.76985,-3.99425,4.50158
"136,57",2.95559,-3.91576,4.33223
"136,59",2.81082,-4.17287,4.17291
"136,61",2.91312,-3.58171,4.4425
"136,63",3.22544,-0.851405,3.88604
"136,65",1.97007,-0.796725,4.38139
"136,67",2.71438,-0.334235,4.40186
"136,69",3.15892,-0.00557328,4.43559
"136,71",2.48437,-0.175854,4.57098
"136,73",2.26393,-0.133416,4.39393
"136,75",2.39345,-0.223112,4.45734
"136,77",2.21121,-0.555913,4.62668
"136,79",1.25968,-1.18521,5.28086
"136,81",2.93068,-0.318136,4.27377
"136,83",3.24295,0.180344,4.13226
"136,85",3.58645,-0.106845,4.14519
"136,87",3.28083,-0.0994738,4.25764
"136,89",3.25737,-0.0585804,4.10505
"136,91",3.31957,0.393469,4.03572
"136,93",2.37422,-0.0198317,4.31441
"136,95",0.788917,-5.25497,3.64419
"136,97",0.496796,-5.03817,3.32218
"136,99",0.943439,-1.536,5.08005
"136,101",0.26813,-5.10575,3.61587
"136,103",1.20903,-1.77612,5.35149
"136,105",0.548152,-1.95489,5.29418
"136,107",0.0903614,-2.58486,5.17873
"136,109",2.989,-3.41293,4.47513
"136,111",3.43416,-0.527338,4.29554
"136,113",0.786215,-5.29075,3.37474
"136,115",2.28757,-0.436267,4.39441
"136,117",2.22178,-0.58163,4.76153
"136,119",2.77294,-0.240343,4.55875
"136,121",2.63512,-0.275632,4.50805
"136,123",3.08412,-0.32635,4.22674
"136,125",0.73419,-2.26181,5.38986
"136,127",0.493773,-1.94384,5.63602
"136,129",1.95865,-4.68743,3.88523
"136,131",0.389316,-5.12163,3.88085
"136,133",-0.0851901,-4.68044,3.87339
"139,1",-1.07359,6.00564,-6.49439
"139,3",-1.46695,5.89699,-6.63069
"139,5",-1.44462,5.9329,-6.88918
"139,7",-1.1799,5.97824,-6.26155
"139,9",-1.28362,5.85813,-6.16599
"139,11",-0.185954,-5.62752,3.59466
"139,13",2.5808,-3.7912,4.40761
"139,15",0.959906,-1.95225,5.84169
"139,17",0.791046,-1.91201,5.7962
"139,19",2.04796,-4.31565,4.15631
"139,21",-0.0665793,-2.17449,5.1828
"139,23",0.351962,-5.15999,3.38679
"139,25",0.384416,-1.68303,5.33143
"139,27",0.292402,-1.75401,5.58398
"139,29",0.78274,-1.78342,5.6178
"139,31",1.69424,-4.92942,3.66926
"139,33",0.326746,-5.71639,3.31553
"139,35",0.511121,-1.7984,5.52867
"139,37",0.462683,-1.52682,5.78853
"139,39",0.667009,-5.34701,3.73502
"139,41",0.86254,-5.43619,3.39122
"139,43",2.3669,-4.38282,4.01934
"139,45",0.739664,-5.06239,3.66184
"139,47",0.00252916,-1.84958,5.83179
"139,49",2.71265,-3.78134,4.40874
"139,51",2.43401,-4.33232,4.09299
"139,53",0.423784,-5.54322,3.86981
"139,55",0.36707,-2.12556,5.07091
"139,57",0.137681,-1.74478,5.98685
"139,59",0.568669,-2.08307,5.80606
"139,61",0.0562306,-1.82077,5.60602
"139,63",0.748925,-2.50815,5.07996
"139,65",-0.0335231,-4.55525,3.59171
"139,67",0.042812,-5.04827,3.14772
"139,69",2.83199,-0.317489,4.23458
"139,71",2.07189,-0.457623,4.60638
"139,73",3.39452,0.0855554,4.08679
"139,75",2.13201,-0.323669,4.69508
"139,77",3.24211,-0.12847,4.42583
"139,79",3.27449,-0.143991,4.13165
"139,81",3.42807,0.00269143,4.26738
"139,83",3.32068,0.322222,3.97102
"139,85",3.30837,0.094372,4.29568
"139,87",2.60097,-0.408239,4.56643
"139,89",1.97011,-0.382734,4.63607
"139,91",2.08011,-0.424228,4.63047
"139,93",3.44731,0.217133,4.2979
"139,95",2.99382,-0.0459082,4.34551
"139,97",3.19406,-0.10527,4.24389
"139,99",2.96751,-0.170559,4.40754
"139,101",3.26824,-0.298346,4.06886
"139,103",0.0321823,-4.86238,3.42863
"139,105",0.115476,-5.71883,3.63859
"139,107",1.9644,-0.835592,4.82907
"139,109",1.23829,-1.75529,5.58187
"139,111",1.25327,-1.70341,5.4642
"139,113",3.22625,0.024408,4.18424
"139,115",2.67966,-0.367273,4.51529
"139,117",3.29307,-0.323356,4.18798
"139,119",3.32514,-0.0905244,4.29641
"139,121",3.04879,-0.27423,4.23511
"139,123",-0.172009,-5.27351,3.57582
"139,125",0.196448,-1.82979,5.61947
"139,127",0.813655,-1.97629,5.428
"139,129",0.0329227,-4.63323,3.98282
"139,131",0.0808904,-1.4516,5.32112
"139,133",-0.423857,-5.12723,3.64079
"142,1",-1.37359,5.79062,-7.92549
"142,3",-1.26771,5.91221,-6.3116
"142,5",-1.30037,5.98666,-6.25555
"142,7",-2.24592,5.72713,-6.40723
"142,9",-1.6393,5.85699,-6.45153
"142,11",-0.0658461,-5.49959,3.28966
"142,13",0.911055,-4.97664,3.75458
"142,15",-0.0567921,-3.77883,4.42462
"142,17",0.171233,-1.50698,5.84755
"142,19",0.657343,-2.06735,5.38954
"142,21",0.463047,-2.10819,5.1263
"142,23",-0.175781,-5.33134,3.34389
"142,25",0.00519299,-1.7232,5.8823
"142,27",1.14336,-2.18629,5.4506
"142,29",0.765642,-1.68096,5.55125
"142,31",2.33887,-4.36092,4.10524
"142,33",-0.256518,-5.52702,3.84913
"142,35",0.984486,-2.38172,5.48856
"142,37",-0.0159178,-1.92213,5.23968
"142,39",0.769327,-5.46197,3.49926
"142,41",2.47088,-3.63045,4.50417
"142,43",0.0517314,-2.65467,5.03069
"142,45",0.257031,-1.76637,5.471
"142,47",0.205401,-1.67176,5.75709
"142,49",0.473064,-1.62342,5.8211
"142,51",1.26095,-2.18424,5.59318
"142,53",2.01799,-4.54651,3.92753
"142,55",-0.212564,-5.36209,3.90062
"142,57",0.871672,-5.24947,3.53449
"142,59",-0.143333,-5.17973,3.91243
"142,61",0.34919,-1.65859,5.14426
"142,63",2.4401,-4.1821,4.18211
"142,65",0.7116,-1.83601,5.39409
"142,67",0.194752,-1.72641,6.00283
"142,69",-0.0957807,-5.27812,3.74969
"142,71",0.913693,-4.98647,3.44624
"142,73",3.5525,-0.114119,4.14325
"142,75",3.23503,-0.201227,4.29794
"142,77",2.61052,-0.41693,4.41507
"142,79",2.59259,-0.320461,4.51264
"142,81",3.02486,-0.157669,4.30549
"142,83",3.47825,0.208846,4.13473
"142,85",3.06341,-0.125005,4.34144
"142,87",3.01653,-0.176693,4.54851
"142,89",2.4689,-0.218324,4.6367
"142,91",3.46223,0.0235006,4.17277
"142,93",3.14608,-0.188378,4.25704
"142,95",2.4822,-0.322676,4.46629
"142,97",2.6883,-0.190553,4.38059
"142,99",2.9141,-0.235081,4.3466
"142,101",2.34712,-0.435591,4.58752
"142,103",2.7022,-0.244298,4.5103
"142,105",1.76775,-0.869013,4.33944
"142,107",0.272928,-5.25185,3.74234
"142,109",0.511413,-5.0288,3.32948
"142,111",2.15252,-0.129,4.45716
"142,113",3.27206,0.0484309,4.27563
"142,115",1.97138,-0.357763,4.67471
"142,117",3.41471,0.0260038,4.27227
"142,119",2.38368,-0.448433,4.46789
"142,121",2.22588,-0.405577,4.5735
"142,123",2.58798,-0.41213,4.58621
"142,125",2.2634,-4.4602,3.97828
"142,127",0.0697802,-4.97661,3.48467
"142,129",2.60888,-4.19712,4.2169
"142,131",0.821005,-2.04434,5.19212
"142,133",0.29317,-5.16713,3.43518
"145,1",-3.32409,4.92355,-7.96907
"145,3",-1.60429,5.89753,-7.98569
"145,5",-1.26289,5.97694,-6.36956
"145,7",-1.07765,5.98902,-6.24316
"145,9",1.23937,-1.72663,5.75861
"145,11",-0.342759,-5.63545,3.04607
"145,13",2.46234,-3.97046,4.36327
"145,15",0.463705,-1.73251,5.77828
"145,17",0.777546,-1.89662,5.79819
"145,19",2.64573,-4.1773,4.31855
"145,21",3.08655,-3.98557,4.37079
"145,23",-0.222637,-5.61814,3.93845
"145,25",1.63546,-4.61596,3.90517
"145,27",2.49081,-4.31649,4.18117
"145,29",1.21729,-5.19772,3.51841
"145,31",0.478058,-1.5608,5.79275
"145,33",0.403612,-5.72307,3.65708
"145,35",0.120452,-1.24108,5.49907
"145,37",0.0899622,-4.42253,4.17481
"145,39",0.0496565,-5.21224,3.38194
"145,41",0.0112367,-1.85068,5.6203
"145,43",0.101178,-2.60115,5.02458
"145,45",0.12241,-2.01224,5.60671
"145,47",-0.0719557,-1.72661,5.91828
"145,49",2.68246,-3.55587,4.49343
"145,51",2.91649,-3.79232,4.42752
"145,53",2.82969,-3.82231,4.48081
"145,55",0.709907,-5.34301,3.81644
"145,57",0.517474,-2.43045,5.38884
"145,59",-0.226762,-5.25557,4.04981
"145,61",-0.0454701,-2.66682,5.10316
"145,63",0.233465,-1.97576,5.73219
"145,65",-0.0332472,-1.92597,5.57282
"145,67",0.0336527,-1.55282,5.66598
"145,69",0.468761,-1.69437,5.66779
"145,71",0.864475,-2.15098,5.2623
"145,73",1.06661,-1.68447,5.16756
"145,75",0.838857,-1.53877,5.51568
"145,77",0.423453,-1.79764,5.73834
"145,79",1.34953,-1.77628,5.25199
"145,81",0.0222389,-4.81604,3.6272
"145,83",-0.0410045,-5.37637,3.35171
"145,85",-0.175318,-5.03761,3.17464
"145,87",-0.0640393,-4.47373,3.49704
"145,89",0.126061,-4.86591,3.1986
"145,91",3.14994,-0.139709,4.33578
"145,93",2.84837,-0.315794,4.41373
"145,95",0.0177536,-5.16926,3.17998
"145,97",-0.17442,-5.07478,3.341
"145,99",2.22793,-0.357778,4.74
"145,101",2.33967,-0.49516,4.57183
"145,103",3.44675,-0.0670404,4.30544
"145,105",3.32779,-0.138804,4.26307
"145,107",3.32114,0.273091,4.17485
"145,109",3.56949,-0.0320287,4.24229
"145,111",2.2976,-0.202798,4.36814
"145,113",2.49245,-0.296468,4.5386
"145,115",2.21346,-0.278572,4.59695
"145,117",2.95011,-0.033634,4.45628
"145,119",3.39973,0.0757457,4.24929
"145,121",-0.0701771,-4.84764,3.47385
"145,123",-0.0467608,-5.12606,3.54877
"145,125",0.992377,-2.32652,5.26071
"145,127",2.48573,-4.21842,4.24954
"145,129",0.61145,-5.04822,3.76895
"145,131",2.65031,-4.09782,4.42107
"145,133",0.378533,-5.2612,3.89326
"148,1",-3.63455,4.84494,-7.93292
"148,3",-1.76089,5.54947,-7.70742
"148,5",-1.18389,5.9407,-6.29103
"148,7",-1.81804,5.85618,-6.98875
"148,9",-1.77849,5.81229,-6.77409
"148,11",-0.189846,-5.5865,3.32527
"148,13",2.68084,-4.17262,4.23915
"148,15",0.688982,-2.09947,5.45951
"148,17",0.165297,-1.49862,5.44758
"148,19",0.233988,-5.57031,3.63734
"148,21",1.16216,-5.06964,3.60525
"148,23",0.168132,-5.56272,3.46432
"148,25",0.65886,-5.53786,3.46086
"148,27",0.704907,-4.75237,3.84437
"148,29",1.91971,-4.69208,3.65154
"148,31",2.57388,-4.22486,4.20574
"148,33",0.171615,-5.06259,4.01881
"148,35",-0.257523,-4.63647,4.07397
"148,37",1.28091,-2.52247,5.2796
"148,39",0.125478,-5.6152,3.41431
"148,41",0.279923,-1.70873,6.08991
"148,43",0.33084,-1.9254,5.52716
"148,45",2.40175,-3.50104,4.64185
"148,47",0.113843,-1.43894,5.36379
"148,49",1.04942,-1.80639,5.69603
"148,51",0.257272,-5.20976,3.97401
"148,53",0.473667,-5.5142,3.33319
"148,55",0.54118,-5.51645,3.13778
"148,57",-0.0372883,-2.6639,5.23264
"148,59",0.426397,-1.88443,5.99433
"148,61",-0.0448372,-1.57995,5.72681
"148,63",0.755879,-2.30764,5.39885
"148,65",0.538471,-1.74687,5.39057
"148,67",-0.0129632,-1.99586,5.06132
"148,69",2.88309,-4.02995,4.32501
"148,71",-0.089073,-1.79987,5.5233
"148,73",-0.120145,-2.63583,5.17136
"148,75",0.303236,-2.20046,5.90495
"148,77",0.0769842,-2.35742,5.44791
"148,79",2.93729,-3.72891,4.28619
"148,81",1.01651,-2.01496,5.47487
"148,83",2.36657,-0.519529,4.58563
"148,85",1.58911,-1.45956,5.14171
"148,87",0.31883,-1.64294,5.67159
"148,89",0.0993439,-1.7898,5.3964
"148,91",-0.080764,-1.52022,5.78581
"148,93",0.703687,-1.9027,5.4408
"148,95",0.465263,-5.29213,3.62266
"148,97",3.34763,-0.285895,4.22411
"148,99",2.23911,-0.554496,4.55485
"148,101",3.38201,-0.553219,3.98957
"148,103",3.5228,-0.41092,3.98653
"148,105",2.96415,-0.601474,4.11505
"148,107",2.24508,-0.540768,4.70805
"148,109",3.44529,0.0438203,4.19631
"148,111",2.06952,-0.383904,4.60957
"148,113",2.00388,-0.332009,4.6535
"148,115",2.82455,-0.0253068,4.30648
"148,117",2.4764,-0.195412,4.56814
"148,119",2.93933,-0.392407,4.34716
"148,121",3.39188,-0.200695,4.22523
"148,123",2.92473,-3.73068,4.45274
"148,125",2.49806,-4.08395,4.27768
"148,127",2.77995,-3.80364,4.48455
"148,129",0.146165,-1.72822,5.47544
"148,131",2.24757,-4.37238,4.08024
"148,133",-0.180707,-1.92038,5.7598
"151,1",-1.86708,5.78238,-8.19583
"151,3",-1.05765,5.94798,-6.7329
"151,5",-1.17425,6.00185,-6.33391
"151,7",-1.04794,5.96518,-6.22552
"151,9",-5.04897,4.39967,-7.26439
"151,11",-0.107705,-5.70932,3.18909
"151,13",0.229778,-1.74351,5.48964
"151,15",0.079378,-1.96786,5.77365
"151,17",-0.0959289,-1.60499,5.50736
"151,19",-0.0452448,-5.3481,3.80028
"151,21",0.926546,-5.37661,3.53194
"151,23",0.430684,-5.23965,3.84192
"151,25",-0.0139937,-2.00892,5.78386
"151,27",0.431231,-1.83091,5.12971
"151,29",-0.270737,-5.02375,3.93953
"151,31",-0.00219807,-3.40469,4.61688
"151,33",0.428822,-3.76327,4.5209
"151,35",0.788961,-2.01278,5.69306
"151,37",0.916646,-2.01477,5.75777
"151,39",2.76937,-3.95374,4.38476
"151,41",1.66665,-4.87382,3.76845
"151,43",2.91368,-4.05934,4.49782
"151,45",-0.0945253,-2.29763,5.34865
"151,47",0.483657,-4.90194,3.53526
"151,49",0.228791,-1.5436,5.29416
"151,51",-0.071333,-2.45547,4.99598
"151,53",-0.110382,-1.79873,5.25312
"151,55",0.284669,-1.66536,5.64361
"151,57",-0.371737,-5.20232,3.63414
"151,59",0.441993,-2.03731,5.51061
"151,61",2.8615,-3.95569,4.4003
"151,63",2.86212,-3.73348,4.53279
"151,65",2.97682,-3.9385,4.52199
"151,67",1.97027,-4.68731,3.85979
"151,69",0.452875,-5.03911,3.83408
"151,71",3.00937,-4.09984,4.30494
"151,73",0.276602,-2.28356,5.57176
"151,75",-0.157651,-1.73256,5.40915
"151,77",0.270908,-1.75163,5.35746
"151,79",0.272553,-1.7683,5.44826
"151,81",0.0469976,-1.56626,6.01554
"151,83",0.783624,-2.10972,5.40336
"151,85",0.875735,-2.17791,5.63363
"151,87",-0.058193,-1.67983,5.74808
"151,89",1.1507,-2.33409,5.6147
"151,91",2.91811,-3.76643,4.44469
"151,93",0.237796,-1.88488,5.38168
"151,95",1.12875,-1.7326,5.67159
"151,97",0.680369,-1.71816,5.79882
"151,99",0.934802,-1.6561,5.31095
"151,101",1.46229,-1.60976,5.25703
"151,103",0.0708986,-4.92795,3.533
"151,105",0.0845373,-4.99515,3.27973
"151,107",3.01048,-0.302105,4.28366
"151,109",3.22503,-0.159439,4.3449
"151,111",2.10791,-0.254485,4.7234
"151,113",2.42176,0.068968,4.36044
"151,115",2.16208,-0.496165,4.69006
"151,117",2.21569,-0.502246,4.56946
"151,119",0.199896,-4.85252,3.25275
"151,121",3.16736,-0.0897449,4.30844
"151,123",1.29014,-1.89706,5.542
"151,125",0.0806901,-1.82584,6.04852
"151,127",0.858177,-1.51792,5.50093
"151,129",0.865872,-2.18533,5.51122
"151,131",0.434954,-1.83063,5.27246
"151,133",0.995818,-1.37036,5.01705
"154,1",-1.20361,5.73789,-8.22946
"154,3",-1.2932,5.81003,-7.68755
"154,5",-1.19011,5.894,-6.3546
"154,7",-1.24063,5.99814,-6.37896
"154,9",-1.97078,5.75189,-6.96031
"154,11",-1.05695,5.95408,-6.25884
"154,13",-0.0125556,-1.51528,5.96226
"154,15",0.101627,-1.95397,5.93789
"154,17",0.495855,-1.99735,5.33796
"154,19",0.7056,-2.08845,5.34026
"154,21",0.990814,-2.19556,5.51906
"154,23",2.36507,-4.03083,4.34852
"154,25",0.0500987,-2.17371,5.22416
"154,27",-0.121755,-5.06647,3.89006
"154,29",-0.0718718,-4.38565,4.06358
"154,31",0.268032,-1.72455,5.46069
"154,33",0.445068,-2.21236,5.52128
"154,35",-0.136198,-4.63858,3.98169
"154,37",0.0713565,-2.49885,5.33243
"154,39",-0.116797,-1.78321,5.8184
"154,41",0.0279019,-2.00503,5.40169
"154,43",-0.00110102,-5.35987,3.09666
"154,45",-0.168419,-5.01901,3.99084
"154,47",-0.0986266,-4.88917,3.81182
"154,49",1.65559,-4.915,3.69319
"154,51",0.773,-5.13026,3.55129
"154,53",1.20832,-2.36083,5.53773
"154,55",2.43731,-4.2091,4.06572
"154,57",0.383248,-5.41368,3.76058
"154,59",0.438787,-2.13464,5.40694
"154,61",3.03248,-3.81954,4.35833
"154,63",0.143736,-1.55017,5.9857
"154,65",0.267179,-1.42219,5.88528
"154,67",0.523508,-1.72368,5.69021
"154,69",0.286122,-5.56814,3.70655
"154,71",-0.293243,-5.01428,3.62019
"154,73",0.949478,-5.3441,3.6044
"154,75",0.00911403,-4.87825,4.02365
"154,77",0.502927,-5.75016,3.53072
"154,79",2.22414,-4.38521,4.10234
"154,81",0.140677,-1.53931,5.73742
"154,83",-0.0353953,-2.17902,5.52511
"154,85",-0.0587591,-1.81409,5.07896
"154,87",0.0961965,-1.6772,5.18208
"154,89",0.299897,-2.33084,5.0009
"154,91",0.430634,-1.95328,5.53864
"154,93",1.19235,-2.26556,5.41959
"154,95",1.35906,-1.93453,5.39049
"154,97",-0.0848819,-1.83318,5.31918
"154,99",1.13574,-2.26027,5.56439
"154,101",1.26348,-2.04945,5.46411
"154,103",1.42236,-1.8187,5.23121
"154,105",-0.301848,-5.13195,3.41183
"154,107",0.608278,-4.55153,3.24434
"154,109",2.72098,-0.365167,4.63074
"154,111",2.04323,-0.24703,4.68456
"154,113",2.35371,-0.169131,4.68423
"154,115",3.37926,-0.0813142,4.18775
"154,117",3.09008,-0.0118855,4.36976
"154,119",2.68843,-0.454144,4.34873
"154,121",2.05703,-2.72244,4.95433
"154,123",1.42782,-1.83061,5.41403
"154,125",2.81064,-3.66741,4.64334
"154,127",1.00482,-1.52751,5.2185
"154,129",-0.17047,-5.36867,3.35063
"154,131",-0.0728219,-4.60606,3.453
"154,133",3.36592,-0.210572,4.22518
"157,1",-2.01186,5.63038,-7.84176
"157,3",-1.40611,5.8842,-6.63934
"157,5",-1.34985,5.90431,-6.38528
"157,7",-1.5242,5.93168,-7.09941
"157,9",-2.14329,5.85837,-7.19817
"157,11",-2.02293,5.85983,-6.78357
"157,13",-0.335619,-5.24759,3.33761
"157,15",0.438385,-2.2368,5.46668
"157,17",-0.0494318,-3.80161,4.44058
"157,19",0.344791,-1.71841,5.02061
"157,21",0.684277,-1.90734,5.25033
"157,23",0.814498,-1.9671,5.65572
"157,25",1.41207,-2.40702,5.44303
"157,27",2.83169,-3.94119,4.30109
"157,29",2.69308,-4.09632,4.26704
"157,31",2.83888,-3.99574,4.38511
"157,33",0.231438,-1.67372,5.7085
"157,35",2.88048,-3.95742,4.41268
"157,37",0.594643,-1.73686,5.85122
"157,39",0.879374,-5.25709,3.79794
"157,41",0.0522435,-5.19257,3.85696
"157,43",0.0477178,-3.13522,4.7173
"157,45",1.91433,-4.68866,3.83312
"157,47",2.22036,-4.44001,4.05384
"157,49",-0.0357052,-4.97679,3.95748
"157,51",2.68624,-4.11746,4.31974
"157,53",0.163369,-5.1847,3.44363
"157,55",0.264677,-1.65484,5.18457
"157,57",-0.0219071,-5.15917,3.61417
"157,59",0.435573,-1.87763,5.8228
"157,61",2.90474,-3.94104,4.4194
"157,63",-0.0177219,-2.20007,5.64516
"157,65",2.90523,-3.78563,4.42026
"157,67",0.0624282,-1.87922,5.42012
"157,69",0.698209,-5.19085,3.59868
"157,71",0.450502,-5.33388,3.4394
"157,73",0.744534,-1.97105,5.24147
"157,75",0.141076,-1.65546,5.29878
"157,77",0.262432,-1.50828,5.68414
"157,79",-0.00462331,-1.72967,5.48164
"157,81",0.701536,-2.15238,5.24517
"157,83",1.05681,-1.64507,5.13901
"157,85",2.96763,-3.88258,4.36972
"157,87",0.35355,-2.56039,5.04797
"157,89",1.07142,-2.03488,5.47952
"157,91",1.02193,-1.9117,5.79794
"157,93",1.097,-2.36674,5.42897
"157,95",0.431456,-1.62509,5.89289
"157,97",1.9368,-4.66787,3.89203
"157,99",0.625061,-5.22372,3.51164
"157,101",2.69274,-3.75379,4.5018
"157,103",1.13685,-1.69048,5.45036
"157,105",-0.0751085,-4.96942,3.34343
"157,107",-0.0374615,-4.83541,3.47509
"157,109",2.44164,-0.419879,4.54718
"157,111",2.98556,-0.132669,4.30189
"157,113",2.7757,0.0826774,4.30858
"157,115",2.40855,-0.418548,4.56433
"157,117",2.80187,-0.0968049,4.34088
"157,119",3.13234,-0.374784,4.11787
"157,121",-0.152092,-4.67714,3.5169
"157,123",0.030764,-1.57175,5.32483
"157,125",-0.193424,-1.92515,5.46314
"157,127",1.17234,-1.60142,5.36797
"157,129",-0.00166075,-2.80571,4.70678
"157,131",2.7542,-0.371769,4.60072
"157,133",2.70417,-0.806285,4.53696
"160,1",-2.13233,5.80274,-8.16636
"160,3",-1.17564,5.66373,-8.09215
"160,5",-1.29052,5.87388,-6.4742
"160,7",-1.82329,5.92317,-7.51293
"160,9",-1.7792,5.99697,-7.31185
"160,11",-1.52577,5.92786,-6.6263
"160,13",-0.829914,5.98429,-6.46322
"160,15",0.658815,-5.14355,3.21982
"160,17",-0.0675159,-2.12042,5.22891
"160,19",2.77041,-3.86692,4.42824
"160,21",0.0418755,-2.11402,5.52603
"160,23",0.0717945,-1.87584,5.79395
"160,25",0.0076119,-2.23567,5.19176
"160,27",2.81432,-4.06602,4.385
"160,29",2.88858,-3.87556,4.49992
"160,31",2.75386,-3.73065,4.59643
"160,33",0.636266,-2.01941,5.20412
"160,35",-0.145318,-5.12824,3.92711
"160,37",0.397121,-2.08764,5.7701
"160,39",0.247516,-1.43501,5.64444
"160,41",0.311189,-1.7607,5.49869
"160,43",-0.0408976,-1.56855,5.50898
"160,45",0.110959,-4.92132,3.9685
"160,47",0.540435,-1.74234,5.48188
"160,49",2.86421,-4.0134,4.29705
"160,51",0.17346,-2.09077,5.30123
"160,53",0.0643191,-1.74138,5.70634
"160,55",-0.0296997,-1.90157,5.80554
"160,57",-0.107084,-4.13191,4.245
"160,59",0.291178,-1.75019,5.45917
"160,61",0.262415,-4.73453,3.73467
"160,63",-0.165267,-3.7799,4.34331
"160,65",0.433308,-5.10658,3.73615
"160,67",1.0743,-5.22927,3.41776
"160,69",2.68314,-4.13557,4.18748
"160,71",2.24627,-4.46184,4.03262
"160,73",0.367355,-5.30635,3.79415
"160,75",0.264244,-5.15524,3.89972
"160,77",-0.139868,-4.56025,3.99923
"160,79",0.0308046,-1.53996,5.66973
"160,81",0.378237,-1.61897,5.75557
"160,83",0.744095,-2.21252,5.72194
"160,85",0.960942,-2.03718,5.33501
"160,87",-0.394242,-5.38169,3.5177
"160,89",0.559036,-1.92096,5.68592
"160,91",2.79846,-3.95205,4.49122
"160,93",0.199162,-1.65973,5.42769
"160,95",2.49928,-4.32113,4.26574
"160,97",0.831457,-5.03945,3.7344
"160,99",2.94126,-3.87132,4.36834
"160,101",2.93509,-3.83947,4.46049
"160,103",0.212379,-5.10393,3.40117
"160,105",2.58081,-0.506404,4.71657
"160,107",0.349889,-4.73061,3.35804
"160,109",3.31201,-0.159941,4.32064
"160,111",2.70624,-0.164316,4.62089
"160,113",2.85315,-0.0299051,4.2908
"160,115",3.27738,-0.0125266,4.26905
"160,117",2.31666,-0.283434,4.49375
"160,119",1.71333,-0.811341,4.52532
"160,121",2.0555,-0.634949,4.46197
"160,123",2.51491,-4.02404,4.0691
"160,125",2.51076,-4.27087,4.19828
"160,127",0.108092,-1.74897,5.79404
"160,129",0.210388,-1.8645,5.78933
"160,131",0.243564,-1.68564,5.51276
"160,133",-0.0547027,-1.62851,5.53959
"163,1",-2.18044,6.07323,-7.84808
"163,3",-1.54336,5.59783,-8.00203
"163,5",-1.13024,6.00182,-6.27914
"163,7",-1.96341,5.83265,-7.26998
"163,9",-0.217359,-5.72461,3.30839
"163,11",-1.06901,5.9924,-6.24414
"163,13",-0.198663,-5.71719,3.15985
"163,15",0.622362,-5.40485,3.5189
"163,17",2.81669,-4.04206,4.26687
"163,19",0.57864,-1.87901,5.48613
"163,21",0.00218563,-1.40649,5.63663
"163,23",0.0424329,-1.60582,5.44922
"163,25",0.229805,-2.13942,5.08363
"163,27",2.37694,-4.41769,4.05231
"163,29",2.24493,-4.26419,4.15271
"163,31",0.0431095,-4.68051,4.09926
"163,33",0.505745,-2.05142,5.5796
"163,35",-0.0315225,-1.772,5.52966
"163,37",-0.0881977,-5.08987,3.49443
"163,39",0.820566,-1.68971,5.40885
"163,41",0.356648,-1.5183,5.65753
"163,43",0.355359,-1.35396,5.21922
"163,45",0.392294,-2.06269,5.77656
"163,47",0.769074,-2.0095,5.94468
"163,49",0.773121,-2.00239,5.93613
"163,51",-0.284295,-2.127,5.26205
"163,53",0.0762191,-1.79857,5.90139
"163,55",0.542673,-1.60391,5.41254
"163,57",-0.077582,-1.59,5.67077
"163,59",0.438865,-1.37544,5.42493
"163,61",-0.0661593,-2.12268,5.56251
"163,63",-0.127296,-2.07719,5.58181
"163,65",0.126604,-1.93852,5.17392
"163,67",1.04407,-5.20223,3.60915
"163,69",2.16059,-4.41155,3.93136
"163,71",0.341546,-5.44583,3.78114
"163,73",0.264872,-4.9197,4.17536
"163,75",0.877564,-1.97231,5.66137
"163,77",0.215454,-2.20716,5.12604
"163,79",0.33415,-2.05771,5.79821
"163,81",2.18052,-3.97297,4.3343
"163,83",0.112632,-1.7985,5.68888
"163,85",0.207638,-1.46276,5.48173
"163,87",0.151104,-1.80525,5.36122
"163,89",0.655855,-1.86123,5.70834
"163,91",0.542879,-1.47355,5.45456
"163,93",2.69741,-3.70153,4.63185
"163,95",0.403688,-1.25754,5.50119
"163,97",0.965848,-2.23308,5.52069
"163,99",1.05092,-2.02561,5.64469
"163,101",2.92148,-3.54196,4.46374
"163,103",-0.195009,-5.03209,3.57198
"163,105",-0.140865,-5.19986,3.34993
"163,107",2.12192,-0.568408,4.61902
"163,109",1.92517,-0.368082,4.59659
"163,111",2.28314,-0.481417,4.55397
"163,113",2.07564,-0.393563,4.60929
"163,115",2.10109,-0.382482,4.6672
"163,117",2.01822,-0.478809,4.56246
"163,119",3.58931,-0.0890621,4.17383
"163,121",-0.162596,-4.8659,3.46454
"163,123",-0.0905869,-5.39599,3.63004
"163,125",2.63049,-4.19577,4.15001
"163,127",0.952839,-5.22432,3.36384
"163,129",-0.0567157,-2.17497,5.04785
"163,131",2.74692,-4.0026,4.06356
"163,133",2.73075,-3.94046,4.31487
