term,name,description,score,pvalue,FDR,cluster,enriched,geneIDs
GO:0008983,protein-glutamate O-methyltransferase activity,Catalysis of the reaction: S-adenosyl-L-methionine + protein L-glutamate = S-adenosyl-L-homocysteine + protein L-glutamate 5-methyl ester; this reaction is the methylation of peptidyl-L-glutamate to form peptidyl-L-glutamate 5-methyl ester.,1,0.00541541697118811,0.0206657291314305,2,2/133,A0A0H2X819; A0A0H2X7H4
GO:0008144,drug binding,"Interacting selectively and non-covalently with a drug, any naturally occurring or synthetic substance, other than a nutrient, that, when administered or applied to an organism, affects the structure or functioning of the organism; in particular, any such substance used in the diagnosis, prevention, or treatment of disease.",0.0655270655270655,0.00136300057395139,0.00646451700788372,351,23/112,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XAL3; A0A0H2XAZ4; Q4UQV0; A0A0H2X606; Q4V0S8; A0A0H2XDZ8; A0A0H2X2J9; A0A0H2X2R9; A0A0H2X461; A0A0H2X574; A0A0H2X6L0; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X8F3
GO:0010340,carboxyl-O-methyltransferase activity,Catalysis of the transfer of a methyl group to the carboxyl group of an acceptor molecule to form a methyl ester.,0.4,0.01783530716985,0.053830199821729,5,2/133,A0A0H2X819; A0A0H2X7H4
GO:0031226,intrinsic component of plasma membrane,The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane.,0.0833333333333333,0.189821036630211,0.321533592659337,24,2/133,A0A0H2XCE7; A0A0H2XAZ4
GO:0022900,electron transport chain,A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,0.294117647058824,0.000442395633601101,0.00293750700711131,17,5/130,A0A0H2X8C7; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0016791,phosphatase activity,"Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.",0.142857142857143,0.0359721808797839,0.0978915086236742,21,3/132,A0A0H2XBY2; A0A0H2X624; A0A0H2XEH1
GO:0009399,nitrogen fixation,"The process in which nitrogen is taken from its relatively inert molecular form (N2) in the atmosphere and converted into nitrogen compounds useful for other chemical processes, such as ammonia, nitrate and nitrogen dioxide.",1,0.00541541697118811,0.0206657291314305,2,2/133,A0A0H2X2R9; A0A0H2X461
GO:0010468,regulation of gene expression,"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form.",0.150793650793651,5.61333203392505E-08,1.03534790847951E-06,126,19/116,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2X3W2; A0A0H2X582; Q4UTR7; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X7H0
GO:0006091,generation of precursor metabolites and energy,"The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances.",0.106382978723404,0.0209041468571933,0.0608787434788435,47,5/130,A0A0H2X8C7; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0097588,archaeal or bacterial-type flagellum-dependent cell motility,Cell motility due to movement of bacterial- or archaeal-type flagella.,0.0476190476190476,0.49807919425977,0.631153788145969,21,1/134,A0A0H2X9H9
GO:0005976,polysaccharide metabolic process,"The chemical reactions and pathways involving a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically.",0.0476190476190476,0.394689530796108,0.515893402457905,42,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0008652,cellular amino acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents.",0.0365853658536585,0.745928703738194,0.822751925717875,82,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
GO:0019752,carboxylic acid metabolic process,"The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-).",0.0127659574468085,0.119417982390581,0.220259834187071,235,3/132,A0A0H2X886; A0A0H2X6K8; A0A0H2X461
