ID,a,b,c,d
4921,100,1,800,1000
4922,100,1,800,1000
4923,100,1,800,1000
4924,100,1,800,1000
4925,100,1,800,1000
4926,100,1,800,1000
4927,100,1,800,1000
4928,100,1,800,1000
4929,100,1,800,1000
4930,100,1,800,1000
4931,100,1,800,1000
4932,100,1,800,1000
4933,100,1,800,1000
4934,100,1,800,1000
4935,100,1,800,1000
4936,100,1,800,1000
4937,100,1,800,1000
4938,100,1,800,1000
4939,100,1,800,1000
4940,100,1,800,1000
4941,100,1,800,1000
4942,100,1,800,1000
4943,100,1,800,1000
4944,100,1,800,1000
4945,100,1,800,1000
4946,100,1,800,1000
4947,100,1,800,1000
4948,100,1,800,1000
4949,100,1,800,1000
4950,100,1,800,1000
4951,100,1,800,1000
4952,100,1,800,1000
4953,100,1,800,1000
4954,100,1,800,1000
4955,100,1,800,1000
4956,100,1,800,1000
4957,100,1,800,1000
4958,100,1,800,1000
4959,100,1,800,1000
4960,100,1,800,1000
4961,100,1,800,1000
4962,100,1,800,1000
4963,100,1,800,1000
4964,100,1,800,1000
4965,100,1,800,1000
4966,100,1,800,1000
4967,100,1,800,1000
4968,100,1,800,1000
4969,100,1,800,1000
4970,100,1,800,1000
4971,100,1,800,1000
4972,100,1,800,1000
4973,100,1,800,1000
4974,100,1,800,1000
4975,100,1,800,1000
4976,100,1,800,1000
4977,100,1,800,1000
4978,100,1,800,1000
4979,100,1,800,1000
4980,100,1,800,1000
4981,100,1,800,1000
4982,100,1,800,1000
4983,100,1,800,1000
4984,100,1,800,1000
4985,100,1,800,1000
4986,100,1,800,1000
4987,100,1,800,1000
4988,100,1,800,1000
4989,100,1,800,1000
4990,100,1,800,1000
4991,100,1,800,1000
4992,100,1,800,1000
4993,100,1,800,1000
4994,100,1,800,1000
4995,100,1,800,1000
4996,100,1,800,1000
4997,100,1,800,1000
4998,100,1,800,1000
4999,100,1,800,1000
5000,100,1,800,1000
5001,100,1,800,1000
5002,100,1,800,1000
5003,100,1,800,1000
5004,100,1,800,1000
5005,100,1,800,1000
5006,100,1,800,1000
5007,100,1,800,1000
5008,100,1,800,1000
5009,100,1,800,1000
5010,100,1,800,1000
5011,100,1,800,1000
5012,100,1,800,1000
5013,100,1,800,1000
5014,100,1,800,1000
5015,100,1,800,1000
5016,100,1,800,1000
5017,100,1,800,1000
5018,100,1,800,1000
5019,100,1,800,1000
5020,100,1,800,1000
5021,100,1,800,1000
5022,100,1,800,1000
5023,100,1,800,1000
5024,100,1,800,1000
5025,100,1,800,1000
5026,100,1,800,1000
5027,100,1,800,1000
5028,100,1,800,1000
5029,100,1,800,1000
5030,100,1,800,1000
5031,100,1,800,1000
5032,100,1,800,1000
5033,100,1,800,1000
5034,100,1,800,1000
5035,100,1,800,1000
5036,100,1,800,1000
5037,100,1,800,1000
5038,100,1,800,1000
5039,100,1,800,1000
5040,100,1,800,1000
5041,100,1,800,1000
5042,100,1,800,1000
5043,100,1,800,1000
5044,100,1,800,1000
5045,100,1,800,1000
5046,100,1,800,1000
5047,100,1,800,1000
5048,100,1,800,1000
5049,100,1,800,1000
5050,100,1,800,1000
5051,100,1,800,1000
5052,100,1,800,1000
5053,100,1,800,1000
5054,100,1,800,1000
5055,100,1,800,1000
5056,100,1,800,1000
5057,100,1,800,1000
5058,100,1,800,1000
5059,100,1,800,1000
5060,100,1,800,1000
5061,100,1,800,1000
5062,100,1,800,1000
5063,100,1,800,1000
5064,100,1,800,1000
5065,100,1,800,1000
5066,100,1,800,1000
5067,100,1,800,1000
5068,100,1,800,1000
5069,100,1,800,1000
5070,100,1,800,1000
5071,100,1,800,1000
5072,100,1,800,1000
5073,100,1,800,1000
5074,100,1,800,1000
5075,100,1,800,1000
5076,100,1,800,1000
5077,100,1,800,1000
5078,100,1,800,1000
5079,100,1,800,1000
5080,100,1,800,1000
5081,100,1,800,1000
5082,100,1,800,1000
5083,100,1,800,1000
5084,100,1,800,1000
5085,100,1,800,1000
5086,100,1,800,1000
5087,100,1,800,1000
5088,100,1,800,1000
5089,100,1,800,1000
5090,100,1,800,1000
5091,100,1,800,1000
5092,100,1,800,1000
5093,100,1,800,1000
5094,100,1,800,1000
5095,100,1,800,1000
5096,100,1,800,1000
5097,100,1,800,1000
5098,100,1,800,1000
5099,100,1,800,1000
5100,100,1,800,1000
5101,100,1,800,1000
5102,100,1,800,1000
5103,100,1,800,1000
5104,100,1,800,1000
5105,100,1,800,1000
5106,100,1,800,1000
5107,100,1,800,1000
5108,100,1,800,1000
5109,100,1,800,1000
5110,100,1,800,1000
5111,100,1,800,1000
5112,100,1,800,1000
5113,100,1,800,1000
5114,100,1,800,1000
5115,100,1,800,1000
5116,100,1,800,1000
5117,100,1,800,1000
5118,100,1,800,1000
5119,100,1,800,1000
5120,100,1,800,1000
5121,100,1,800,1000
5122,100,1,800,1000
5123,100,1,800,1000
5124,100,1,800,1000
5125,100,1,800,1000
5126,100,1,800,1000
5127,100,1,800,1000
5128,100,1,800,1000
5129,100,1,800,1000
5130,100,1,800,1000
5131,100,1,800,1000
5132,100,1,800,1000
5133,100,1,800,1000
5134,100,1,800,1000
5135,100,1,800,1000
5136,100,1,800,1000
5137,100,1,800,1000
5138,100,1,800,1000
5139,100,1,800,1000
5140,100,1,800,1000
5141,100,1,800,1000
5142,100,1,800,1000
5143,100,1,800,1000
5144,100,1,800,1000
5145,100,1,800,1000
5146,100,1,800,1000
5147,100,1,800,1000
5148,100,1,800,1000
5149,100,1,800,1000
5150,100,1,800,1000
5151,100,1,800,1000
5152,100,1,800,1000
5153,100,1,800,1000
5154,100,1,800,1000
5155,100,1,800,1000
5156,100,1,800,1000
5157,100,1,800,1000
5158,100,1,800,1000
5159,100,1,800,1000
5160,100,1,800,1000
5161,100,1,800,1000
5162,100,1,800,1000
5163,100,1,800,1000
5164,100,1,800,1000
5165,100,1,800,1000
5166,100,1,800,1000
5167,100,1,800,1000
5168,100,1,800,1000
5169,100,1,800,1000
5170,100,1,800,1000
5171,100,1,800,1000
5172,100,1,800,1000
5173,100,1,800,1000
5174,100,1,800,1000
5175,100,1,800,1000
5176,100,1,800,1000
5177,100,1,800,1000
5178,100,1,800,1000
5179,100,1,800,1000
5180,100,1,800,1000
5181,100,1,800,1000
5182,100,1,800,1000
5183,100,1,800,1000
5184,100,1,800,1000
5185,100,1,800,1000
5186,100,1,800,1000
5187,100,1,800,1000
5188,100,1,800,1000
5189,100,1,800,1000
5190,100,1,800,1000
5191,100,1,800,1000
5192,100,1,800,1000
5193,100,1,800,1000
5194,100,1,800,1000
5195,100,1,800,1000
5196,100,1,800,1000
5197,100,1,800,1000
5198,100,1,800,1000
5199,100,1,800,1000
5200,100,1,800,1000
5201,100,1,800,1000
5202,100,1,800,1000
5203,100,1,800,1000
5204,100,1,800,1000
5205,100,1,800,1000
5206,100,1,800,1000
5207,100,1,800,1000
5208,100,1,800,1000
5209,100,1,800,1000
5210,100,1,800,1000
5211,100,1,800,1000
5212,100,1,800,1000
5213,100,1,800,1000
5214,100,1,800,1000
5215,100,1,800,1000
5216,100,1,800,1000
5217,100,1,800,1000
5218,100,1,800,1000
5219,100,1,800,1000
5220,100,1,800,1000
5221,100,1,800,1000
5222,100,1,800,1000
5223,100,1,800,1000
5224,100,1,800,1000
5225,100,1,800,1000
5226,100,1,800,1000
5227,100,1,800,1000
5228,100,1,800,1000
5229,100,1,800,1000
5230,100,1,800,1000
5231,100,1,800,1000
5232,100,1,800,1000
5233,100,1,800,1000
5234,100,1,800,1000
5235,100,1,800,1000
5236,100,1,800,1000
5237,100,1,800,1000
5238,100,1,800,1000
5239,100,1,800,1000
5240,100,1,800,1000
5241,100,1,800,1000
5242,100,1,800,1000
5243,100,1,800,1000
5244,100,1,800,1000
5245,100,1,800,1000
5246,100,1,800,1000
5247,100,1,800,1000
5248,100,1,800,1000
5249,100,1,800,1000
5250,100,1,800,1000
5251,100,1,800,1000
5252,100,1,800,1000
5253,100,1,800,1000
5254,100,1,800,1000
5255,100,1,800,1000
5256,100,1,800,1000
5257,100,1,800,1000
5258,100,1,800,1000
5259,100,1,800,1000
5260,100,1,800,1000
5261,100,1,800,1000
5262,100,1,800,1000
5263,100,1,800,1000
5264,100,1,800,1000
5265,100,1,800,1000
5266,100,1,800,1000
5267,100,1,800,1000
5268,100,1,800,1000
5269,100,1,800,1000
5270,100,1,800,1000
5271,100,1,800,1000
5272,100,1,800,1000
5273,100,1,800,1000
5274,100,1,800,1000
5275,100,1,800,1000
5276,100,1,800,1000
5277,100,1,800,1000
5278,100,1,800,1000
5279,100,1,800,1000
5280,100,1,800,1000
5281,100,1,800,1000
5282,100,1,800,1000
5283,100,1,800,1000
5284,100,1,800,1000
5285,100,1,800,1000
5286,100,1,800,1000
5287,100,1,800,1000
5288,100,1,800,1000
5289,100,1,800,1000
5290,100,1,800,1000
5291,100,1,800,1000
5292,100,1,800,1000
5293,100,1,800,1000
5294,100,1,800,1000
5295,100,1,800,1000
5296,100,1,800,1000
5297,100,1,800,1000
5298,100,1,800,1000
5299,100,1,800,1000
5300,100,1,800,1000
5301,100,1,800,1000
5302,100,1,800,1000
5303,100,1,800,1000
5304,100,1,800,1000
5305,100,1,800,1000
5306,100,1,800,1000
5307,100,1,800,1000
5308,100,1,800,1000
5309,100,1,800,1000
5310,100,1,800,1000
5311,100,1,800,1000
5312,100,1,800,1000
5313,100,1,800,1000
5314,100,1,800,1000
5315,100,1,800,1000
5316,100,1,800,1000
5317,100,1,800,1000
5318,100,1,800,1000
5319,100,1,800,1000
5320,100,1,800,1000
5321,100,1,800,1000
5322,100,1,800,1000
5323,100,1,800,1000
5324,100,1,800,1000
5325,100,1,800,1000
5326,100,1,800,1000
5327,100,1,800,1000
5328,100,1,800,1000
5329,100,1,800,1000
5330,100,1,800,1000
5331,100,1,800,1000
5332,100,1,800,1000
5333,100,1,800,1000
5334,100,1,800,1000
5335,100,1,800,1000
5336,100,1,800,1000
5337,100,1,800,1000
5338,100,1,800,1000
5339,100,1,800,1000
5340,100,1,800,1000
5341,100,1,800,1000
5342,100,1,800,1000
5343,100,1,800,1000
5344,100,1,800,1000
5345,100,1,800,1000
5346,100,1,800,1000
5347,100,1,800,1000
5348,100,1,800,1000
5349,100,1,800,1000
5350,100,1,800,1000
5351,100,1,800,1000
5352,100,1,800,1000
5353,100,1,800,1000
5354,100,1,800,1000
5355,100,1,800,1000
5356,100,1,800,1000
5357,100,1,800,1000
5358,100,1,800,1000
5359,100,1,800,1000
5360,100,1,800,1000
5361,100,1,800,1000
5362,100,1,800,1000
5363,100,1,800,1000
5364,100,1,800,1000
5365,100,1,800,1000
5366,100,1,800,1000
5367,100,1,800,1000
5368,100,1,800,1000
5369,100,1,800,1000
5370,100,1,800,1000
5371,100,1,800,1000
5372,100,1,800,1000
5373,100,1,800,1000
5374,100,1,800,1000
5375,100,1,800,1000
5376,100,1,800,1000
5377,100,1,800,1000
5378,100,1,800,1000
5379,100,1,800,1000
5380,100,1,800,1000
5381,100,1,800,1000
5382,100,1,800,1000
5383,100,1,800,1000
5384,100,1,800,1000
5385,100,1,800,1000
5386,100,1,800,1000
5387,100,1,800,1000
5388,100,1,800,1000
5389,100,1,800,1000
5390,100,1,800,1000
5391,100,1,800,1000
5392,100,1,800,1000
5393,100,1,800,1000
5394,100,1,800,1000
5395,100,1,800,1000
5396,100,1,800,1000
5397,100,1,800,1000
5398,100,1,800,1000
5399,100,1,800,1000
5400,100,1,800,1000
5401,100,1,800,1000
5402,100,1,800,1000
5403,100,1,800,1000
5404,100,1,800,1000
5405,100,1,800,1000
5406,100,1,800,1000
5407,100,1,800,1000
5408,100,1,800,1000
5409,100,1,800,1000
5410,100,1,800,1000
5411,100,1,800,1000
5412,100,1,800,1000
5413,100,1,800,1000
5414,100,1,800,1000
5415,100,1,800,1000
5416,100,1,800,1000
5417,100,1,800,1000
5418,100,1,800,1000
5419,100,1,800,1000
5420,100,1,800,1000
5421,100,1,800,1000
5422,100,1,800,1000
5423,100,1,800,1000
5424,100,1,800,1000
5425,100,1,800,1000
5426,100,1,800,1000
5427,100,1,800,1000
5428,100,1,800,1000
5429,100,1,800,1000
5430,100,1,800,1000
5431,100,1,800,1000
5432,100,1,800,1000
5433,100,1,800,1000
5434,100,1,800,1000
5435,100,1,800,1000
5436,100,1,800,1000
5437,100,1,800,1000
5438,100,1,800,1000
5439,100,1,800,1000
5440,100,1,800,1000
5441,100,1,800,1000
5442,100,1,800,1000
5443,100,1,800,1000
5444,100,1,800,1000
5445,100,1,800,1000
5446,100,1,800,1000
5447,100,1,800,1000
5448,100,1,800,1000
5449,100,1,800,1000
5450,100,1,800,1000
5451,100,1,800,1000
5452,100,1,800,1000
5453,100,1,800,1000
5454,100,1,800,1000
5455,100,1,800,1000
5456,100,1,800,1000
5457,100,1,800,1000
5458,100,1,800,1000
5459,100,1,800,1000
5460,100,1,800,1000
5461,100,1,800,1000
5462,100,1,800,1000
5463,100,1,800,1000
5464,100,1,800,1000
5465,100,1,800,1000
5466,100,1,800,1000
5467,100,1,800,1000
5468,100,1,800,1000
5469,100,1,800,1000
5470,100,1,800,1000
5471,100,1,800,1000
5472,100,1,800,1000
5473,100,1,800,1000
5474,100,1,800,1000
5475,100,1,800,1000
5476,100,1,800,1000
5477,100,1,800,1000
5478,100,1,800,1000
5479,100,1,800,1000
5480,100,1,800,1000
5481,100,1,800,1000
5482,100,1,800,1000
5483,100,1,800,1000
5484,100,1,800,1000
5485,100,1,800,1000
5486,100,1,800,1000
5487,100,1,800,1000
5488,100,1,800,1000
5489,100,1,800,1000
5490,100,1,800,1000
5491,100,1,800,1000
5492,100,1,800,1000
5493,100,1,800,1000
5494,100,1,800,1000
5495,100,1,800,1000
5496,100,1,800,1000
5497,100,1,800,1000
5498,100,1,800,1000
5499,100,1,800,1000
5500,100,1,800,1000
5501,100,1,800,1000
5502,100,1,800,1000
5503,100,1,800,1000
5504,100,1,800,1000
5505,100,1,800,1000
5506,100,1,800,1000
5507,100,1,800,1000
5508,100,1,800,1000
5509,100,1,800,1000
5510,100,1,800,1000
5511,100,1,800,1000
5512,100,1,800,1000
5513,100,1,800,1000
5514,100,1,800,1000
5515,100,1,800,1000
5516,100,1,800,1000
5517,100,1,800,1000
5518,100,1,800,1000
5519,100,1,800,1000
5520,100,1,800,1000
5521,100,1,800,1000
5522,100,1,800,1000
5523,100,1,800,1000
5524,100,1,800,1000
5525,100,1,800,1000
5526,100,1,800,1000
5527,100,1,800,1000
5528,100,1,800,1000
5529,100,1,800,1000
5530,100,1,800,1000
5531,100,1,800,1000
5532,100,1,800,1000
5533,100,1,800,1000
5534,100,1,800,1000
5535,100,1,800,1000
5536,100,1,800,1000
5537,100,1,800,1000
5538,100,1,800,1000
5539,100,1,800,1000
5540,100,1,800,1000
5541,100,1,800,1000
5542,100,1,800,1000
5543,100,1,800,1000
5544,100,1,800,1000
5545,100,1,800,1000
5546,100,1,800,1000
5547,100,1,800,1000
5548,100,1,800,1000
5549,100,1,800,1000
5550,100,1,800,1000
5551,100,1,800,1000
5552,100,1,800,1000
5553,100,1,800,1000
5554,100,1,800,1000
5555,100,1,800,1000
5556,100,1,800,1000
5557,100,1,800,1000
5558,100,1,800,1000
5559,100,1,800,1000
5560,100,1,800,1000
5561,100,1,800,1000
5562,100,1,800,1000
5563,100,1,800,1000
5564,100,1,800,1000
5565,100,1,800,1000
5566,100,1,800,1000
5567,100,1,800,1000
5568,100,1,800,1000
5569,100,1,800,1000
5570,100,1,800,1000
5571,100,1,800,1000
5572,100,1,800,1000
5573,100,1,800,1000
5574,100,1,800,1000
5575,100,1,800,1000
5576,100,1,800,1000
5577,100,1,800,1000
5578,100,1,800,1000
5579,100,1,800,1000
5580,100,1,800,1000
5581,100,1,800,1000
5582,100,1,800,1000
5583,100,1,800,1000
5584,100,1,800,1000
5585,100,1,800,1000
5586,100,1,800,1000
5587,100,1,800,1000
5588,100,1,800,1000
5589,100,1,800,1000
5590,100,1,800,1000
5591,100,1,800,1000
5592,100,1,800,1000
5593,100,1,800,1000
5594,100,1,800,1000
5595,100,1,800,1000
5596,100,1,800,1000
5597,100,1,800,1000
5598,100,1,800,1000
5599,100,1,800,1000
5600,100,1,800,1000
5601,100,1,800,1000
5602,100,1,800,1000
5603,100,1,800,1000
5604,100,1,800,1000
5605,100,1,800,1000
5606,100,1,800,1000
5607,100,1,800,1000
5608,100,1,800,1000
5609,100,1,800,1000
5610,100,1,800,1000
5611,100,1,800,1000
5612,100,1,800,1000
5613,100,1,800,1000
5614,100,1,800,1000
5615,100,1,800,1000
5616,100,1,800,1000
5617,100,1,800,1000
5618,100,1,800,1000
5619,100,1,800,1000
5620,100,1,800,1000
5621,100,1,800,1000
5622,100,1,800,1000
5623,100,1,800,1000
5624,100,1,800,1000
5625,100,1,800,1000
5626,100,1,800,1000
5627,100,1,800,1000
5628,100,1,800,1000
5629,100,1,800,1000
5630,100,1,800,1000
5631,100,1,800,1000
5632,100,1,800,1000
5633,100,1,800,1000
5634,100,1,800,1000
5635,100,1,800,1000
5636,100,1,800,1000
5637,100,1,800,1000
5638,100,1,800,1000
5639,100,1,800,1000
5640,100,1,800,1000
5641,100,1,800,1000
5642,100,1,800,1000
5643,100,1,800,1000
5644,100,1,800,1000
5645,100,1,800,1000
5646,100,1,800,1000
5647,100,1,800,1000
5648,100,1,800,1000
5649,100,1,800,1000
5650,100,1,800,1000
5651,100,1,800,1000
5652,100,1,800,1000
5653,100,1,800,1000
5654,100,1,800,1000
5655,100,1,800,1000
5656,100,1,800,1000
5657,100,1,800,1000
5658,100,1,800,1000
5659,100,1,800,1000
5660,100,1,800,1000
5661,100,1,800,1000
5662,100,1,800,1000
5663,100,1,800,1000
5664,100,1,800,1000
5665,100,1,800,1000
5666,100,1,800,1000
5667,100,1,800,1000
5668,100,1,800,1000
5669,100,1,800,1000
5670,100,1,800,1000
5671,100,1,800,1000
5672,100,1,800,1000
5673,100,1,800,1000
5674,100,1,800,1000
5675,100,1,800,1000
5676,100,1,800,1000
5677,100,1,800,1000
5678,100,1,800,1000
5679,100,1,800,1000
5680,100,1,800,1000
5681,100,1,800,1000
5682,100,1,800,1000
5683,100,1,800,1000
5684,100,1,800,1000
5685,100,1,800,1000
5686,100,1,800,1000
5687,100,1,800,1000
5688,100,1,800,1000
5689,100,1,800,1000
5690,100,1,800,1000
5691,100,1,800,1000
5692,100,1,800,1000
5693,100,1,800,1000
5694,100,1,800,1000
5695,100,1,800,1000
5696,100,1,800,1000
5697,100,1,800,1000
5698,100,1,800,1000
5699,100,1,800,1000
5700,100,1,800,1000
5701,100,1,800,1000
5702,100,1,800,1000
5703,100,1,800,1000
5704,100,1,800,1000
5705,100,1,800,1000
5706,100,1,800,1000
5707,100,1,800,1000
5708,100,1,800,1000
5709,100,1,800,1000
5710,100,1,800,1000
5711,100,1,800,1000
5712,100,1,800,1000
5713,100,1,800,1000
5714,100,1,800,1000
5715,100,1,800,1000
5716,100,1,800,1000
5717,100,1,800,1000
5718,100,1,800,1000
5719,100,1,800,1000
5720,100,1,800,1000
5721,100,1,800,1000
5722,100,1,800,1000
5723,100,1,800,1000
5724,100,1,800,1000
5725,100,1,800,1000
5726,100,1,800,1000
5727,100,1,800,1000
5728,100,1,800,1000
5729,100,1,800,1000
5730,100,1,800,1000
5731,100,1,800,1000
5732,100,1,800,1000
5733,100,1,800,1000
5734,100,1,800,1000
5735,100,1,800,1000
5736,100,1,800,1000
5737,100,1,800,1000
5738,100,1,800,1000
5739,100,1,800,1000
5740,100,1,800,1000
5741,100,1,800,1000
5742,100,1,800,1000
5743,100,1,800,1000
5744,100,1,800,1000
5745,100,1,800,1000
5746,100,1,800,1000
5747,100,1,800,1000
5748,100,1,800,1000
5749,100,1,800,1000
5750,100,1,800,1000
5751,100,1,800,1000
5752,100,1,800,1000
5753,100,1,800,1000
5754,100,1,800,1000
5755,100,1,800,1000
5756,100,1,800,1000
5757,100,1,800,1000
5758,100,1,800,1000
5759,100,1,800,1000
5760,100,1,800,1000
5761,100,1,800,1000
5762,100,1,800,1000
5763,100,1,800,1000
5764,100,1,800,1000
5765,100,1,800,1000
5766,100,1,800,1000
5767,100,1,800,1000
5768,100,1,800,1000
5769,100,1,800,1000
5770,100,1,800,1000
5771,100,1,800,1000
5772,100,1,800,1000
5773,100,1,800,1000
5774,100,1,800,1000
5775,100,1,800,1000
5776,100,1,800,1000
5777,100,1,800,1000
5778,100,1,800,1000
5779,100,1,800,1000
5780,100,1,800,1000
5781,100,1,800,1000
5782,100,1,800,1000
5783,100,1,800,1000
5784,100,1,800,1000
5785,100,1,800,1000
5786,100,1,800,1000
5787,100,1,800,1000
5788,100,1,800,1000
5789,100,1,800,1000
5790,100,1,800,1000
5791,100,1,800,1000
5792,100,1,800,1000
5793,100,1,800,1000
5794,100,1,800,1000
5795,100,1,800,1000
5796,100,1,800,1000
5797,100,1,800,1000
5798,100,1,800,1000
5799,100,1,800,1000
5800,100,1,800,1000
5801,100,1,800,1000
5802,100,1,800,1000
5803,100,1,800,1000
5804,100,1,800,1000
5805,100,1,800,1000
5806,100,1,800,1000
5807,100,1,800,1000
5808,100,1,800,1000
5809,100,1,800,1000
5810,100,1,800,1000
5811,100,1,800,1000
5812,100,1,800,1000
5813,100,1,800,1000
5814,100,1,800,1000
5815,100,1,800,1000
5816,100,1,800,1000
5817,100,1,800,1000
5818,100,1,800,1000
5819,100,1,800,1000
5820,100,1,800,1000
5821,100,1,800,1000
5822,100,1,800,1000
5823,100,1,800,1000
5824,100,1,800,1000
5825,100,1,800,1000
5826,100,1,800,1000
5827,100,1,800,1000
5828,100,1,800,1000
5829,100,1,800,1000
5830,100,1,800,1000
5831,100,1,800,1000
5832,100,1,800,1000
5833,100,1,800,1000
5834,100,1,800,1000
5835,100,1,800,1000
5836,100,1,800,1000
5837,100,1,800,1000
5838,100,1,800,1000
5839,100,1,800,1000
5840,100,1,800,1000
5841,100,1,800,1000
5842,100,1,800,1000
5843,100,1,800,1000
5844,100,1,800,1000
5845,100,1,800,1000
5846,100,1,800,1000
5847,100,1,800,1000
5848,100,1,800,1000
5849,100,1,800,1000
5850,100,1,800,1000
5851,100,1,800,1000
5852,100,1,800,1000
5853,100,1,800,1000
5854,100,1,800,1000
5855,100,1,800,1000
5856,100,1,800,1000
5857,100,1,800,1000
5858,100,1,800,1000
5859,100,1,800,1000
5860,100,1,800,1000
5861,100,1,800,1000
5862,100,1,800,1000
5863,100,1,800,1000
5864,100,1,800,1000
5865,100,1,800,1000
5866,100,1,800,1000
5867,100,1,800,1000
5868,100,1,800,1000
5869,100,1,800,1000
5870,100,1,800,1000
5871,100,1,800,1000
5872,100,1,800,1000
5873,100,1,800,1000
5874,100,1,800,1000
5875,100,1,800,1000
5876,100,1,800,1000
5877,100,1,800,1000
5878,100,1,800,1000
5879,100,1,800,1000
5880,100,1,800,1000
5881,100,1,800,1000
5882,100,1,800,1000
5883,100,1,800,1000
5884,100,1,800,1000
5885,100,1,800,1000
5886,100,1,800,1000
5887,100,1,800,1000
5888,100,1,800,1000
5889,100,1,800,1000
5890,100,1,800,1000
5891,100,1,800,1000
5892,100,1,800,1000
5893,100,1,800,1000
5894,100,1,800,1000
5895,100,1,800,1000
5896,100,1,800,1000
5897,100,1,800,1000
5898,100,1,800,1000
5899,100,1,800,1000
5900,100,1,800,1000
5901,100,1,800,1000
5902,100,1,800,1000
5903,100,1,800,1000
5904,100,1,800,1000
5905,100,1,800,1000
5906,100,1,800,1000
5907,100,1,800,1000
5908,100,1,800,1000
5909,100,1,800,1000
5910,100,1,800,1000
5911,100,1,800,1000
5912,100,1,800,1000
5913,100,1,800,1000
5914,100,1,800,1000
5915,100,1,800,1000
5916,100,1,800,1000
5917,100,1,800,1000
5918,100,1,800,1000
5919,100,1,800,1000
5920,100,1,800,1000
5921,100,1,800,1000
5922,100,1,800,1000
5923,100,1,800,1000
5924,100,1,800,1000
5925,100,1,800,1000
5926,100,1,800,1000
5927,100,1,800,1000
5928,100,1,800,1000
5929,100,1,800,1000
5930,100,1,800,1000
5931,100,1,800,1000
5932,100,1,800,1000
5933,100,1,800,1000
5934,100,1,800,1000
5935,100,1,800,1000
5936,100,1,800,1000
5937,100,1,800,1000
5938,100,1,800,1000
5939,100,1,800,1000
5940,100,1,800,1000
5941,100,1,800,1000
5942,100,1,800,1000
5943,100,1,800,1000
5944,100,1,800,1000
5945,100,1,800,1000
5946,100,1,800,1000
5947,100,1,800,1000
5948,100,1,800,1000
5949,100,1,800,1000
5950,100,1,800,1000
5951,100,1,800,1000
5952,100,1,800,1000
5953,100,1,800,1000
5954,100,1,800,1000
5955,100,1,800,1000
5956,100,1,800,1000
5957,100,1,800,1000
5958,100,1,800,1000
5959,100,1,800,1000
5960,100,1,800,1000
5961,100,1,800,1000
5962,100,1,800,1000
5963,100,1,800,1000
5964,100,1,800,1000
5965,100,1,800,1000
5966,100,1,800,1000
5967,100,1,800,1000
5968,100,1,800,1000
5969,100,1,800,1000
5970,100,1,800,1000
5971,100,1,800,1000
5972,100,1,800,1000
5973,100,1,800,1000
5974,100,1,800,1000
5975,100,1,800,1000
5976,100,1,800,1000
5977,100,1,800,1000
5978,100,1,800,1000
5979,100,1,800,1000
5980,100,1,800,1000
5981,100,1,800,1000
5982,100,1,800,1000
5983,100,1,800,1000
5984,100,1,800,1000
5985,100,1,800,1000
5986,100,1,800,1000
5987,100,1,800,1000
5988,100,1,800,1000
5989,100,1,800,1000
5990,100,1,800,1000
5991,100,1,800,1000
5992,100,1,800,1000
5993,100,1,800,1000
5994,100,1,800,1000
5995,100,1,800,1000
5996,100,1,800,1000
5997,100,1,800,1000
5998,100,1,800,1000
5999,100,1,800,1000
6000,100,1,800,1000
6001,100,1,800,1000
6002,100,1,800,1000
6003,100,1,800,1000
6004,100,1,800,1000
6005,100,1,800,1000
6006,100,1,800,1000
6007,100,1,800,1000
6008,100,1,800,1000
6009,100,1,800,1000
6010,100,1,800,1000
6011,100,1,800,1000
6012,100,1,800,1000
6013,100,1,800,1000
6014,100,1,800,1000
6015,100,1,800,1000
6016,100,1,800,1000
6017,100,1,800,1000
6018,100,1,800,1000
6019,100,1,800,1000
6020,100,1,800,1000
6021,100,1,800,1000
6022,100,1,800,1000
6023,100,1,800,1000
6024,100,1,800,1000
6025,100,1,800,1000
6026,100,1,800,1000
6027,100,1,800,1000
6028,100,1,800,1000
6029,100,1,800,1000
6030,100,1,800,1000
6031,100,1,800,1000
6032,100,1,800,1000
6033,100,1,800,1000
6034,100,1,800,1000
6035,100,1,800,1000
6036,100,1,800,1000
6037,100,1,800,1000
6038,100,1,800,1000
6039,100,1,800,1000
6040,100,1,800,1000
6041,100,1,800,1000
6042,100,1,800,1000
6043,100,1,800,1000
6044,100,1,800,1000
6045,100,1,800,1000
6046,100,1,800,1000
6047,100,1,800,1000
6048,100,1,800,1000
6049,100,1,800,1000
6050,100,1,800,1000
6051,100,1,800,1000
6052,100,1,800,1000
6053,100,1,800,1000
6054,100,1,800,1000
6055,100,1,800,1000
6056,100,1,800,1000
6057,100,1,800,1000
6058,100,1,800,1000
6059,100,1,800,1000
6060,100,1,800,1000
6061,100,1,800,1000
6062,100,1,800,1000
6063,100,1,800,1000
6064,100,1,800,1000
6065,100,1,800,1000
6066,100,1,800,1000
6067,100,1,800,1000
6068,100,1,800,1000
6069,100,1,800,1000
6070,100,1,800,1000
6071,100,1,800,1000
6072,100,1,800,1000
6073,100,1,800,1000
6074,100,1,800,1000
6075,100,1,800,1000
6076,100,1,800,1000
6077,100,1,800,1000
6078,100,1,800,1000
6079,100,1,800,1000
6080,100,1,800,1000
6081,100,1,800,1000
6082,100,1,800,1000
6083,100,1,800,1000
6084,100,1,800,1000
6085,100,1,800,1000
