A0CIB0	1.A.17.1.13
F4L5L2	9.B.8.4.1
Q2K954	9.B.8.1.9
D4M993	9.B.8.1.10
Q024N5	9.B.8.1.11
N0BA79	9.B.8.2.4
M4QVE3	9.B.8.2.5
Q1D0K9	9.B.8.2.6
E3HN15	9.B.8.2.7
A9B1L6	9.B.8.2.8
C1CYU1	9.B.8.5.1
F2IGY3	9.B.8.2.9
R7MUM0	9.B.8.4.2
G0ELV2	9.B.8.3.2
Q8RHL2	9.B.8.2.10
F8EJS5	9.B.8.3.3
Q33559	9.B.14.1.8
Q0BV55	9.B.8.6.1
M9R7H3	9.B.8.6.2
B5Y048	9.B.8.3.4
B2U729	9.B.8.7.1
M2X828	1.B.30.5.1
A1IRP7	1.B.65.1.1
B2KB09	1.B.65.1.2
F8C4H1	1.B.65.1.3
Q3B627	1.B.65.1.4
F6CSW9	1.B.65.1.5
F6CZT8	1.B.65.1.6
E4ZB76	1.B.65.1.7
B9Z5S3	1.B.65.1.8
F9EV82	1.B.65.1.9
I3DIB8	1.B.65.1.10
K5VEV0	1.A.87.5.1
B9M1J6	9.B.153.2.2
D4H2F5	9.B.153.2.3
A9A4W9	9.B.153.3.2
A9GNN3	9.B.153.3.4
B3QPN0	9.B.153.3.5
A4G3R9	9.B.153.3.6
Q1D1X6	9.B.153.3.3
M2AXJ5	9.B.163.3.3
Q8C0T0	2.A.112.1.3
C9PN49	9.B.8.2.11
Q8IR18	2.A.112.1.5
E6RUK5	9.B.14.1.9
I7MG83	9.B.276.1.1
A4RVV9	2.A.112.2.1
K8EHG2	2.A.112.2.2
D5U6M8	9.B.14.4.1
G0QX98	9.B.276.1.2
D8ID32	9.B.14.4.2
Q6MSZ2	9.B.14.4.3
D8HPP7	9.B.142.11.2
K2RTD9	9.B.142.11.3
G2LJT4	9.B.142.11.4
R4TKC5	9.B.142.11.5
H2GL07	9.B.142.11.6
D5XCZ0	9.B.142.6.2
H8KSM2	9.B.142.2.6
C7D7I4	2.A.102.4.5
Q89V93	2.A.102.4.6
B0R8P7	2.A.102.4.7
G2LIV1	9.B.142.9.2
A3DDT1	9.B.142.9.3
D5WWJ1	9.B.142.9.4
E8X4B9	9.B.142.9.5
O58474	9.B.142.9.6
H8JS16	1.B.10.3.2
Q1QCW6	1.B.10.2.4
D5AU53	2.A.21.7.4
D5APM1	2.A.21.7.5
Q9Y6I8	1.B.69.1.1
E9AYM1	1.B.69.1.2
L8H2D6	1.B.69.1.3
A2R8R0	1.B.69.1.4
Q4PEM6	1.B.69.1.8
D3BBH6	1.B.69.1.5
B0CP94	1.B.69.1.6
A0BTG7	1.B.69.1.7
B7NA39	1.E.2.1.10
E1PGF6	1.C.80.1.2
A7ZLV9	1.B.53.1.4
B7LBF5	1.A.12.3.2
B7LEG0	1.A.34.1.2
Q025X6	2.A.113.1.5
Q7UHP3	2.A.113.1.6
O30472	8.A.42.1.1
I6ZUE8	9.B.156.3.1
C8UN36	9.B.156.1.1
G2S0R1	9.B.156.1.3
F4GJ76	9.B.156.1.4
B2A7R4	9.B.156.1.2
C9RAK9	9.B.156.1.5
E1PBX5	9.B.104.1.4
E1P8P0	9.B.27.3.1
E7A740	9.B.27.3.2
B1J6T5	9.B.27.3.3
D7A5Z9	2.A.113.1.7
Q8REI7	2.A.113.1.8
G0Q1C5	2.A.113.2.1
L1KY89	2.A.113.2.2
F8C138	2.A.113.1.9
M0HK80	5.A.1.6.3
Q9LS46	2.A.85.2.7
Q1MIM3	2.A.7.3.54
A6WUW2	2.A.7.3.55
C2I8T0	2.A.7.3.56
Q01718	9.A.14.2.4
C4B4V9	2.A.1.1.116
A2ICZ6	1.A.89.1.1
H9EJA1	1.A.89.1.2
C6GHA9	1.A.89.1.3
Q84959	1.A.89.1.4
P39518	4.C.1.1.15
O14678	3.A.1.203.9
O04200	2.A.29.6.2
B2JAZ6	2.A.113.2.3
Q8EYR1	9.B.29.1.1
J2MRK2	9.B.29.3.1
A3IFY8	9.B.29.2.1
F2F8V0	9.B.29.2.2
B7IJ88	9.B.29.2.3
B0TI82	9.B.29.2.4
C9RAC0	9.B.29.2.5
F6B653	9.B.29.2.6
B8GHI5	9.B.29.2.7
Q46DY3	9.B.29.2.8
K8M8C6	9.B.29.2.10
O30090	9.B.29.2.9
E8U401	9.B.29.4.1
Q8EZV9	2.A.121.4.6
B9L883	2.A.121.4.5
R6L3Z4	2.A.121.4.7
F9ZP17	9.B.29.3.2
Q5P2M7	9.B.29.3.3
G2II29	9.B.29.3.4
Q89ZY3	2.A.7.3.57
M2X8U9	2.A.39.3.9
M2VTE1	2.A.86.1.10
I3VS99	9.B.97.1.5
Q8EY27	9.B.97.1.6
Q8N6U8	9.A.14.1.11
Q8EXN4	9.B.1.1.5
Q18297	1.A.4.6.5
H2J7Q9	1.B.48.2.3
C0QSR9	1.B.48.2.4
G4QI94	1.B.48.1.5
G0GCG6	1.B.48.3.1
D6CYH4	1.B.48.2.5
E8T2P1	1.B.48.4.1
A6LK64	1.B.48.2.6
Q0VKU1	1.B.48.4.2
L0KCF8	1.B.48.1.6
Q87R31	1.B.48.5.1
Q8EXT1	1.B.48.1.7
I4B8W6	1.B.48.3.2
L7UCN2	1.B.48.3.3
Q73PR3	1.B.48.6.1
E1QKF2	1.B.48.1.8
Q869V1	2.A.55.2.9
Q553K4	2.A.55.2.10
P49283	2.A.55.2.11
E5RY21	2.A.55.2.12
Q9W666	2.A.55.2.13
A6YPU3	2.A.55.2.14
D9SIP4	9.A.8.1.11
B7LC70	1.A.14.2.4
P75770	4.D.2.4.3
B7LC69	1.A.14.2.5
L5VDZ5	1.A.28.1.7
B7L5V2	1.A.34.1.3
B7LBJ3	1.C.80.1.3
B7LAC5	1.C.80.1.4
B7L8Z4	2.A.1.57.3
Q8EXG4	1.B.48.1.9
Q38V35	2.A.21.3.20
A7ZNK3	2.A.66.4.6
Q0A824	9.B.102.3.2
Q54QE2	9.B.102.1.3
Q898P7	9.B.102.1.4
Q39Q12	9.B.102.1.5
B9LNB4	9.B.102.1.6
I6VBE8	1.C.3.2.5
Q8EXM1	2.A.1.2.82
P36619	3.A.1.201.18
P78966	3.A.1.206.2
Q5KYD1	2.A.17.1.7
Q8F6Y8	1.B.9.3.3
Q8F225	2.A.66.2.21
Q8F2L2	1.A.33.1.5
Q8F9Y4	9.B.105.1.6
Q8F224	9.B.105.2.1
Q8F8J8	9.B.14.1.10
Q8F2V5	9.B.126.2.3
Q8F4R2	9.B.142.4.3
Q8F4J3	9.B.146.1.3
O97148	9.A.14.14.2
A8LPG6	2.A.58.2.4
Q0S4G7	2.A.1.3.64
Q0S717	3.A.1.4.9
Q0S718	3.A.1.4.9
Q0S719	3.A.1.4.9
Q0S720	3.A.1.4.9
H2E274	2.A.1.3.65
D5AKT2	2.A.1.81.1
G9CHY8	3.A.1.135.3
G9CHY9	3.A.1.135.3
A8QWG8	1.C.11.1.6
A8FPI4	1.B.71.1.2
Q3IGF5	1.B.71.1.3
Q0C3J5	1.B.71.1.4
B2UQC7	1.B.71.1.5
M1PDZ7	1.B.71.1.6
A8FE88	8.A.42.1.2
E6UK93	8.A.42.1.3
D5DPT8	8.A.42.1.4
R4G5U4	8.A.42.1.5
R5LHN3	8.A.42.1.6
Q1KLR0	2.A.113.1.10
B2IXR4	2.A.5.5.6
D5QKY7	1.B.4.1.1
D5QU82	1.B.4.1.2
G6XK71	1.B.5.1.14
Q9RZQ7	1.B.11.8.1
Q55676	1.B.11.6.4
R6S968	9.B.146.1.4
Q9U6B8	1.A.52.1.5
P0C6Q6	1.B.1.1.15
B8CUL8	1.B.1.2.2
Q47WA7	1.B.1.2.3
B5YV25	1.B.20.1.7
Q8G3R1	3.A.1.2.22
Q8G3R0	3.A.1.2.22
Q8G3Q9	3.A.1.2.22
Q8G848	3.A.1.2.23
Q8G847	3.A.1.2.23
Q8G846	3.A.1.2.23
Q8G845	3.A.1.2.23
D2VJB4	1.A.1.5.15
Q10V66	1.A.1.5.16
G0GA88	1.A.1.5.17
A0NP85	1.A.1.24.5
Q8VUZ0	2.A.1.15.14
O69759	2.A.1.4.10
Q58762	3.A.1.6.9
Q58763	3.A.1.6.9
Q58586	3.A.1.6.9
L0K200	2.A.73.1.2
C9NXL0	2.A.118.1.4
F8G8A9	2.A.118.1.5
F8D4C5	2.A.73.1.3
K8ITE0	3.A.12.1.3
Q5L6G1	9.B.159.4.1
Q821Z2	9.B.159.11.1
Q45SI0	9.B.159.6.1
Q821Z1	9.B.159.7.1
Q50FQ3	9.B.159.8.1
Q255Q0	9.B.159.9.1
Q821Y5	9.B.159.9.2
I8CU19	1.B.58.1.4
M0QG91	1.B.58.1.6
Q8EXV0	3.D.1.9.3
Q8EYE3	3.D.1.9.3
Q8EYE2	3.D.1.9.3
Q8F7D6	3.D.1.9.3
Q8EYE1	3.D.1.9.3
Q8EYE0	3.D.1.9.3
Q8EYD9	3.D.1.9.3
Q8EYD8	3.D.1.9.3
G8V0I4	3.A.1.5.33
I0C488	3.A.1.5.33
I0C487	3.A.1.5.33
I0C7E8	3.A.1.5.33
I0C7E7	3.A.1.5.33
Q8FA80	2.A.56.1.8
Q8EXJ4	1.A.30.2.8
Q8EXJ5	1.A.30.2.8
P24004	3.A.20.1.5
C4XEJ5	1.A.77.3.31
Q01HW9	2.A.1.58.4
C9S7Y7	2.A.1.58.5
Q54E67	2.A.1.58.6
E7BBJ1	9.B.102.5.2
E7BBJ2	9.B.102.5.5
M2VZH1	9.B.102.5.3
M2Y1K0	9.B.102.5.4
P32800	3.A.20.1.5
P28795	3.A.20.1.5
P29340	3.A.20.1.5
P35056	3.A.20.1.5
P33760	3.A.20.1.5
P39108	3.A.20.1.5
P53248	3.A.20.1.5
Q05568	3.A.20.1.5
Q12462	3.A.20.1.5
Q04370	3.A.20.1.5
P80667	3.A.20.1.5
P53112	3.A.20.1.5
Q08215	3.A.20.1.5
P40155	3.A.20.1.5
P38855	3.A.20.1.5
Q07418	3.A.20.1.5
P50091	3.A.20.1.5
P39718	3.A.20.1.5
Q06169	3.A.20.1.5
P40031	3.A.20.1.5
P38848	3.A.20.1.5
Q02969	3.A.20.1.5
Q08580	3.A.20.1.5
Q03370	3.A.20.1.5
P53203	3.A.20.1.5
P38292	3.A.20.1.5
P25584	3.A.20.1.5
Q9FBS5	3.A.1.1.42
Q9FBS6	3.A.1.1.42
Q9FBS7	3.A.1.1.42
Q9PKG9	9.B.159.5.1
Q9Z8W9	9.B.159.10.1
Q8F191	1.A.30.2.9
Q8F192	1.A.30.2.9
Q8F0F1	1.E.40.3.6
Q8F2Y8	1.A.12.2.2
Q8F994	1.B.6.1.17
E9F2E3	9.B.102.1.11
G7WKF9	9.B.102.1.7
D6ST26	9.B.102.1.8
Q9HKX6	9.B.102.1.9
Q97UD1	9.B.102.1.10
O06497	1.C.42.1.6
O06498	1.C.42.1.7
Q3KLZ8	2.A.88.1.7
Q9LQU2	1.A.87.3.7
Q9LQU4	1.A.87.3.8
D2KQP5	1.A.87.3.9
Q3Y4D4	3.A.1.15.12
O84071	3.A.1.15.12
O84072	3.A.1.15.12
O84073	3.A.1.15.12
Q8XME6	2.A.114.1.4
Q0P9Y2	2.A.114.1.5
Q50862	3.A.1.103.3
Q50863	3.A.1.103.3
Q50864	4.D.1.3.4
O86571	3.A.1.5.34
O86572	3.A.1.5.34
O86573	3.A.1.5.34
O86574	3.A.1.5.34
O86575	3.A.1.5.34
O30385	3.A.1.132.12
O30386	3.A.1.132.12
Q93IU3	3.A.1.5.36
Q93IU2	3.A.1.5.36
Q93IU1	3.A.1.5.36
Q93IU0	3.A.1.5.36
Q8CJS2	3.A.1.5.36
B1W1M1	3.A.1.5.37
B1W1M2	3.A.1.5.37
B1W1M0	3.A.1.5.37
B1W1L9	3.A.1.5.37
B1W1L8	3.A.1.5.37
Q8F2A9	9.B.104.1.5
Q8FA79	2.A.56.1.8
Q8FA78	2.A.56.1.8
Q03SX2	2.A.115.2.4
Q9F3K5	3.A.1.3.24
Q9F3K6	3.A.1.3.24
Q9F3K7	3.A.1.3.24
Q9RKM3	1.A.62.3.2
Q8F8C2	1.B.48.3.4
Q8FLY1	9.B.102.1.12
Q9F353	3.A.1.5.35
Q9F352	3.A.1.5.35
Q9F351	3.A.1.5.35
Q9F350	3.A.1.5.35
Q9F349	3.A.1.5.35
M2X3K0	9.B.115.1.1
F0M2Z7	9.B.115.1.2
B2HS04	9.B.115.1.3
A8ILY4	9.B.115.1.4
B8C953	9.B.115.1.5
C6G4G4	1.B.12.5.6
Q9L074	3.A.1.14.22
Q9S215	3.A.1.14.22
Q9S214	3.A.1.14.22
Q9S213	3.A.1.14.22
Q9RK15	3.A.1.119.5
Q9RK13	3.A.1.119.4
Q9ADP8	2.A.1.36.4
O50503	3.A.1.2.24
O50504	3.A.1.2.24
O50505	3.A.1.2.24
Q9ZBX6	3.A.1.146.1
Q9ZBX5	3.A.1.146.1
Q9ZBX4	3.A.1.146.1
Q9ZBX3	3.A.1.146.1
Q9F2Y8	3.A.1.105.13
Q9F2Y7	3.A.1.105.13
Q9KZW3	2.A.20.1.5
Q9RJ23	2.A.20.1.6
Q9KZE5	3.A.1.106.9
Q9KYV5	1.A.22.1.10
Q7AKK4	3.A.1.105.14
Q7AKK5	3.A.1.105.14
Q9FBS7	3.A.1.1.43
Q9FBS6	3.A.1.1.43
Q9FBS5	3.A.1.1.43
Q7AKP1	3.A.1.1.44
Q9KZ07	3.A.1.1.44
Q9KZ08	3.A.1.1.44
Q1D854	2.A.64.1.2
Q1CZY1	2.A.64.1.2
Q1CZY2	2.A.64.1.2
Q1CZY0	2.A.1.2.83
Q1DCT0	3.A.1.106.10
Q1D3I2	3.A.1.103.4
Q1D3I3	3.A.1.103.4
Q9SVV6	1.A.1.7.7
P0A627	3.A.1.7.4
P95302	3.A.1.7.4
P0A630	3.A.1.7.4
O05870	3.A.1.7.4
M2X4H1	2.A.102.4.9
M2XWR6	2.A.49.8.2
Q4JXN7	1.B.34.3.1
Q9VK84	2.A.60.1.21
Q171D6	2.A.60.1.22
E1WDB9	1.B.40.2.5
Q0APL7	9.B.126.2.4
E8RHL4	9.A.55.1.2
B2UGQ2	9.A.55.1.3
Q4KI39	9.B.164.1.1
B1ZMZ5	9.B.164.1.2
E1THQ6	9.B.164.1.3
L7WDA1	1.B.81.1.1
F0S4R6	1.B.81.1.2
I5BGK7	1.B.81.1.3
B1ZI59	1.B.81.1.4
F4ZBX4	1.B.76.1.1
D8JG11	1.B.76.1.2
K4KL63	1.B.76.1.3
Q74F19	9.B.167.1.1
F8E5F4	9.B.167.1.2
A3UXB5	9.B.167.1.3
E4TA89	9.B.168.1.1
Q8AA74	9.B.168.1.2
D2QPR7	9.B.168.1.3
A3P2V6	1.B.66.1.9
E8VYH0	1.B.78.1.1
E1SMM0	1.B.78.1.2
Q21R24	1.B.78.1.3
Q6MR39	9.B.170.1.2
E1RCI4	9.B.170.1.3
A5F1Y0	9.B.170.1.1
A5G9S9	9.B.170.1.4
B8FE87	9.B.170.1.5
B8FMP7	9.B.170.1.6
Q1IUU0	9.B.170.1.7
D8P7W0	9.B.153.3.8
Q11Y85	9.B.171.1.1
Q64QT4	9.B.171.1.2
C6Y1A5	9.B.171.1.3
J9R803	9.B.171.1.4
E4T8W9	1.B.44.2.2
K4I991	9.B.153.4.1
F0QEP2	9.B.153.4.2
A5W3Z9	9.B.153.4.3
F9YQH2	9.B.153.4.4
B6JEB4	1.B.66.3.3
Q3SF27	1.B.66.5.1
B9JS50	1.B.66.3.4
L7WEB0	9.B.172.1.1
E4TDD6	9.B.172.1.2
Q11X00	9.B.172.1.3
H6L3M2	9.B.172.1.4
Q11WV5	9.B.172.1.5
K4ID81	1.B.14.15.1
D5ESR8	1.B.14.15.2
B3ERI9	1.B.14.15.3
G8TQP6	1.B.14.15.4
I7A424	1.B.14.15.5
I0AGB1	1.B.14.15.6
G8LS65	1.B.14.15.7
H8BDK1	1.B.14.9.4
T0ET67	1.B.1.4.6
I0A8J9	1.B.75.1.1
M5TX99	1.B.75.1.2
P76206	1.B.75.1.3
S5PBC0	1.B.75.1.4
C0QQX6	1.B.75.1.5
C6XPW9	1.B.75.1.6
H6L3E7	1.B.75.2.1
F8CR23	1.B.75.2.2
Q7U678	1.B.75.3.1
Q7VAD5	1.B.75.3.2
F9Z892	3.A.1.132.9
F9Z893	3.A.1.132.9
E8R490	3.A.1.146.2
E8R491	3.A.1.146.2
E8R492	3.A.1.146.2
E8R493	3.A.1.146.2
P32412	1.C.52.1.16
P86093	1.C.52.1.17
Q8P5Q7	1.B.14.13.1
Q6MF32	1.B.14.16.1
Q7NZZ5	1.B.14.16.2
A1SUT6	1.B.14.16.3
D8EPC3	1.B.14.16.4
F8KVC6	1.B.14.16.5
Q1ZRT3	1.B.14.16.6
J4K5X9	1.B.13.3.5
Q64VG5	1.B.14.6.8
A3UAU5	1.B.14.6.9
F9YSZ3	1.B.14.6.10
H6L5X3	1.B.14.6.12
G0LBU8	1.B.14.6.11
P22475	1.A.77.3.1
S0WRQ6	1.A.77.3.11
P94357	2.A.115.1.2
C8X4B7	2.A.115.1.5
B7HXR7	2.A.115.2.5
A9BEW3	2.A.115.1.8
C7NLF6	2.A.115.2.6
Q47Q85	2.A.115.2.7
C0QYK9	2.A.115.2.8
C4Z6U8	2.A.115.2.9
A2SSB1	2.A.115.2.10
D4K897	2.A.115.2.12
Q184R6	2.A.115.2.13
C7N858	2.A.115.2.14
Q9RT90	2.A.115.2.15
Q2L0R4	9.B.102.2.2
C9RK24	2.A.114.1.6
C7NF08	9.B.226.1.1
D0LG59	9.B.227.1.1
C5C1V3	9.B.227.1.2
F5Y3J8	9.B.102.3.3
I4B9X0	9.B.102.1.13
Q9HXS3	2.A.1.3.66
C5BZT0	9.B.226.1.4
E3H5G9	9.B.226.1.5
F2RK40	9.B.226.1.6
E4NCF3	9.B.226.1.7
L0QS10	9.B.226.1.3
I7KIZ4	9.B.226.1.2
Q5UZ60	9.B.227.1.3
O31813	9.B.227.1.5
F2RLU7	9.B.227.1.4
Q9JMS5	1.B.12.1.4
Q7VYJ2	1.B.12.5.7
Q1C5U1	1.B.12.8.1
Q7NZT4	1.B.12.5.8
C0P286	1.A.17.1.9
Q8I4C3	1.A.17.1.10
	3.A.1.109.5
E1WEU9	3.A.1.109.5
E1WEV0	3.A.1.109.5
E1WEU7	1.A.30.4.1
E1WEU8	1.A.30.4.1
E1WEV2	3.A.1.109.5
Q30RA9	1.A.30.4.2
Q30RB0	1.A.30.4.2
C6BWI9	3.A.1.109.6
C6BWJ0	3.A.1.109.6
C6BWI6	3.A.1.109.6
C6BWI8	1.A.30.4.3
C6BWI5	1.A.30.4.3
Q6UVM3	1.A.1.3.6
Q11069	1.A.17.4.8
Q49LV5	3.A.3.2.32
M9NDN5	1.A.17.4.9
Q27GV1	1.A.4.1.9
G5EE02	1.A.4.1.10
O61220	1.A.4.3.3
G5ED30	8.A.16.4.1
Q9N419	1.H.2.2.2
Q8KZL7	1.C.2.1.5
F8UWP3	8.B.1.1.6
P01484	8.B.1.1.7
P56678	8.B.1.1.8
Q1DFS2	1.B.61.1.6
I3BVY2	1.B.6.1.18
C9RIK4	1.B.6.5.1
D9S5X0	1.B.6.5.2
I4B0V2	1.B.6.5.3
Q1DDT8	1.B.6.5.4
F9T402	1.B.6.5.5
M7XZL8	1.B.6.1.19
B6EJP3	1.B.6.5.6
G0J311	1.B.6.6.1
C6W6N6	1.B.6.6.2
H8KQ49	1.B.6.6.3
K4IJN6	1.B.6.6.4
L0G2P2	1.B.6.6.5
C7PU69	1.B.6.6.6
A5GAN4	1.B.39.2.1
Q64QZ2	1.B.6.7.1
Q9F634	1.B.14.3.6
Q9F632	2.A.1.2.84
Q1D485	1.B.14.1.23
Q1CZE8	1.B.75.1.7
O30487	1.B.6.6.7
D8PAJ2	1.B.6.6.8
Q1CVR0	1.B.6.6.9
E4T7X1	1.B.6.6.10
B8JE82	9.B.102.4.2
Q74AP1	9.B.102.4.3
K4IG61	9.B.102.5.6
B1ZSP7	9.B.102.4.4
T0IWR6	9.B.102.4.5
D5X2W6	9.B.102.5.7
M7XSV4	9.B.102.5.8
Q92R60	1.B.70.1.11
Q950Z9	9.B.14.1.11
A6TDJ4	1.B.35.1.7
F8FLY4	2.A.3.9.5
F8FLY7	3.A.1.147.2
F8FLY5	2.A.86.1.11
F8FLY8	3.A.1.147.2
C1A6K7	3.A.1.147.1
C1A6K8	3.A.1.147.1
E8R692	3.A.1.147.3
E8R694	3.A.1.147.3
D4M3V3	3.A.1.147.4
D4M3V2	3.A.1.147.4
B2A6N2	3.A.1.147.5
B2A6N1	3.A.1.147.5
C9XJW9	3.A.1.147.6
C9XJX0	3.A.1.147.6
C9XJW8	4.D.2.1.7
E6SIR8	3.A.1.147.7
E6SIR7	3.A.1.147.7
A9BGZ5	3.A.1.128.5
B8ZKM8	3.A.1.147.8
B8ZKM9	3.A.1.147.8
H8I7G4	3.A.1.147.9
H8I7G5	3.A.1.147.9
O58952	3.A.1.128.6
O58953	3.A.1.128.6
Q9KAX3	2.A.66.1.32
F4A3W6	8.A.43.1.2
C1DU92	9.B.153.3.7
B1ZWB3	9.B.153.3.9
S0ESS8	9.B.153.3.10
E8RFA8	9.B.153.3.11
C6VUI6	9.B.153.3.12
A5V2B6	9.B.153.3.13
S4XU18	9.B.153.3.14
D0MCU7	9.B.153.4.6
E4TM73	9.B.153.4.5
D2R7Q9	9.B.153.3.15
G0K0M9	9.B.153.3.16
D5MK42	9.B.153.3.17
J9UD11	2.A.57.2.9
A6GJ35	9.B.227.1.6
D4GZC9	2.A.64.5.1
M2Y600	2.A.85.11.1
M2VZN8	2.A.85.11.2
M2W9J2	2.A.85.11.3
B3LHA7	2.A.85.3.2
C8Z8B0	2.A.85.3.3
C4QYX5	2.A.85.3.4
S7PTY2	2.A.85.3.5
C0E9K7	2.A.85.4.3
C8VYW2	1.B.50.2.1
C9XNU3	1.B.50.2.2
S0EUI6	1.B.50.2.3
E0DDK1	1.B.34.1.4
G7HYA1	1.B.34.1.3
H2GNT2	1.B.59.1.5
U3GYL5	1.B.59.1.6
M1P130	1.B.59.1.7
I7GXS9	1.B.59.1.8
D3DMA4	1.B.59.1.9
F0S6A8	1.B.6.6.11
Q72JD8	1.B.6.8.1
Q1J0G4	1.B.6.8.2
D8PEM7	1.B.55.2.2
B9M6J4	1.B.55.2.3
A3M6E6	2.A.117.1.1
Q02P42	2.A.117.1.2
Q8XG43	2.A.117.1.3
Q02NR0	2.A.117.1.4
A1VGW9	2.A.117.1.5
D1BQY5	2.A.117.1.6
B1Z7W6	2.A.117.1.7
C5CBD2	2.A.117.1.8
G8Q5B0	2.A.117.1.9
G8QHP3	2.A.117.1.10
A3QJL3	2.A.117.1.11
Q3J286	2.A.117.2.1
Q2LWK9	1.B.14.16.7
S5JA85	1.B.14.16.9
Q87T55	1.B.14.16.10
F7YJH3	1.B.14.16.8
Q87QJ4	2.A.117.1.13
A0B354	2.A.117.1.12
O31469	1.E.43.3.5
L7WG79	1.E.43.3.10
Q6AQ30	1.A.77.3.34
B0TI57	1.A.77.3.35
Q1IS50	1.A.77.3.36
K0NGF9	1.A.77.3.37
Q2LVX1	1.A.77.3.38
R7Q4B7	1.A.77.3.39
B1X3Y0	1.A.77.3.40
D3P901	1.A.77.3.41
E8X4P2	1.A.77.3.42
B5YHH9	1.A.77.3.43
Q6KI74	1.A.77.3.44
M2XQQ8	1.A.77.3.24
D4H3H8	1.A.77.3.25
B8ZK92	1.C.21.2.1
N1PXL2	2.A.57.6.1
J9IQ70	2.A.57.5.5
K4E1F0	2.A.57.5.6
Q58207	3.A.1.122.14
Q58206	3.A.1.122.14
O51235	3.A.1.7.5
O51236	3.A.1.7.5
O51234	3.A.1.7.5
O51233	3.A.1.7.5
P13671	1.C.39.3.3
Q9BX79	2.A.90.1.3
O35002	9.B.174.1.1
P58912	1.C.39.10.2
Q93109	1.C.38.1.9
P58691	1.C.38.1.10
Q86FQ0	1.C.38.1.11
G7US21	1.B.46.1.5
Q86D77	1.A.1.10.11
Q8TDX9	1.A.5.1.3
Q9P0L9	1.A.5.1.3
Q7K4Y6	2.A.22.1.7
B0YES0	1.A.17.1.17
Q9XF58	1.A.8.11.7
C1EY99	9.B.14.5.1
G7U9A2	1.A.43.1.3
C7P777	1.A.43.1.4
Q23G77	1.A.43.2.1
H2AV64	1.A.43.2.2
S9W181	1.A.43.2.3
E0TB42	1.A.43.1.5
Q9CES4	3.A.1.3.25
Q9CES5	3.A.1.3.25
T0PS78	1.C.10.1.2
K7JEL9	1.C.10.3.1
T0RLN6	1.C.10.2.1
B3MQ48	1.C.10.3.2
P03646	1.K.3.1.1
Q3T4M7	1.K.2.1.1
P21579	1.F.1.1.1
Q8I4G4	1.A.1.16.4
Q8R9C0	3.A.1.23.4
Q8R9C1	3.A.1.23.4
Q8RD04	3.A.1.23.5
Q8RD05	3.A.1.23.5
Q8RD06	3.A.1.23.5
Q8RD07	3.A.1.23.5
E7NLH4	1.A.55.4.2
E9CB09	1.A.55.2.2
D8LKG3	1.A.55.5.1
I1HMH4	2.A.109.1.6
F2UA94	1.A.55.2.3
D8LWX8	1.A.55.4.3
F4PIU2	1.A.55.6.1
Q54CR4	1.A.55.6.2
B2IWT1	3.A.1.15.13
B2IWT0	3.A.1.15.13
B2IWS9	3.A.1.15.13
B2J0B7	3.A.1.15.13
R9R5D5	1.A.3.1.4
Q821Y4	9.B.159.9.3
O84225	9.B.159.2.2
Q3KKM8	9.B.159.12.1
Q255P9	9.B.159.9.4
Q9EU59	9.B.159.5.2
Q9PKG6	9.B.159.2.3
Q5L5X9	9.B.159.6.2
Q5L582	9.B.159.7.2
Q7VQ68	9.B.159.6.3
Q9Z6K5	9.B.159.6.4
Q9Z8V9	9.B.159.6.6
U3NVA0	9.B.159.4.2
G4N740	2.A.1.1.117
Q9BTX3	9.B.26.1.1
F0ZPF9	9.B.26.1.2
M2W1J3	9.B.26.1.3
K9FAK7	9.B.26.1.4
I7M3U3	9.B.26.2.1
A5JZU0	9.B.26.2.2
A2EH91	9.B.26.2.3
L0SAV1	2.A.118.1.6
Q38YQ0	2.A.118.1.7
Q99250	1.A.1.10.12
J7IPE5	3.A.1.147.10
P0AAV0	8.A.79.1.1
Q7VKT9	8.A.79.1.2
A2SGV2	8.A.79.1.3
H9CZN9	3.A.3.2.33
A7XLD6	3.A.1.208.26
B0W0K4	2.A.23.2.11
B0W0K5	2.A.23.2.12
F4MY44	1.B.1.1.16
F4MVD5	1.B.1.1.17
Q8NLV8	2.A.1.81.3
B8GAU7	2.A.1.81.2
E6N4W3	2.A.1.81.4
K9ZHC0	5.A.1.6.4
Q7NNK2	5.B.7.2.1
F8L6Z5	5.B.7.3.1
D7C9K8	5.B.7.4.1
P11171	8.A.25.1.2
Q9FLT8	3.A.1.211.12
Q86UK0	3.A.1.211.13
O34442	1.A.26.1.3
Q24278	1.A.1.5.18
G5EEE2	1.A.1.5.19
Q03611	1.A.1.5.20
Q8IYU8	8.A.44.1.2
Q9H4I9	8.A.45.1.1
Q7JX57	8.A.45.1.2
Q9U3I4	8.A.45.1.3
H3HVU8	8.A.45.1.4
E9BX85	8.A.45.1.5
A9UTZ4	8.A.45.2.1
F2U0C1	8.A.45.2.2
J7JIE8	2.A.21.2.4
M1TZ79	2.A.21.2.5
O24896	2.A.21.2.6
Q6M7P5	2.A.42.1.6
G4NW86	2.A.76.1.7
G4NXW2	2.A.76.1.8
O43715	3.A.9.1.1
O24303	3.A.9.1.1
P0C891	3.A.9.1.1
P21256	1.C.2.2.1
Q9YS26	1.A.68.1.2
C6GYU4	2.A.76.1.9
Q72XP9	4.A.3.2.8
