KEGG_Entry,Definition,KO,Length,Sw-Score,Margin,bits,identity,overlap,best(all)
stw:Y1U_C0299,"TCS response regulator CovR-like protein",,229,268,23,67,0.390,118,"-> 7"
tco:Theco_1731,"response regulator with CheY-like receiv",,232,268,6,67,0.373,118,"-> 34"
wko:WKK_06470,"response regulator",K07658,245,268,11,67,0.325,120,"-> 5"
aba:Acid345_4460,"two component transcriptional regulato",K07662,230,267,13,67,0.375,120,"-> 63"
aex:Astex_3141,"response regulator receiver modulated di",K02488,454,267,3,67,0.336,119,"-> 39"
bmh:BMWSH_3055,"Response regulator with CheY-like receiv",,226,267,2,67,0.356,118,"-> 34"
bmyc:DJ92_3599,"response regulator",K07775,240,267,9,67,0.350,120,"-> 44"
clw:CLAC_02815,"XRE family transcriptional regulator",K07670,224,267,7,67,0.303,119,"-> 4"
cua:CU7111_0527,"two-component system response regulator",K07669,231,267,2,67,0.347,118,"-> 6"
det:DET0135,"DNA-binding response regulator",K02483,230,267,16,67,0.356,118,"-> 17"
dps:DP1885,"Pho two-component system sensor histidine ki",,242,267,21,67,0.355,124,"-> 23"
mam:Mesau_01032,"response regulator with CheY-like recei",K02483,230,267,4,67,0.378,119,"-> 32"
mex:Mext_4718,"phosphate regulon transcriptional regulat",K07657,239,267,18,67,0.375,120,"-> 58"
mey:TM49_22060,"transcriptional regulator",,242,267,23,67,0.367,120,"-> 22"
mpx:MPD5_0645,"two-component response regulator",K07668,233,267,33,67,0.350,120,"-> 8"
nal:B005_1505,"sensory transduction protein regX3",K07776,232,267,33,67,0.358,120,"-> 29"
nda:Ndas_4322,"two component transcriptional regulator",K07776,231,267,16,67,0.358,120,"-> 43"
nri:NRI_0485,"Response regulator/GGDEF domain protein Pl",K02488,457,267,107,67,0.345,119,"-> 2"
pdu:PDUR_10500,"chemotaxis protein CheY",K07814,366,267,1,67,0.345,113,"-> 37"
pgv:SL003B_3275,"Phosphate regulon transcriptional regul",K07657,231,267,6,67,0.333,120,"-> 35"
pmc:P9515_01561,"two-component response regulator (EC:3.",K10697,260,267,12,67,0.376,117,"-> 5"
pmf:P9303_26471,"two-component response regulator (EC:3.",K10697,268,267,9,67,0.368,117,"-> 8"
pmo:Pmob_0875,"two component transcriptional regulator,",,242,267,34,67,0.366,123,"-> 6"
rbr:RBR_02060,"Response regulators consisting of a CheY-",K07658,223,267,17,67,0.350,117,"-> 10"
rrd:RradSPS_0255,"Response regulators consisting of a Ch",,232,267,7,67,0.322,118,"-> 17"
sye:Syncc9902_2107,"LuxR family transcriptional regulato",,245,267,1,67,0.322,118,"-> 7"
synd:KR52_04200,"chemotaxis protein CheY",K10697,262,267,5,67,0.385,117,"-> 9"
syx:SynWH7803_2242,"two-component system response regula",K10697,265,267,8,67,0.385,117,"-> 12"
taz:TREAZ_1927,"transcriptional regulatory protein ResD",,230,267,7,67,0.397,116,"-> 43"
trd:THERU_07940,"ArsR family transcriptional regulator",,222,267,57,67,0.339,118,"-> 3"
acr:Acry_2951,"two component transcriptional regulator",K07657,236,266,13,66,0.376,117,"-> 15"
afn:Acfer_0159,"two component transcriptional regulator,",,228,266,13,66,0.388,116,"-> 7"
agr:AGROH133_05719,"Response regulator pleD",K02488,456,266,16,66,0.319,119,"-> 43"
ama:AM475,"response regulator PleD",K02488,455,266,70,66,0.350,120,"-> 3"
amf:AMF_349,"response regulator PleD",K02488,455,266,70,66,0.350,120,"-> 3"
amp:U128_01810,"response regulator PleD",K02488,455,266,70,66,0.350,120,"-> 3"
amv:ACMV_32940,"phosphate regulon transcriptional regula",K07657,236,266,13,66,0.376,117,"-> 15"
amw:U370_01785,"response regulator PleD",K02488,455,266,70,66,0.350,120,"-> 3"
beo:BEH_21135,"chemotaxis protein CheY",K07658,239,266,7,66,0.367,120,"-> 31"
bmq:BMQ_2189,"two-component response regulator",,226,266,6,66,0.347,118,"-> 34"
bpb:bpr_I0038,"two component system response regulator",,229,266,27,66,0.371,116,"-> 17"
btg:BTB_c48220,"Two-component response regulator",,232,266,8,66,0.388,116,"-> 40"
bwe:BcerKBAB4_5586,"two component transcriptional regula",,225,266,7,66,0.350,120,"-> 48"
cpi:Cpin_1247,"winged helix family two component transcr",,235,266,1,66,0.347,118,"-> 66"
cur:cu0545,"two-component system response regulator MprA",K07669,231,266,1,66,0.339,118,"-> 5"
dmg:GY50_0166,"DNA-binding response regulator, two-compo",,256,266,8,66,0.364,118,"-> 14"
duc:UCH007_01210,"two-component response regulator",,230,266,24,66,0.364,118,"-> 17"
fil:BN1229_v1_1319,"Phosphate regulon transcriptional re",K07657,236,266,4,66,0.319,119,"-> 23"
fiy:BN1229_v1_1318,"Phosphate regulon transcriptional re",K07657,236,266,4,66,0.319,119,"-> 23"
gob:Gobs_4602,"two component transcriptional regulator,",K07776,226,266,2,66,0.342,120,"-> 30"
hdn:Hden_0295,"two component transcriptional regulator P",K07657,234,266,0,66,0.353,119,"-> 31"
lho:LOOC260_117090,"two-component response regulator",K07658,230,266,7,66,0.328,122,"-> 8"
mcat:MC25239_01645,"Phosphate regulon transcriptional re",K07657,230,266,29,66,0.342,120,"-> 6"
mcs:DR90_229,"phosphate regulon transcriptional regulato",K07657,230,266,29,66,0.342,120,"-> 6"
mct:MCR_1730,"two-component system phosphate regulon res",K07657,256,266,29,66,0.342,120,"-> 6"
mes:Meso_1348,"response regulator PleD",K02488,457,266,15,66,0.328,119,"-> 18"
mop:Mesop_0949,"two component transcriptional regulator,",K02483,230,266,4,66,0.378,119,"-> 31"
nhm:NHE_0487,"response regulator (EC:2.7.7.65)",K02488,456,266,106,66,0.345,119,"-> 2"
nse:NSE_0512,"response regulator PleD",K02488,456,266,110,66,0.345,119,"-> 2"
puv:PUV_00790,"sensory transduction protein regX3",K07658,229,266,28,66,0.342,117,"-> 4"
rob:CK5_03260,"Response regulators consisting of a CheY-",,233,266,6,66,0.322,118,"-> 36"
rum:CK1_00830,"Response regulators consisting of a CheY-",,233,266,9,66,0.331,118,"-> 20"
ssy:SLG_13230,"OmpR family two-component system response",,241,266,0,66,0.370,119,"-> 29"
stc:str0317,"response regulator",,229,266,18,66,0.381,118,"-> 7"
sthe:T303_02730,"PhoB family transcriptional regulator",,229,266,17,66,0.381,118,"-> 5"
stl:stu0317,"response regulator",,229,266,17,66,0.381,118,"-> 7"
stu:STH8232_0411,"response regulator (homolog to csrR/co",,229,266,17,66,0.381,118,"-> 7"
tae:TepiRe1_1080,"DNA-binding response regulator in two-",K07658,239,266,10,66,0.353,119,"-> 12"
tal:Thal_1304,"transcriptional regulator",K07657,223,266,33,66,0.347,118,"-> 5"
tep:TepRe1_0983,"winged helix family two component trans",K07658,239,266,10,66,0.353,119,"-> 12"
tsa:AciPR4_2412,"winged helix family two component trans",K07662,243,266,13,66,0.308,120,"-> 33"
tts:Ththe16_1739,"winged helix family two component tran",K07658,225,266,15,66,0.331,118,"-> 11"
apv:Apar_1349,"winged helix family two component transcr",,237,265,34,66,0.367,120,"-> 5"
ars:ADJ73_15845,"histidine kinase",,131,265,3,66,0.370,108,"-> 17"
atf:Ach5_11970,"two component response regulator",K02488,456,265,15,66,0.319,119,"-> 41"
banh:HYU01_23970,"transcriptional regulator",,232,265,7,66,0.388,116,"-> 41"
bans:BAPAT_4718,"DNA-binding response regulator",,232,265,7,66,0.388,116,"-> 41"
bat:BAS4565,"DNA-binding response regulator",,233,265,7,66,0.388,116,"-> 39"
bax:H9401_4696,"DNA-binding response regulator",,232,265,7,66,0.388,116,"-> 40"
bcz:BCZK4417,"DNA-binding response regulator",,233,265,7,66,0.388,116,"-> 41"
bmd:BMD_2145,"two-component response regulator",,226,265,5,66,0.356,118,"-> 39"
bmeg:BG04_4497,"hypothetical protein",,226,265,9,66,0.356,118,"-> 37"
btk:BT9727_4400,"DNA-binding response regulator",,233,265,7,66,0.388,116,"-> 40"
btl:BALH_4248,"DNA-binding response regulator",,233,265,4,66,0.388,116,"-> 42"
btm:MC28_3948,"Response regulators consisting of a CheY-",,232,265,5,66,0.388,116,"-> 49"
cmq:B840_02725,"DNA-binding response regulator MtrA",K07670,226,265,21,66,0.347,118,"-> 8"
cso:CLS_10620,"Response regulators consisting of a CheY-",,237,265,5,66,0.331,118,"-> 25"
dsw:QR90_04020,"chemotaxis protein CheY",K18144,227,265,11,66,0.353,119,"-> 20"
dtn:DTL3_0838,"Transcriptional regulatory protein YycF",,242,265,23,66,0.366,123,"-> 5"
elm:ELI_2999,"two component transcriptional regulator",,232,265,2,66,0.356,118,"-> 42"
hje:HacjB3_06575,"response regulator receiver protein",,122,265,56,66,0.339,118,"-> 2"
lre:Lreu_0019,"two component transcriptional regulator",K07668,235,265,32,66,0.366,123,"-> 6"
lrf:LAR_0018,"two-component response regulator",K07668,235,265,32,66,0.366,123,"-> 6"
lrm:LRC_00400,"two component response regulator",K07668,235,265,27,66,0.325,120,"-> 9"
lrt:LRI_0023,"two-component response regulator",K07668,235,265,32,66,0.366,123,"-> 6"
lru:HMPREF0538_21172,"DNA-binding response regulator",K07668,241,265,32,66,0.366,123,"-> 7"
lsn:LSA_00140,"Transcriptional regulatory protein yycF",K07668,236,265,22,66,0.344,122,"-> 2"
mci:Mesci_1805,"response regulator receiver",K07667,230,265,5,66,0.373,118,"-> 38"
mcl:MCCL_1138,"response regulator protein",K07775,235,265,6,66,0.350,120,"-> 8"
mmar:MODMU_5013,"two-component Pi uptake response regula",K07776,226,265,1,66,0.364,121,"-> 23"
mvs:MVIS_0172,"transcriptional regulator, CpxR",,228,265,4,66,0.358,120,"-> 31"
nar:Saro_0441,"two component transcriptional regulator,",K02483,245,265,3,66,0.375,120,"-> 18"
nsa:Nitsa_0252,"two component transcriptional regulator,",K02483,231,265,38,66,0.383,120,"-> 18"
ooe:OEOE_0105,"DNA-binding response regulator",K07668,237,265,17,66,0.367,120,"-> 5"
psim:KR76_22065,"XRE family transcriptional regulator",K07776,225,265,0,66,0.390,123,"-> 34"
rho:RHOM_07990,"Response regulators consisting of a CheY",,226,265,9,66,0.319,119,"-> 38"
saci:Sinac_2877,"signal transduction histidine kinase",,371,265,5,66,0.342,120,"-> 68"
sgp:SpiGrapes_2895,"response regulator containing a CheY",K07814,372,265,2,66,0.377,114,"-> 23"
tli:Tlie_0036,"two component transcriptional regulator,",K07658,239,265,16,66,0.339,118,"-> 7"
aur:HMPREF9243_1709,"response regulator receiver domain",K07668,235,264,21,66,0.342,120,"-> 9"
bcor:BCOR_0923,"Two-component response regulator (EC:4.6",,251,264,8,66,0.345,119,"-> 6"
bii:BINDI_0859,"two-component system response regulator",,189,264,8,66,0.345,119,"-> 6"
bmyo:BG05_1369,"hypothetical protein",,229,264,4,66,0.388,116,"-> 53"
bpf:BpOF4_15060,"two-component response regulator",K07775,238,264,2,66,0.347,121,"-> 27"
caq:IM40_06635,"chemotaxis protein CheY",K13584,252,264,64,66,0.373,118,"-> 5"
mrd:Mrad2831_0213,"multi-sensor hybrid histidine kinase",,974,264,5,66,0.373,118,"-> 76"
mzh:Mzhil_1671,"response regulator receiver protein",,355,264,61,66,0.322,118,"-> 6"
olo:ADJ70_06390,"transcriptional regulator",,245,264,22,66,0.342,120,"-> 12"
pod:PODO_20835,"transcriptional regulator",K07775,238,264,3,66,0.376,125,"-> 69"
psab:PSAB_22640,"winged helix family two component trans",,224,264,1,66,0.325,120,"-> 40"
reb:XU06_04675,"alkaline phosphatase",,238,264,10,66,0.353,119,"-> 22"
rer:RER_09870,"two-component response regulator PhoP",K02483,243,264,10,66,0.353,119,"-> 22"
rey:O5Y_04435,"two-component response regulator PhoP",K02483,294,264,8,66,0.353,119,"-> 23"
rhl:LPU83_pLPU83d0604,"hypothetical protein",,121,264,6,66,0.356,118,"-> 41"
rtx:TI83_03370,"transcriptional regulator",,229,264,11,66,0.347,118,"-> 8"
sna:Snas_0721,"winged helix family two component transcr",,233,264,1,66,0.361,122,"-> 52"
syh:Syncc8109_2487,"two component transcriptional regula",K10697,262,264,0,66,0.385,117,"-> 6"
aar:Acear_1915,"two component transcriptional regulator,",,227,263,14,66,0.381,118,"-> 10"
baci:B1NLA3E_02710,"response regulator with CheY-like re",,232,263,7,66,0.355,121,"-> 34"
bacw:QR42_12880,"chemotaxis protein CheY",K07658,242,263,19,66,0.383,120,"-> 19"
bal:BACI_c46670,"DNA-binding response regulator",,229,263,5,66,0.388,116,"-> 41"
bcb:BCB4264_A4781,"DNA-binding response regulator",,229,263,0,66,0.397,116,"-> 42"
bpsp:AH67_03630,"alkaline phosphatase",,241,263,10,66,0.342,117,"-> 5"
bpu:BPUM_2553,"response regulator PhoP",K07658,242,263,23,66,0.383,120,"-> 19"
bpum:BW16_13775,"chemotaxis protein CheY",K07658,242,263,9,66,0.383,120,"-> 19"
bthi:BTK_24505,"DNA-binding response regulator",,229,263,5,66,0.397,116,"-> 42"
bthr:YBT1520_24660,"DNA-binding response regulator",,229,263,5,66,0.397,116,"-> 41"
btt:HD73_4971,"hypothetical protein",,229,263,5,66,0.397,116,"-> 39"
dev:DhcVS_143,"DNA-binding response regulator, two-compo",K02483,256,263,21,66,0.364,118,"-> 19"
hmc:HYPMC_0587,"transcriptional regulatory protein, phos",K07657,234,263,10,66,0.345,119,"-> 45"
lmoi:VV02_07290,"XRE family transcriptional regulator",K07776,227,263,2,66,0.397,121,"-> 31"
mlo:mll4419,"two-component response regulator",K02483,230,263,6,66,0.378,119,"-> 38"
pste:PSTEL_17700,"transcriptional regulator",K07775,238,263,4,66,0.376,125,"-> 46"
rto:RTO_22740,"Response regulators consisting of a CheY-",K07658,224,263,20,66,0.376,117,"-> 19"
sjj:SPJ_1141,"alkaline phosphatase synthesis transcripti",K07668,234,263,37,66,0.325,120,"-> 9"
snb:SP670_1053,"alkaline phosphatase synthesis transcrip",K07668,234,263,37,66,0.325,120,"-> 9"
snc:HMPREF0837_11275,"DNA-binding response regulator",K07668,234,263,37,66,0.325,120,"-> 9"
snd:MYY_1012,"DNA-binding response regulator",K07668,251,263,37,66,0.325,120,"-> 9"
sne:SPN23F11230,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
sni:INV104_10540,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
snm:SP70585_1273,"alkaline phosphatase synthesis transcr",K07668,234,263,40,66,0.325,120,"-> 10"
snp:SPAP_1252,"CheY-like receiver/winged-helix DNA-bindi",K07668,234,263,37,66,0.325,120,"-> 8"
snt:SPT_1001,"alkaline phosphatase synthesis transcripti",K07668,234,263,37,66,0.325,120,"-> 9"
snu:SPNA45_00961,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
snv:SPNINV200_10080,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
snx:SPNOXC_10970,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
spd:SPD_1085,"DNA-binding response regulator",K07668,234,263,37,66,0.325,120,"-> 9"
spn:SP_1227,"DNA-binding response regulator",K07668,234,263,37,66,0.325,120,"-> 9"
spne:SPN034156_01850,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
spng:HMPREF1038_01230,"DNA-binding response regulator Vi",K07668,234,263,37,66,0.325,120,"-> 9"
spnm:SPN994038_10860,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
spnn:T308_04640,"PhoP family transcriptional regulator",K07668,234,263,37,66,0.325,120,"-> 9"
spno:SPN994039_10870,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
spnu:SPN034183_10970,"response regulator protein",K07668,234,263,37,66,0.325,120,"-> 9"
spp:SPP_1264,"alkaline phosphatase synthesis transcripti",K07668,234,263,37,66,0.325,120,"-> 9"
spr:spr1107,"DNA-binding response regulator",K07668,251,263,41,66,0.325,120,"-> 9"
spv:SPH_1341,"alkaline phosphatase synthesis transcripti",K07668,234,263,37,66,0.325,120,"-> 9"
spw:SPCG_1075,"DNA-binding response regulator",K07668,251,263,37,66,0.325,120,"-> 9"
spx:SPG_1118,"response regulator",K07668,234,263,37,66,0.325,120,"-> 9"
srp:SSUST1_0600,"response regulator",K07668,234,263,49,66,0.325,120,"-> 7"
ssb:SSUBM407_0598,"response regulator protein",K07668,234,263,49,66,0.325,120,"-> 9"
ssf:SSUA7_1204,"response regulator",K07668,234,263,49,66,0.325,120,"-> 8"
ssi:SSU1191,"response regulator protein",K07668,234,263,49,66,0.325,120,"-> 8"
ssk:SSUD12_0595,"response regulator protein",K07668,234,263,49,66,0.325,120,"-> 8"
ssq:SSUD9_0629,"response regulator protein",K07668,234,263,49,66,0.325,120,"-> 6"
sss:SSUSC84_1224,"response regulator protein",K07668,234,263,49,66,0.325,120,"-> 9"
sst:SSUST3_0623,"response regulator",K07668,234,263,49,66,0.325,120,"-> 6"
ssu:SSU05_1360,"response regulator",K07668,154,263,49,66,0.325,120,"-> 8"
ssui:T15_0610,"two component transcriptional regulator,",K07668,234,263,5,66,0.325,120,"-> 8"
ssus:NJAUSS_1253,"response regulator",K07668,234,263,49,66,0.325,120,"-> 9"
ssuy:YB51_3095,"Two-component response regulator SA14-24",K07668,234,263,49,66,0.325,120,"-> 6"
ssv:SSU98_1376,"Response regulator consisting of a CheY-",K07668,234,263,49,66,0.325,120,"-> 9"
ssw:SSGZ1_1207,"Response regulator receiver: Transcripti",K07668,234,263,49,66,0.325,120,"-> 8"
sui:SSUJS14_1322,"response regulator",K07668,234,263,49,66,0.325,120,"-> 9"
suo:SSU12_1256,"response regulator",K07668,234,263,49,66,0.325,120,"-> 8"
sup:YYK_05685,"response regulator",K07668,234,263,49,66,0.325,120,"-> 8"
tpx:Turpa_1883,"integral membrane sensor hybrid histidin",K19694,912,263,5,66,0.316,117,"-> 21"
vcn:VOLCADRAFT_97792,"hypothetical protein",,2190,263,15,66,0.368,117,"-> 9"
zmp:Zymop_0125,"two component transcriptional regulator,",,242,263,10,66,0.359,117,"-> 12"
aah:CF65_00997,"transcriptional regulator CpxR, putative",,231,262,40,66,0.325,120,"-> 5"
aan:D7S_01008,"OmpR protein",K07662,231,262,48,66,0.325,120,"-> 5"
aao:ANH9381_0995,"transcriptional regulatory protein Cpx",K07662,231,262,48,66,0.325,120,"-> 4"
aat:D11S_0663,CpxR,K07662,231,262,33,66,0.325,120,"-> 5"
acu:Atc_0835,"phosphate regulon transcriptional regulato",K07657,260,262,7,66,0.358,120,"-> 18"
acz:Acaty_c0818,"Phosphate regulon transcriptional regul",K07657,247,262,7,66,0.358,120,"-> 18"
ain:Acin_2433,"DNA-binding response regulator",,229,262,5,66,0.378,119,"-> 6"
avi:Avi_7488,"two component response regulator",,228,262,3,66,0.325,120,"-> 41"
car:cauri_0674,"two-component system response regulator",K07670,228,262,11,66,0.339,118,"-> 7"
cax:CATYP_01585,"XRE family transcriptional regulator",K07776,230,262,45,66,0.367,120,"-> 4"
cmc:CMN_02427,"two component system, response regulator",,230,262,12,66,0.347,118,"-> 16"
cmh:VO01_12695,"transcriptional regulator",,230,262,21,66,0.347,118,"-> 15"
cmi:CMM_2475,"putative two component system response reg",K02483,230,262,9,66,0.347,118,"-> 18"
cms:CMS2759,"putative two-component system response regu",K02483,230,262,21,66,0.347,118,"-> 17"
eac:EAL2_808p04630,"transcriptional regulatory protein S",,225,262,9,66,0.342,117,"-> 14"
ery:CP97_01145,"chemotaxis protein CheY",,245,262,1,66,0.350,120,"-> 14"
lcn:C270_07090,"two-component response regulator",K07668,235,262,8,66,0.325,120,"-> 6"
lha:LHA_3062,"Putative two-component system, fusion prot",,775,262,28,66,0.387,111,"-> 8"
lhi:JP39_00450,"PhoP family transcriptional regulator",K07668,233,262,25,66,0.322,118,"-> 10"
lpb:SH83_00155,"PhoP family transcriptional regulator",K07668,235,262,3,66,0.333,120,"-> 6"
lpj:JDM1_0051,"response regulator",K07668,235,262,3,66,0.333,120,"-> 6"
lpl:lp_0036,"two-component system response regulator",K07668,235,262,3,66,0.333,120,"-> 6"
lpr:LBP_cg0029,"Response regulator",K07668,235,262,3,66,0.333,120,"-> 6"
lps:LPST_C0030,"response regulator",K07668,235,262,3,66,0.333,120,"-> 8"
lpt:zj316_0257,"Two-component system response regulator",K07668,235,262,3,66,0.333,120,"-> 6"
lpz:Lp16_0031,"two-component system response regulator",K07668,235,262,3,66,0.333,120,"-> 6"
lrr:N134_00115,"PhoP family transcriptional regulator",K07668,241,262,29,66,0.366,123,"-> 6"
lxy:O159_06780,"two-component system regulatory protein",,238,262,32,66,0.347,118,"-> 13"
mbat:BN1208_0302,"DNA-binding response regulator in two-",K07657,228,262,30,66,0.380,121,"-> 6"
nko:Niako_3715,"multi-sensor hybrid histidine kinase",,1019,262,15,66,0.353,119,"-> 73"
pac:PPA0359,"response regulator",K07776,226,262,16,66,0.342,120,"-> 9"
pacc:PAC1_01845,"sensory transduction protein RegX",K07776,226,262,17,66,0.342,120,"-> 8"
pach:PAGK_0380,"response regulator",K07776,226,262,17,66,0.342,120,"-> 9"
pacn:TIA1EST1_01800,"XRE family transcriptional regulato",K07776,226,262,17,66,0.342,120,"-> 8"
pad:TIIST44_06510,"response regulator",K07776,226,262,15,66,0.342,120,"-> 10"
pak:HMPREF0675_3400,"Phosphate regulon transcriptional r",K07776,226,262,17,66,0.342,120,"-> 9"
pav:TIA2EST22_01805,"Phosphate regulon transcriptional r",K07776,226,262,17,66,0.342,120,"-> 10"
paw:PAZ_c03770,"sensory transduction protein RegX",K07776,226,262,17,66,0.342,120,"-> 8"
pax:TIA2EST36_01790,"Phosphate regulon transcriptional r",K07776,226,262,17,66,0.342,120,"-> 9"
paz:TIA2EST2_01725,"Phosphate regulon transcriptional re",K07776,226,262,17,66,0.342,120,"-> 7"
pcn:TIB1ST10_01840,"response regulator",K07776,226,262,16,66,0.342,120,"-> 9"
prc:EW14_0212,"Two-component response regulator",,242,262,12,66,0.322,118,"-> 5"
sage:EN72_10285,"ArsR family transcriptional regulator",K07658,225,262,20,66,0.385,117,"-> 13"
sagi:MSA_20580,"Phosphate regulon transcriptional regula",K07658,225,262,20,66,0.385,117,"-> 14"
sagm:BSA_19840,"Phosphate regulon transcriptional regula",K07658,225,262,20,66,0.385,117,"-> 13"
sagn:W903_1898,"putative transcriptional activator CadC",K07658,225,262,20,66,0.385,117,"-> 13"
sagr:SAIL_19920,"Phosphate regulon transcriptional regul",K07658,225,262,20,66,0.385,117,"-> 14"
scc:Spico_0394,"winged helix family two component transc",,224,262,7,66,0.342,120,"-> 8"
ssut:TL13_0637,"Two-component response regulator SA14-24",K07668,234,262,49,66,0.325,120,"-> 7"
svi:Svir_02690,"response regulator with CheY-like receiv",K07776,229,262,3,66,0.350,120,"-> 12"
tpi:TREPR_3430,"response regulator receiver modulated di",,301,262,2,66,0.364,121,"-> 38"
atu:Atu1297,"two component response regulator",K02488,456,261,11,65,0.319,119,"-> 37"
bprs:CK3_33360,"Response regulators consisting of a CheY",,234,261,0,65,0.350,117,"-> 18"
ccp:CHC_200,"regulatory component of sensory transductio",,242,261,54,65,0.305,118,"-> 2"
cct:CC1_06520,"Response regulators consisting of a CheY-",K07658,227,261,26,65,0.367,120,"-> 29"
cdd:CDCE8392_0642,"two-component system response regulat",K07670,225,261,9,65,0.339,118,"-> 7"
cst:CLOST_1018,"transcription response regulator-like pr",,230,261,2,65,0.305,118,"-> 14"
drt:Dret_0467,"two component transcriptional regulator,",K07657,230,261,9,65,0.361,119,"-> 22"
emu:EMQU_2423,"DNA-binding response regulator VicR",K07668,234,261,1,65,0.342,120,"-> 17"
fjo:Fjoh_3862,"histidine kinase",,1384,261,21,65,0.345,116,"-> 32"
fma:FMG_0605,"two-component response regulator",,229,261,14,65,0.350,120,"-> 7"
fra:Francci3_4309,"two component transcriptional regulat",,244,261,8,65,0.336,119,"-> 22"
fre:Franean1_0303,"two component transcriptional regulat",,243,261,9,65,0.336,119,"-> 45"
lbh:Lbuc_0045,"two component transcriptional regulator,",K07668,238,261,6,65,0.366,123,"-> 7"
lbn:LBUCD034_0020,"DNA-binding response regulator, OmpR",K07668,238,261,6,65,0.366,123,"-> 7"
lla:L0125,"two-component system regulator",K07668,233,261,7,65,0.358,120,"-> 5"
llc:LACR_0444,"DNA-binding response regulator",K07668,233,261,7,65,0.358,120,"-> 7"
lld:P620_02415,"PhoP family transcriptional regulator",K07668,233,261,7,65,0.358,120,"-> 6"
lli:uc509_0421,"two-component system regulator",K07668,233,261,13,65,0.358,120,"-> 6"
llj:LG36_0396,"Two-component system response regulator",K07668,233,261,9,65,0.358,120,"-> 7"
llk:LLKF_0449,"Two-component response regulator",K07668,233,261,7,65,0.358,120,"-> 7"
llm:llmg_0414,"two-component system regulator",K07668,233,261,10,65,0.358,120,"-> 5"
lln:LLNZ_02160,"two-component response regulator",K07668,233,261,10,65,0.358,120,"-> 6"
llr:llh_2320,"Two-component response regulator SA14-24",K07668,233,261,7,65,0.358,120,"-> 5"
lls:lilo_0360,"two-component system regulator",K07668,233,261,7,65,0.358,120,"-> 7"
llt:CVCAS_0380,"Two-component response regulator",K07668,233,261,7,65,0.358,120,"-> 7"
llw:kw2_0396,"two component system response regulator",K07668,233,261,7,65,0.358,120,"-> 6"
llx:NCDO2118_0456,"Transcriptional regulator",K07668,233,261,7,65,0.358,120,"-> 7"
lxx:Lxx17970,"two-component system, regulatory protein",K02483,233,261,21,65,0.347,118,"-> 14"
nno:NONO_c05710,"putative two-component system response",K02483,248,261,17,65,0.353,119,"-> 26"
ots:OTBS_0330,"response regulator PleD",K02488,489,261,48,65,0.336,119,"-> 2"
ott:OTT_1084,"putative response regulator protein",K02488,489,261,48,65,0.336,119,"-> 2"
pmic:NW74_03340,"chemotaxis protein CheY",,227,261,40,65,0.358,120,"-> 4"
rir:BN877_I1276,"response regulator PleD (with diguanyla",K02488,456,261,11,65,0.319,119,"-> 33"
saf:SULAZ_0662,"transcriptional activator protein CopR",,224,261,16,65,0.364,118,"-> 9"
sagt:GBSCOH1_1758,"phosphate regulon response regulator",K07658,225,261,19,65,0.376,117,"-> 13"
shg:Sph21_4504,"response regulator receiver sensor signa",,528,261,2,65,0.362,116,"-> 42"
smb:smi_1177,"response regulator",K07668,235,261,37,65,0.317,120,"-> 9"
trs:Terro_1289,"response regulator with CheY-like receiv",,236,261,14,65,0.352,122,"-> 42"
ara:Arad_1885,"two-component response regulator protein",K02488,458,260,2,65,0.336,119,"-> 46"
bag:Bcoa_0477,"two component transcriptional regulator,",K07658,230,260,11,65,0.333,120,"-> 16"
bby:CY96_14435,"PhoP family transcriptional regulator",K07775,237,260,1,65,0.333,120,"-> 44"
bck:BCO26_0691,"two component transcriptional regulator,",K07658,230,260,10,65,0.333,120,"-> 13"
bcoa:BF29_3223,"alkaline phosphatase synthesis transcrip",K07658,230,260,10,65,0.342,120,"-> 14"
bts:Btus_2509,"winged helix family two component transcr",K07658,237,260,6,65,0.361,122,"-> 13"
cao:Celal_2940,"Crp/Fnr family transcriptional regulator",,355,260,9,65,0.347,121,"-> 22"
cfn:CFAL_10630,"XRE family transcriptional regulator",K07776,231,260,12,65,0.350,120,"-> 8"
cgy:CGLY_03165,"Two-component system, response regulator",K07776,235,260,15,65,0.376,117,"-> 14"
gjf:M493_12310,"transcriptional regulator",,224,260,6,65,0.378,119,"-> 17"
gmc:GY4MC1_0836,"transcriptional regulator",K07658,235,260,6,65,0.333,120,"-> 21"
gth:Geoth_0905,"two component transcriptional regulator,",K07658,235,260,6,65,0.333,120,"-> 20"
hsw:Hsw_2773,"transcriptional regulator",,225,260,16,65,0.370,119,"-> 34"
lbk:LVISKB_0643,"Alkaline phosphatase synthesis transcri",K07658,248,260,4,65,0.361,122,"-> 8"
lbr:LVIS_0631,"DNA-binding response regulator, OmpR fami",K07658,235,260,4,65,0.361,122,"-> 8"
