"","genes","counts.sample1","counts.sample2","counts.sample3","counts.treat1","counts.treat2","counts.treat3","logFC","logCPM","F","PValue"
"316","gene_0316",2.288213e+06,4.581695e+06,2.465758e+06,6.323273e+06,5.082300e+06,2.656803e+06, 6.706645e-01, 6.303053,1.852717e+00,2.088301e-01
"317","gene_0317",2.747942e+06,2.690010e+06,7.133853e+06,5.638578e+06,1.946175e+06,2.009270e+06,-3.214820e-01, 6.230792,2.634662e-01,6.209634e-01
"318","gene_0318",2.886704e+07,2.214995e+07,2.955605e+07,3.347197e+07,2.634508e+07,2.854807e+07, 1.957969e-01, 9.144724,5.985037e-01,7.048483e-01
"319","gene_0319",5.387334e+06,2.728053e+06,3.020948e+06,4.541791e+06,3.031415e+06,3.568756e+06, 7.718193e-02, 6.216763,3.392563e-02,8.809699e-01
"320","gene_0320",3.623745e+06,2.175688e+06,2.647024e+06,2.940581e+06,2.412370e+06,3.717290e+06, 1.627088e-01, 5.867214,1.980000e-01,7.300278e-01
"321","gene_0321",3.290579e+06,7.644549e+06,3.581742e+06,4.089860e+06,2.448098e+06,2.529008e+06,-6.017193e-01, 6.295429,1.567930e+00,2.540504e-01
"322","gene_0322",7.982570e+07,5.426806e+07,5.845609e+07,3.954988e+07,3.305396e+07,4.240703e+07,-6.796407e-01, 9.993771,1.055832e+01,1.147097e-01
"323","gene_0323",7.259727e+08,7.619811e+08,5.731907e+08,4.667387e+08,5.415803e+08,4.315493e+08,-4.527982e-01,13.505064,7.288745e+00,2.872609e-01
"324","gene_0324",2.877910e+06,4.094682e+06,2.585461e+06,3.756089e+06,3.132146e+06,1.556129e+06,-9.837944e-02, 5.913695,4.908544e-02,8.366552e-01
"325","gene_0325",1.942455e+06,6.041561e+06,2.993641e+06,2.836204e+06,2.249340e+06,1.088553e+06,-7.516880e-01, 5.837913,1.879782e+00,2.058417e-01
"326","gene_0326",1.438307e+06,2.310478e+06,3.614639e+06,6.087464e+06,2.030129e+06,4.722731e+06, 8.588309e-01, 6.097998,2.446264e+00,1.546123e-01
"327","gene_0327",2.531814e+06,2.835988e+06,6.403415e+06,1.484618e+06,2.686153e+06,3.766622e+06,-5.485966e-01, 6.037586,1.117741e+00,3.198369e-01
"328","gene_0328",3.429412e+06,3.071837e+06,1.102143e+06,2.827489e+06,2.029777e+06,3.496815e+06, 2.106573e-01, 5.727247,2.049191e-01,6.622338e-01
"329","gene_0329",3.287810e+09,3.199590e+09,3.169109e+09,2.725304e+09,3.339211e+09,2.726797e+09,-7.675317e-02,15.908178,2.100156e-01,8.730296e-01
"330","gene_0330",2.501396e+07,2.791099e+07,3.049797e+07,2.400697e+07,2.472608e+07,2.248934e+06,-6.297643e-01, 8.814337,7.684102e-01,4.050608e-01
"331","gene_0331",5.317512e+06,7.981011e+06,3.964672e+06,8.817511e+06,6.878488e+06,8.517331e+06, 5.574983e-01, 7.117095,1.748289e+00,3.871846e-01
"332","gene_0332",3.744003e+06,4.749782e+06,2.605087e+06,4.808848e+06,5.379199e+06,3.016429e+06, 3.250062e-01, 6.345535,5.927339e-01,5.419039e-01
"333","gene_0333",5.068544e+06,5.304775e+06,6.393081e+06,6.048475e+06,2.545839e+06,3.774044e+06,-3.671916e-01, 6.609462,6.478150e-01,5.189367e-01
"334","gene_0334",2.313972e+06,2.874023e+06,2.453908e+06,3.092452e+06,2.648823e+06,4.994158e+06, 5.405354e-01, 5.938591,2.079386e+00,2.617109e-01
"335","gene_0335",4.181039e+06,5.174693e+07,4.353191e+07,5.465007e+07,3.559102e+07,5.106884e+07, 5.547384e-01, 9.665121,6.001153e-01,4.597656e-01
"336","gene_0336",4.446350e+06,3.105427e+06,2.222651e+06,4.431489e+06,4.508137e+06,4.431612e+06, 5.230493e-01, 6.271913,1.826702e+00,3.181976e-01
"337","gene_0337",2.487060e+06,6.316702e+06,3.732601e+06,3.992885e+06,2.512949e+06,4.666955e+06,-1.081427e-01, 6.305203,5.239066e-02,8.374173e-01
"338","gene_0338",2.529937e+06,2.036739e+06,4.915988e+06,4.874964e+06,4.095193e+06,2.429672e+06, 3.231042e-01, 6.141306,4.215604e-01,5.334934e-01
"339","gene_0339",1.846997e+06,2.886460e+06,2.448913e+06,5.997875e+06,2.763011e+06,4.134868e+06, 9.150389e-01, 6.085332,4.397218e+00,6.873119e-02
"340","gene_0340",8.316298e+06,2.765579e+06,4.319551e+06,3.377677e+06,1.939186e+06,5.393611e+06,-4.629757e-01, 6.431648,7.228292e-01,4.187715e-01
"341","gene_0341",6.276723e+06,8.002393e+06,1.344997e+07,8.545183e+06,8.604500e+06,8.676189e+06,-5.795100e-02, 7.488589,1.749084e-02,9.324029e-01
"342","gene_0342",2.068710e+06,2.501601e+06,5.250306e+06,2.757979e+06,3.052162e+06,3.769992e+06,-1.880370e-03, 6.023045,1.688883e-05,9.969425e-01
"343","gene_0343",2.245118e+06,8.934961e+06,4.582235e+06,3.221140e+06,4.194042e+06,2.416420e+06,-6.205349e-01, 6.412422,1.273613e+00,2.902641e-01
"344","gene_0344",3.691383e+06,3.709389e+06,3.572518e+06,3.729575e+06,2.274141e+06,1.483260e+06,-4.697130e-01, 5.948765,1.159640e+00,3.303396e-01
"345","gene_0345",9.417103e+07,1.003997e+08,8.867413e+07,1.043402e+08,9.459627e+07,1.327798e+08, 2.846151e-01,11.003018,3.042351e+00,4.628199e-01
"346","gene_0346",3.683179e+06,2.573232e+06,7.191992e+06,3.187160e+06,2.633482e+06,3.587183e+06,-4.743250e-01, 6.258111,9.827017e-01,3.634790e-01
"347","gene_0347",1.504301e+07,1.894705e+07,1.644197e+07,1.996805e+07,1.805506e+07,2.991509e+07, 4.810701e-01, 8.626488,2.459238e+00,4.220308e-01
"348","gene_0348",6.596915e+06,6.757696e+06,5.341857e+06,3.114243e+06,2.164196e+06,4.757559e+06,-8.413878e-01, 6.569607,4.020150e+00,1.377173e-01
"349","gene_0349",1.239099e+06,4.789720e+06,3.358208e+06,2.628157e+06,2.717672e+06,3.501909e+06,-3.910152e-02, 5.927896,5.987989e-03,9.401298e-01
"350","gene_0350",3.870719e+06,5.605377e+06,2.157157e+06,1.763659e+06,2.144931e+06,4.433209e+06,-4.286047e-01, 6.039566,7.562722e-01,4.086401e-01
"351","gene_0351",3.838284e+06,5.590051e+06,3.719198e+06,5.847587e+06,2.588868e+06,1.887061e+06,-2.575531e-01, 6.300224,2.443362e-01,6.337490e-01
"352","gene_0352",7.974430e+06,5.071356e+06,2.663220e+06,2.633883e+06,2.229193e+06,2.389256e+06,-1.034815e+00, 6.238796,5.146039e+00,5.147314e-02
"353","gene_0353",3.587631e+06,5.330613e+06,8.696539e+06,2.913032e+06,4.610558e+06,2.534746e+06,-7.660692e-01, 6.531157,2.491831e+00,1.719013e-01
"354","gene_0354",2.386396e+07,3.174905e+07,2.745908e+07,2.209107e+07,2.474113e+06,4.194653e+06,-1.421638e+00, 8.544299,3.465372e+00,9.790108e-02
"355","gene_0355",3.826781e+06,2.212429e+06,2.712760e+06,2.063612e+06,3.167054e+06,4.257810e+06, 1.646352e-01, 5.919005,1.718304e-01,7.304773e-01
"356","gene_0356",8.245754e+06,3.745949e+06,2.117749e+06,5.043836e+06,3.510682e+06,3.811877e+06,-1.010600e-01, 6.457146,3.655641e-02,8.535216e-01
"357","gene_0357",3.279967e+06,7.740042e+06,2.711500e+06,2.548311e+06,4.626757e+06,2.450509e+06,-4.489324e-01, 6.273655,7.635903e-01,4.064760e-01
"358","gene_0358",3.654975e+06,2.444791e+06,2.971092e+07,1.965957e+06,2.123069e+06,2.863901e+06,-2.357316e+00, 7.172979,6.411224e+00,3.382163e-02
"359","gene_0359",3.095502e+07,3.606210e+07,1.879805e+07,1.370301e+07,1.481998e+07,8.341700e+06,-1.141905e+00, 8.662055,9.569731e+00,5.677483e-02
"360","gene_0360",4.331364e+06,1.053362e+06,8.446604e+06,3.240421e+06,3.183473e+06,2.047086e+06,-6.613153e-01, 6.228057,9.302053e-01,3.617303e-01
"361","gene_0361",2.650439e+06,2.469367e+06,3.485804e+06,2.731383e+06,3.201419e+06,3.426300e+06, 1.689899e-01, 5.907839,2.388903e-01,7.228711e-01
"362","gene_0362",4.213390e+06,5.464166e+06,3.387853e+06,1.890101e+07,3.960250e+06,3.333855e+06, 1.114825e+00, 7.074077,2.407824e+00,1.575109e-01
"363","gene_0363",3.481192e+06,2.177257e+06,2.484700e+06,4.382401e+06,2.860568e+06,2.445097e+06, 3.299184e-01, 5.904574,6.741801e-01,4.887083e-01
"364","gene_0364",2.911235e+06,2.573071e+06,3.204949e+06,3.040590e+06,5.019249e+06,5.093762e+06, 6.426086e-01, 6.188086,2.952551e+00,2.110527e-01
"365","gene_0365",4.906803e+07,4.684397e+07,3.954435e+06,3.908030e+06,3.232502e+06,2.537946e+06,-3.270484e+00, 8.466199,1.645872e+01,3.289839e-03
"366","gene_0366",3.585866e+06,1.480261e+06,5.910956e+06,4.059864e+06,3.361235e+06,1.921684e+06,-1.740951e-01, 6.097384,9.282148e-02,7.680269e-01
"367","gene_0367",5.953687e+07,4.801993e+07,3.214698e+07,2.534377e+06,1.834417e+06,4.048764e+06,-3.991505e+00, 8.912983,9.935607e+01,6.084135e-06
"368","gene_0368",4.315960e+06,3.072113e+06,3.762760e+06,3.387478e+06,4.197620e+06,1.948443e+06,-1.583389e-01, 6.110306,1.440646e-01,7.523932e-01
"369","gene_0369",2.779916e+06,4.795102e+06,2.235398e+06,5.194776e+06,8.246200e+05,3.632144e+06, 6.188492e-02, 6.028070,9.098771e-03,9.262418e-01
"370","gene_0370",3.525098e+07,4.353614e+07,3.521606e+07,5.893004e+07,5.692504e+07,5.012302e+07, 6.061074e-01, 9.875682,9.707056e+00,1.678789e-01
"371","gene_0371",1.398396e+07,1.095503e+07,1.034199e+07,1.112498e+07,9.553381e+06,1.068201e+07,-1.036538e-01, 7.794445,8.307976e-02,8.810365e-01
"372","gene_0372",3.054405e+06,3.471698e+06,2.421199e+06,2.956994e+06,3.210063e+06,3.026272e+06, 1.027805e-01, 5.918009,9.519950e-02,8.296472e-01
"373","gene_0373",3.571404e+06,1.674234e+06,3.173976e+06,3.357905e+06,2.556928e+06,3.663776e+06, 2.445926e-01, 5.911527,3.606778e-01,6.082141e-01
"374","gene_0374",3.715384e+06,4.362035e+06,5.539099e+06,4.029083e+06,1.426334e+06,1.617013e+06,-8.652611e-01, 6.115242,2.806762e+00,1.305664e-01
"375","gene_0375",4.817095e+07,4.114489e+07,2.898494e+07,3.184603e+07,2.484393e+07,3.632199e+07,-2.797425e-01, 9.453686,1.227601e+00,5.589804e-01
"376","gene_0376",2.498294e+07,3.192404e+07,1.833402e+07,2.612903e+07,1.936596e+07,3.444998e+07, 1.496991e-01, 9.012638,2.346071e-01,7.798828e-01
"377","gene_0377",8.951811e+05,1.466789e+06,2.303921e+06,2.999457e+06,1.555007e+06,4.144969e+06, 9.379588e-01, 5.491588,3.604484e+00,9.240117e-02
"378","gene_0378",3.804881e+06,2.596236e+06,1.406024e+06,3.682387e+06,3.885503e+06,3.407849e+06, 5.682411e-01, 5.969921,1.825356e+00,2.419897e-01
"379","gene_0379",1.615019e+06,4.367481e+06,6.376574e+06,3.935758e+06,5.429244e+06,2.326146e+06,-3.474294e-02, 6.339094,3.552033e-03,9.538676e-01
"380","gene_0380",3.859092e+06,2.747618e+06,2.499434e+06,1.944800e+06,1.377786e+06,3.532113e+06,-3.550212e-01, 5.722550,7.156226e-01,4.343990e-01
"381","gene_0381",2.582040e+06,2.951711e+06,2.098897e+06,5.811302e+06,1.780462e+06,3.467009e+06, 6.192273e-01, 5.979444,1.606736e+00,2.389327e-01
"382","gene_0382",3.349560e+06,1.791939e+06,4.726202e+06,8.552935e+05,3.674942e+06,3.788040e+06,-2.261255e-01, 5.914538,1.422850e-01,7.153648e-01
"383","gene_0383",8.698782e+07,1.080797e+08,1.658001e+08,1.131797e+08,1.066701e+08,7.104009e+07,-2.547108e-01,11.095167,7.204536e-01,5.098532e-01
"384","gene_0384",4.216604e+06,2.002776e+06,4.251646e+06,2.446673e+06,7.823594e+06,3.650088e+06, 4.532421e-01, 6.345809,7.128454e-01,4.218756e-01
"385","gene_0385",1.808700e+07,9.559078e+06,6.987621e+06,8.054480e+06,1.010503e+07,1.712796e+07, 8.553199e-02, 7.851466,3.223856e-02,9.014980e-01
"386","gene_0386",1.600521e+06,2.257728e+06,3.968603e+06,5.862725e+06,1.974478e+06,2.430581e+06, 4.617213e-01, 5.943905,6.577120e-01,4.397235e-01
"387","gene_0387",3.343668e+06,6.008236e+06,6.075956e+06,2.313443e+06,2.992957e+06,4.708611e+06,-5.871714e-01, 6.400717,1.754323e+00,2.782334e-01
"388","gene_0388",6.439780e+06,3.514334e+06,4.844680e+06,2.443233e+06,3.831399e+06,4.616314e+06,-3.940564e-01, 6.409937,8.957382e-01,4.669971e-01
"389","gene_0389",4.781991e+06,4.335870e+06,2.470497e+06,2.717408e+06,1.156721e+06,6.286310e+07, 2.543570e+00, 8.004386,4.034820e+00,7.771760e-02
"390","gene_0390",6.324684e+07,7.584286e+07,3.258106e+07,3.377096e+07,3.191099e+07,2.933602e+07,-7.784974e-01, 9.783337,6.996589e+00,8.247524e-02
"391","gene_0391",2.583830e+06,4.716287e+06,4.855909e+06,5.411586e+06,5.705295e+06,4.746327e+06, 4.372862e-01, 6.556463,1.096489e+00,4.366179e-01
"392","gene_0392",2.097123e+06,8.496693e+06,9.253386e+06,8.537013e+06,8.610705e+06,1.845796e+07, 8.699047e-01, 7.536123,1.939628e+00,2.084004e-01
"393","gene_0393",4.789588e+06,3.885180e+06,2.140312e+06,1.702885e+06,3.507010e+06,3.904618e+06,-1.921932e-01, 6.037890,1.831877e-01,6.965328e-01
"394","gene_0394",8.850086e+06,7.375707e+06,8.493278e+06,8.572176e+06,1.787798e+07,1.654197e+06, 2.519875e-01, 7.468525,1.202069e-01,7.373295e-01
"395","gene_0395",2.393118e+06,2.636623e+06,3.118239e+06,3.043627e+06,6.047259e+06,1.832180e+06, 4.782006e-01, 5.999511,9.665523e-01,3.529865e-01
"396","gene_0396",7.187009e+06,5.635804e+06,1.252614e+06,9.622231e+06,1.332498e+07,9.552322e+06, 1.288472e+00, 7.284038,4.440042e+00,6.651505e-02
"397","gene_0397",3.125141e+06,2.965060e+06,3.360373e+06,3.635570e+06,2.411986e+06,2.595354e+06,-6.107626e-02, 5.921337,2.876975e-02,8.983457e-01
"398","gene_0398",4.423184e+08,5.102999e+08,4.034795e+08,5.565399e+08,5.161911e+08,4.953112e+08, 2.745032e-01,13.255774,3.031153e+00,5.125601e-01
"399","gene_0399",3.025160e+06,2.577105e+06,4.495032e+06,3.067347e+06,2.797332e+06,3.312319e+06,-8.880970e-02, 6.011094,5.477981e-02,8.559698e-01
"400","gene_0400",8.047783e+06,3.265698e+06,6.722470e+06,5.362856e+06,1.687657e+06,2.685669e+06,-8.059457e-01, 6.534769,1.992700e+00,1.939819e-01
"401","gene_0401",4.147470e+06,2.685557e+06,4.459220e+06,3.426086e+06,4.129770e+06,3.533533e+06, 2.763610e-02, 6.224362,5.299374e-03,9.573199e-01
"402","gene_0402",4.640285e+07,5.047585e+07,4.423393e+07,2.668009e+07,2.943501e+07,2.109486e+06,-1.192598e+00, 9.372206,2.534587e+00,1.482144e-01
"403","gene_0403",4.301713e+06,6.856591e+06,7.068487e+06,9.685667e+06,1.181798e+07,8.275700e+06, 7.622432e-01, 7.335063,3.319686e+00,2.575432e-01
"404","gene_0404",1.886593e+07,2.171306e+07,1.969000e+07,1.539395e+07,1.471700e+07,1.828605e+07,-2.601674e-01, 8.498498,8.287832e-01,6.743647e-01
"405","gene_0405",5.760130e+06,3.034194e+07,4.131259e+06,2.580398e+07,3.930796e+06,2.638290e+07, 5.601662e-01, 8.333904,4.008616e-01,5.434804e-01
"406","gene_0406",5.760010e+06,7.261419e+06,8.687984e+06,6.634103e+06,1.136599e+07,6.236218e+06, 2.082221e-01, 7.264472,2.310246e-01,7.530392e-01
"407","gene_0407",3.818461e+06,6.377856e+06,1.483106e+06,7.324658e+06,3.904266e+06,2.418800e+06, 3.263906e-01, 6.411701,2.709671e-01,6.161127e-01
"408","gene_0408",1.535197e+07,1.690504e+07,1.699704e+07,1.368697e+07,1.626300e+07,1.422495e+07,-1.008920e-01, 8.283451,1.073088e-01,8.768671e-01
"409","gene_0409",2.264153e+06,2.903678e+06,3.603307e+06,1.360108e+06,4.213799e+06,1.343570e+06,-2.996238e-01, 5.708090,3.387391e-01,5.758299e-01
"410","gene_0410",3.098701e+07,4.612668e+06,1.866303e+07,1.794900e+07,1.254996e+07,4.169174e+06,-5.548143e-01, 8.214758,5.696425e-01,4.710136e-01
"411","gene_0411",2.828606e+06,4.700621e+06,2.796925e+06,2.747218e+06,3.218350e+06,5.262548e+06, 1.695471e-01, 6.161584,1.673561e-01,7.387888e-01
"412","gene_0412",2.036669e+06,2.142717e+06,2.873664e+06,1.427085e+06,4.368632e+06,1.455063e+06, 8.364156e-02, 5.576967,2.869816e-02,8.694836e-01
"413","gene_0413",4.914387e+06,2.440762e+06,3.710494e+06,2.177241e+06,1.065582e+06,3.990644e+06,-5.624081e-01, 5.920568,1.161580e+00,3.110899e-01
"414","gene_0414",1.425731e+06,1.393740e+06,3.446236e+06,2.890545e+06,5.108648e+06,2.351761e+06, 7.627310e-01, 5.807576,2.206432e+00,1.739392e-01
"415","gene_0415",3.586984e+06,1.000245e+07,2.045979e+06,2.875956e+06,4.743531e+06,3.432718e+06,-4.344733e-01, 6.462155,5.407195e-01,4.821432e-01
"416","gene_0416",3.591687e+06,2.542084e+06,1.351500e+06,4.183851e+06,3.968989e+06,1.724444e+06, 4.905237e-01, 5.863513,9.605617e-01,3.544052e-01
"417","gene_0417",7.176057e+06,4.967608e+06,2.931952e+06,3.669240e+06,2.822770e+06,2.765981e+06,-6.215228e-01, 6.331245,2.050940e+00,2.430780e-01
"418","gene_0418",7.653191e+06,8.914176e+06,1.046203e+07,1.002598e+07,1.270198e+07,4.920522e+06, 9.547483e-02, 7.519850,4.117699e-02,8.892164e-01
"419","gene_0419",1.703006e+07,1.815294e+07,1.458700e+07,2.037900e+07,1.655106e+07,2.139203e+07, 2.920854e-01, 8.496607,9.930450e-01,6.373566e-01
"420","gene_0420",4.452086e+06,2.368283e+06,3.451567e+06,2.777663e+06,1.708525e+06,1.697017e+06,-6.563618e-01, 5.776330,2.590783e+00,1.555511e-01
"421","gene_0421",2.685073e+06,2.476035e+06,3.017704e+06,1.931526e+06,1.352184e+06,4.056320e+06,-1.148162e-01, 5.687878,6.778267e-02,8.008569e-01
"422","gene_0422",9.452274e+06,9.840294e+06,1.070395e+07,1.492803e+07,4.540501e+06,2.890004e+06,-3.258392e-01, 7.464649,2.589638e-01,6.328591e-01
"423","gene_0423",3.929189e+06,6.395696e+06,5.289244e+06,2.349382e+06,1.772433e+06,2.786900e+06,-1.121345e+00, 6.222384,8.037730e+00,3.186345e-02
"424","gene_0424",2.410699e+06,2.301607e+06,2.421115e+06,1.043190e+06,2.792798e+06,3.344966e+06, 4.462471e-02, 5.566778,1.085250e-02,9.194729e-01
"425","gene_0425",4.112488e+06,7.117495e+05,5.236640e+06,3.775536e+06,2.597118e+06,2.569578e+06,-1.122665e-01, 5.997456,2.884592e-02,8.691516e-01
"426","gene_0426",2.207558e+06,4.324524e+06,2.138014e+06,6.591658e+06,3.144502e+06,3.300012e+06, 6.728931e-01, 6.196095,1.860792e+00,2.079323e-01
"427","gene_0427",1.379381e+06,1.737378e+06,3.499264e+06,2.335678e+06,1.718347e+06,5.032905e+06, 4.829084e-01, 5.715321,8.221596e-01,3.897987e-01
"428","gene_0428",1.711334e+06,1.204900e+07,1.022601e+07,9.673188e+06,4.254623e+06,3.616995e+06,-3.792346e-01, 7.130505,2.602404e-01,6.230768e-01
"429","gene_0429",1.650578e+06,2.241697e+06,1.963791e+06,4.913433e+06,5.333496e+06,3.007597e+06, 1.244253e+00, 6.013126,9.902257e+00,1.283784e-02
"430","gene_0430",6.965474e+06,4.546012e+06,2.714077e+06,4.704761e+06,1.869071e+06,2.275260e+06,-5.872102e-01, 6.260467,1.242858e+00,2.957744e-01
"431","gene_0431",2.402475e+06,4.833142e+06,2.100600e+06,2.218142e+06,3.130583e+06,3.442392e+06,-3.124136e-02, 5.910264,5.462381e-03,9.477468e-01
"432","gene_0432",4.542490e+07,3.198407e+07,3.107799e+07,3.058604e+07,2.688690e+07,4.824011e+07, 1.907702e-02, 9.474347,4.929621e-03,9.680347e-01
"433","gene_0433",2.641306e+06,1.542832e+06,3.167625e+06,2.624680e+06,3.543933e+06,2.594419e+06, 3.040180e-01, 5.754310,6.018445e-01,5.067434e-01
"434","gene_0434",3.310023e+06,6.474691e+06,1.480569e+06,2.166102e+06,1.641712e+06,2.570665e+06,-7.482960e-01, 5.862293,2.011391e+00,1.921087e-01
"435","gene_0435",2.924969e+06,2.864635e+06,2.136488e+06,6.792023e+06,2.781786e+06,6.140693e+06, 1.060753e+00, 6.315779,5.486203e+00,4.706385e-02
"436","gene_0436",3.690206e+06,2.848636e+06,2.547958e+06,1.002277e+06,2.497200e+06,1.472902e+06,-8.161719e-01, 5.535917,4.249219e+00,7.151416e-02
"437","gene_0437",5.007468e+06,3.528002e+06,1.381498e+07,5.266598e+06,1.543904e+07,6.712878e+06, 3.185393e-01, 7.384482,2.373564e-01,6.385720e-01
"438","gene_0438",3.270705e+06,5.459964e+06,2.007808e+06,2.292706e+06,3.029777e+06,3.539441e+06,-2.169389e-01, 6.019033,2.463951e-01,6.582715e-01
"439","gene_0439",2.893391e+06,3.362284e+06,3.683179e+06,1.396186e+06,9.165486e+06,2.084153e+06, 3.867123e-01, 6.232730,3.288010e-01,5.813773e-01
"440","gene_0440",9.408621e+07,8.158101e+07,4.199895e+07,3.437389e+07,4.802992e+07,3.574505e+07,-8.114445e-01,10.112279,7.988468e+00,5.539355e-02
"441","gene_0441",4.250880e+06,6.690673e+06,2.932541e+06,2.020191e+06,4.347094e+06,2.890224e+06,-5.262412e-01, 6.255634,1.323577e+00,3.132966e-01
"442","gene_0442",3.625830e+06,2.147386e+06,2.108039e+06,3.250207e+06,2.739498e+06,1.495535e+06, 8.869177e-03, 5.683665,4.350959e-04,9.842349e-01
"443","gene_0443",6.406256e+06,5.769161e+06,2.910045e+06,5.012851e+06,5.414137e+06,4.262741e+06, 3.706745e-02, 6.629657,7.673914e-03,9.482788e-01
"444","gene_0444",2.786823e+06,4.183010e+06,3.160015e+06,1.079581e+06,1.267637e+06,4.677772e+06,-4.993161e-01, 5.821633,7.697151e-01,4.046790e-01
"445","gene_0445",4.768790e+07,5.449083e+07,8.637976e+07,5.756985e+07,5.260111e+07,6.689894e+07,-4.542771e-02,10.257496,3.009874e-02,9.122398e-01
"446","gene_0446",3.812749e+06,2.248638e+06,3.003368e+06,2.209610e+06,2.278780e+06,2.760752e+06,-2.650481e-01, 5.760667,5.890587e-01,5.632926e-01
"447","gene_0447",1.024822e+07,1.473423e+06,3.255076e+06,2.499538e+06,1.776788e+06,3.222547e+06,-9.234386e-01, 6.206363,1.925483e+00,2.009264e-01
"448","gene_0448",3.848647e+06,4.345950e+06,4.697429e+06,2.608502e+06,3.502685e+06,2.310222e+06,-5.582966e-01, 6.148794,2.307861e+00,2.719915e-01
"449","gene_0449",4.307920e+06,2.975643e+06,4.020100e+06,1.930295e+06,3.220270e+06,3.679504e+06,-3.119699e-01, 6.060950,6.551860e-01,5.293673e-01
"450","gene_0450",1.617809e+06,3.958164e+06,2.882602e+06,2.671966e+06,2.993392e+06,4.880204e+06, 3.603398e-01, 5.985551,6.468618e-01,4.590628e-01
"451","gene_0451",2.479194e+06,3.101103e+06,5.797904e+06,2.387468e+06,2.974406e+06,4.102011e+06,-2.348937e-01, 6.121585,2.663549e-01,6.408261e-01
"452","gene_0452",4.722371e+06,3.371011e+06,1.912012e+06,3.002910e+06,2.206763e+06,4.090200e+06,-3.610753e-02, 5.999256,6.855940e-03,9.409908e-01
"453","gene_0453",4.678680e+06,3.453960e+06,3.160760e+06,1.983697e+06,2.326710e+06,3.050554e+06,-5.611173e-01, 5.946964,2.516255e+00,2.451084e-01
"454","gene_0454",1.381534e+06,2.206640e+06,4.154519e+06,3.839854e+06,3.193352e+06,7.900705e+06, 9.723250e-01, 6.248584,3.087432e+00,1.151394e-01
"455","gene_0455",3.477020e+06,4.495344e+06,4.730693e+06,2.519437e+06,2.010747e+06,6.113173e+06,-2.191934e-01, 6.275650,2.022573e-01,6.753275e-01
"456","gene_0456",2.579232e+06,3.004763e+06,2.098810e+06,1.721339e+06,2.507347e+06,4.306367e+06, 1.962286e-01, 5.747686,2.402373e-01,6.675459e-01
"457","gene_0457",9.471581e+08,9.873799e+08,8.212180e+08,7.307892e+08,8.111087e+08,6.281701e+08,-2.801214e-01,14.001282,2.820944e+00,5.210002e-01
"458","gene_0458",3.239276e+06,2.613805e+06,2.347185e+06,2.443368e+06,1.696629e+06,3.724125e+06,-3.034784e-03, 5.738176,6.292977e-05,9.946844e-01
"459","gene_0459",1.456052e+06,2.165277e+06,1.966802e+06,2.651284e+06,2.052954e+06,2.982995e+06, 5.153945e-01, 5.475709,2.414612e+00,2.247438e-01
"460","gene_0460",4.386686e+06,3.994933e+06,2.587397e+06,2.439848e+06,2.812614e+06,3.472757e+06,-2.690756e-01, 6.027044,5.479027e-01,5.841468e-01
"461","gene_0461",2.774449e+06,6.733523e+06,3.061442e+06,2.341903e+06,4.391341e+06,4.927246e+06,-6.160200e-02, 6.326771,1.604049e-02,9.074392e-01
"462","gene_0462",3.200088e+06,4.581060e+06,3.679351e+06,1.036251e+07,5.232286e+06,3.296309e+06, 8.075599e-01, 6.688011,2.401199e+00,1.664218e-01
"463","gene_0463",2.881163e+06,5.499275e+06,9.750928e+05,2.086567e+06,2.102960e+06,1.960921e+06,-5.271881e-01, 5.678299,9.079338e-01,3.672535e-01
"464","gene_0464",1.857602e+06,5.005074e+06,4.549259e+06,2.718369e+06,4.026682e+06,5.598892e+06, 1.471726e-01, 6.306916,8.894411e-02,7.801612e-01
"465","gene_0465",2.702910e+07,2.895502e+07,3.500190e+07,2.574199e+07,3.516605e+07,2.627104e+07,-9.705260e-03, 9.217038,1.527653e-03,9.847284e-01
"466","gene_0466",5.287411e+06,3.437742e+06,3.699400e+06,2.980845e+06,3.404614e+06,6.960551e+06, 1.497636e-01, 6.416041,1.142264e-01,7.822499e-01
"467","gene_0467",1.121798e+07,1.194903e+07,1.289904e+07,1.374401e+07,1.244299e+07,1.492596e+07, 2.450239e-01, 8.012115,5.256626e-01,7.193181e-01
"468","gene_0468",5.123897e+06,3.452835e+06,2.849071e+06,1.604253e+06,4.430721e+06,1.051299e+07, 5.679429e-01, 6.525659,8.206245e-01,3.902218e-01
"469","gene_0469",1.797213e+06,4.521155e+06,3.121028e+06,5.006566e+06,3.787856e+06,7.332532e+06, 8.217804e-01, 6.420305,2.975428e+00,1.322570e-01
"470","gene_0470",2.799485e+06,6.467784e+06,4.076925e+06,2.068036e+06,2.196096e+06,3.710160e+06,-6.968452e-01, 6.141901,2.415532e+00,1.703339e-01
"471","gene_0471",3.844008e+06,2.637300e+06,2.097937e+06,1.382272e+06,4.986963e+06,2.906860e+06, 1.642479e-01, 5.884640,1.110964e-01,7.470608e-01
"472","gene_0472",8.498718e+08,1.033599e+09,7.952317e+08,5.156404e+08,5.715522e+08,4.703697e+08,-7.193267e-01,13.778977,1.827205e+01,9.680350e-02
"473","gene_0473",3.862999e+06,3.524727e+06,4.363789e+06,2.342894e+06,1.717264e+06,1.653716e+06,-9.744352e-01, 5.860735,7.401896e+00,4.021405e-02
