TF_name	fam_symbol	fam_description	numSequences	aln_len	aln_percent_identity	hgnc	pfam	numSpecies
TF319909	NaN	NaN	595 	480	45.2632508182798	GNG2->NaN GNG7->NaN GNG10->NaN GNG3->NaN GNG8->NaN GNGT1->NaN GNG11->NaN GNG5->NaN GNG13->NaN GNGT2->NaN GNG4->NaN GNG12->NaN	G-gamma->PF00631.17->100 Adap_comp_sub->PF00928.16->1	94
TF337901	NaN	NaN	31 	231	68.9506126437646	TNFRSF12A->NaN	stn_TNFRSF12A->PF12191.3->100	31
TF336041	NaN	NaN	90 	1466	39.20234337334	MMRN1->NaN MMRN2->NaN	C1q->PF00386.16->87 EMI->PF07546.8->90 EGF->PF00008.22->41	47
TF351525	NaN	NaN	2 	259	26.9662921348315	NaN		2
TF317854	NaN	NaN	1026 	3579	52.8894390643263	KRT74->NaN KRT77->NaN KRT6B->NaN KRT83->NaN KRT76->NaN KRT84->NaN KRT86->NaN KRT80->NaN KRT81->NaN KRT8->NaN KRT71->NaN KRT78->NaN KRT7->NaN KRT79->NaN KRT72->NaN KRT73->NaN KRT6C->NaN KRT5->NaN KRT6A->NaN KRT2->NaN KRT75->NaN KRT1->NaN KRT82->NaN KRT4->NaN	Filament->PF00038.16->99 NACHT->PF05729.7->1 E2R135->PF11570.3->1 Filament_head->PF04732.9->1 LRR_6->PF13516.1->1	56
TF350543	NaN	NaN	193 	4000	48.8221651037793	RBBP6->NaN	zf-Nse->PF11789.3->1 zf-CCHC->PF00098.18->33 zf-C3HC4_2->PF13923.1->34 DWNN->PF08783.6->83 U-box->PF04564.10->4 zf-CCHC_2->PF13696.1->4 zf-C3HC4->PF00097.20->2	94
TF333220	NaN	NaN	40 	268	61.7347431907367	RNF222->NaN	zf-RING_2->PF13639.1->97	40
TF350163	NaN	NaN	81 	1484	63.165025065311	PCIF1->NaN	WW->PF00397.21->95 PCIF1_WW->PF12237.3->96	81
TF322070	NaN	NaN	5 	301	49.3686868686869	NaN	7TM_GPCR_Srz->PF10325.4->20	4
TF329009	NaN	NaN	167 	2429	45.3838088369303	ZNF687->NaN ZNF532->NaN ZNF592->NaN	zf-C2H2_4->PF13894.1->58 zf-met->PF12874.2->2 zf-C2H2->PF00096.21->77 zf-C2H2_2->PF12756.2->1 zf-H2C2_2->PF13465.1->1	56
TF314735	NaN	NaN	253 	2997	38.4731943961422	PDPR->NaN SARDH->NaN DMGDH->NaN	DAO->PF01266.19->97 GCV_T->PF01571.16->98 GCV_T_C->PF08669.6->92 Cys_Met_Meta_PP->PF01053.15->1 TFIIS_M->PF07500.9->1 COesterase->PF00135.23->1 Med26->PF08711.6->1 Myotub-related->PF06602.9->1	102
TF329880	NaN	NaN	71 	675	34.9713117880646	NaN		4
TF352046	NaN	NaN	43 	695	50.1656439878478	NaN	p450->PF00067.17->100	26
TF353790	NaN	NaN	2 	202	31.3559322033898	NaN		1
TF327338	NaN	NaN	12 	331	59.0309939437122	NaN		6
TF326769	NaN	NaN	79 	724	45.3664205505409	FBXL15->NaN	LRR_7->PF13504.1->3 LRR_6->PF13516.1->55 LRR_1->PF00560.28->5 F-box->PF00646.28->53 F-box-like->PF12937.2->2	75
TF314835	NaN	NaN	105 	802	45.6361038018329	TRMT6->NaN	Gcd10p->PF04189.8->99	103
TF321188	NaN	NaN	5 	511	63.303457106274	NaN		4
TF334949	NaN	NaN	116 	782	51.5140254000192	NaN	GVQW->PF13900.1->50	6
TF314111	NaN	NaN	118 	1315	64.8142180743128	U2AF2->NaN	RRM_6->PF14259.1->92 RRM_5->PF13893.1->53 RRM_1->PF00076.17->98 Transformer->PF06495.6->1 DUF1777->PF08648.7->1	91
TF331795	NaN	NaN	64 	718	55.3803608907428	CMBL->NaN	DLH->PF01738.13->100 TBCC->PF07986.7->1	55
TF338516	NaN	NaN	16 	188	60.6369426751592	TNP2->NaN	TP2->PF01254.13->93	16
TF352523	NaN	NaN	59 	386	44.987537083462	NaN	Dimer_Tnp_hAT->PF05699.9->64	12
TF352460	NaN	NaN	213 	1262	80.152694973032	NaN	RVT_1->PF00078.22->100 Exo_endo_phos_2->PF14529.1->15 Exo_endo_phos->PF03372.18->1	1
TF321089	NaN	NaN	7 	198	70.1855670103093	NaN		5
TF344174	NaN	NaN	7 	109	68.8589094997189	NaN		6
TF317937	NaN	NaN	6 	187	63.4054954204829	NaN		5
TF321841	NaN	NaN	5 	376	56.3492063492063	NaN	bZIP_2->PF07716.10->80	5
TF105727	SDAD1	SDA1 domain containing 1	110 	1783	55.0805039317044	SDAD1->NaN	Robl_LC7->PF03259.12->1 NUC130_3NT->PF08158.7->90 SDA1->PF05285.7->95 HEAT_2->PF13646.1->1	102
TF343152	NaN	NaN	5 	261	48.4688995215311	NaN		5
TF316860	NaN	NaN	156 	2619	45.4501256058922	HIP1->NaN HIP1R->NaN	ANTH->PF07651.11->98 I_LWEQ->PF01608.12->95 DDE_Tnp_4->PF13359.1->1	97
TF106476	JARID1A/1B/SMCX/Y	Jumonji, AT rich interactive domain 1A/1B/ Smcy homolog, X/Y-linked (mouse)	224 	4972	51.591998784287	KDM5C->NaN KDM5B->NaN KDM5D->NaN KDM5A->NaN	JmjN->PF02375.12->73 Mss4->PF04421.8->1 JmjC->PF02373.17->98 PHD->PF00628.24->98 PLU-1->PF08429.6->93 zf-C5HC2->PF02928.11->95 ARID->PF01388.16->90	101
TF330051	NaN	NaN	13 	1686	25.1848445183429	NaN	A2M_N->PF01835.14->92 A2M_N_2->PF07703.9->61 ANATO->PF01821.13->15 A2M->PF00207.17->7 A2M_recep->PF07677.9->7 Methyltransf_FA->PF12248.3->7 A2M_comp->PF07678.9->7	12
TF341885	NaN	NaN	50 	856	72.5863704148914	ZNF222->NaN ZNF284->NaN ZNF221->NaN ZNF223->NaN ZNF225->NaN ZNF230->NaN ZNF155->NaN	zf-C2H2->PF00096.21->14 zf-C2H2_6->PF13912.1->40 KRAB->PF01352.22->94 zf-H2C2_2->PF13465.1->100 zf-C2H2_4->PF13894.1->2	11
TF300160	NaN	NaN	145 	567	64.1859578895327	ATP6V1D->NaN	ATP-synt_D->PF01813.12->100 Guanylate_cyc_2->PF09778.4->1	106
TF325551	NaN	NaN	40 	3928	33.778715296975	NaN	zf-C2H2_4->PF13894.1->45 zf-C2H2_6->PF13912.1->42 zf-H2C2_2->PF13465.1->45 zf-C2H2->PF00096.21->45	23
TF351326	NaN	NaN	71 	1949	47.2378422857888	PPIL6->NaN	Pro_isomerase->PF00160.16->92	66
TF328500	NaN	NaN	89 	761	36.037281236129	C11orf65->NaN CXorf58->NaN	IQ->PF00612.22->2	55
TF351803	NaN	NaN	12 	1201	77.0875648837734	NaN	DUF2967->PF11179.3->100	12
TF105738	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	113 	799	78.0275184594867	COPS2->NaN	PCI->PF01399.22->88 PCI_Csn8->PF10075.4->7	106
TF336859	NaN	NaN	356 	4350	36.1017892715089	PSG9->NaN PSG8->NaN CEACAM4->NaN CEACAM5->NaN PSG11->NaN PSG3->NaN CEACAM7->NaN CEACAM21->NaN PSG1->NaN PSG5->NaN PSG6->NaN CEACAM8->NaN CEACAM1->NaN CEACAM6->NaN CEACAM18->NaN PSG2->NaN CEACAM16->NaN PSG4->NaN CEACAM3->NaN	V-set->PF07686.12->79 ig->PF00047.20->8 Ig_3->PF13927.1->16 I-set->PF07679.11->33 Ig_2->PF13895.1->73	46
TF327541	NaN	NaN	15 	784	54.4023722627737	NaN		12
TF315128	NaN	NaN	88 	383	54.3489827038274	NDUFS6->NaN	zf-CHCC->PF10276.4->98	83
TF314670	NaN	NaN	58 	358	61.7507036315364	SETD9->NaN	SET->PF00856.23->37	58
TF341537	NaN	NaN	2 			NaN		1
TF322191	NaN	NaN	11 	654	42.5543956735002	NaN	Sre->PF03125.13->90	4
TF314262	NaN	NaN	95 	515	49.4522383904955	LIPT2->NaN	BPL_LplA_LipB->PF03099.14->97 MRP-S32->PF10210.4->6	87
TF300114	NaN	NaN	113 	2620	64.5971305894358	PNO1->NaN	KH_1->PF00013.24->87 Nucleic_acid_bd->PF13820.1->1	105
TF105127	PUSL1	pseudouridylate synthase-like 1	78 	1422	42.4521343458793	PUSL1->NaN	PseudoU_synth_1->PF01416.15->94 2-Hacid_dh_C->PF02826.14->1 DUF3410->PF11890.3->1 Ketoacyl-synt_C->PF02801.17->1 Semialdhyde_dh->PF01118.19->1 2-Hacid_dh->PF00389.25->1 Semialdhyde_dhC->PF02774.13->1 DSPc->PF00782.15->15	76
TF354372	NaN	NaN	6 	117	61.6258218768679	NaN		6
TF316573	NaN	NaN	32 	726	32.8591194221155	NaN	Ground-like->PF04155.13->100	8
TF342832	NaN	NaN	21 	916	49.7374352168591	NaN		12
TF331428	NaN	NaN	57 	770	72.0364811585606	ZNF131->NaN	zf-C2H2_4->PF13894.1->84 zf-C2H2->PF00096.21->26 zf-H2C2_2->PF13465.1->82 BTB->PF00651.26->80 zf-met->PF12874.2->78 zf-C2H2_jaz->PF12171.3->1	53
TF312855	NaN	NaN	148 	603	40.5421469986746	PERP->NaN TMEM47->NaN	PMP22_Claudin->PF00822.15->43 Claudin_2->PF13903.1->49	84
TF101141	CETN	Centrin	284 	615	60.9016835711855	CETN2->NaN CETN1->NaN CETN3->NaN	EF-hand_6->PF13405.1->6 EF-hand_7->PF13499.1->92 EF-hand_8->PF13833.1->52 EF-hand_1->PF00036.27->1 EF-hand_9->PF14658.1->1 Na_K-ATPase->PF00287.13->1	102
TF338585	NaN	NaN	34 	304	59.0665727368792	GAPT->NaN	GAPT->PF11770.3->100 LRR_1->PF00560.28->2	34
TF318094	NaN	NaN	7 	873	61.8859401468097	NaN	zf-C4->PF00105.13->100 Hormone_recep->PF00104.25->100	5
TF313014	NaN	NaN	556 	1135	57.5436726508798	RAP2C->NaN DIRAS1->NaN RAP1B->NaN RAP2A->NaN RAP1A->NaN RAP2B->NaN DIRAS2->NaN DIRAS3->NaN	Ras->PF00071.17->100 Acyltransferase->PF01553.16->1 DnaJ->PF00226.26->1 PH->PF00169.24->1 Y_phosphatase->PF00102.22->1	106
TF350050	NaN	NaN	11 	728	52.0490609986898	NaN		11
TF341532	NaN	NaN	6 	203	92.8334439283344	ARL17A->NaN	Arf->PF00025.16->50	4
TF351057	NaN	NaN	104 	934	46.3699439978736	SENP8->NaN	Peptidase_C48->PF02902.14->100 SHQ1->PF04925.10->1	91
TF331630	NaN	NaN	49 	485	72.3511234725221	GPR19->NaN	7tm_1->PF00001.16->100	47
TF105551	PPP2C	protein phosphatase 2 (formerly 2A), catalytic subunit	8 	545	55.9364003649159	NaN	Metallophos->PF00149.23->100	7
TF327150	NaN	NaN	10 	928	84.4015605406159	NaN		10
TF324539	NaN	NaN	84 	2401	53.278886973364	GDA->NaN	7tm_1->PF00001.16->1 Guanylate_cyc->PF00211.15->1 AAA_16->PF13191.1->1 Amidohydro_1->PF01979.15->100 Amidohydro_5->PF13594.1->1	83
TF101062	CDC45L	CDC45 cell division cycle 45-like	102 	1370	48.9129883798516	CDC45->NaN	CDC45->PF02724.9->100 DHH->PF01368.15->1	97
TF339455	NaN	NaN	18 	397	55.7228525820786	IGSF23->NaN	Ig_2->PF13895.1->88 V-set->PF07686.12->11	18
TF351859	NaN	NaN	4 	653	45.8983050847458	NaN	RRM_6->PF14259.1->25 RRM_1->PF00076.17->25	4
TF320468	NaN	NaN	161 	1156	56.8667838515837	AGXT2L2->NaN AGXT2L1->NaN	Aminotran_3->PF00202.16->100	101
TF300567	NaN	NaN	132 	657	64.021211587496	UGP2->NaN	UDPGP->PF01704.13->100	108
TF300872	NaN	NaN	150 	1257	76.1142989775813	RPS5->NaN	Ribosomal_S7->PF00177.16->100 p450->PF00067.17->1 Prefoldin_2->PF01920.15->1 Chromo->PF00385.19->1 LBP_BPI_CETP_C->PF02886.12->1 Acyl-CoA_ox_N->PF14749.1->1	98
TF343941	NaN	NaN	5 	4536	63.0464372764395	NaN	Aminotran_1_2->PF00155.16->100	5
TF315173	NaN	NaN	37 	726	45.0700019524745	NaN	TLD->PF07534.11->97	34
TF350506	NaN	NaN	11 	246	49.7887020267357	NaN		11
TF105323	GSTK1	glutathione S-transferase kappa 1	96 	933	44.3317830163674	GSTK1->NaN	DSBA->PF01323.15->94 Transp_Tc5_C->PF04236.10->1 DDE_1->PF03184.14->1	70
TF325595	NaN	NaN	307 	3090	31.7672538577072	TLR7->NaN TLR3->NaN TLR9->NaN	LRR_6->PF13516.1->9 LRR_4->PF12799.2->7 LRR_5->PF13306.1->13 LRR_7->PF13504.1->18 LRRNT->PF01462.13->4 TIR->PF01582.15->96 LRR_8->PF13855.1->100 LRR_1->PF00560.28->61 Cofilin_ADF->PF00241.15->2 LRR_9->PF14580.1->1	90
TF327681	NaN	NaN	9 	402	72.7404862579281	NaN	Cuticle_3->PF11018.3->77	9
TF352191	NaN	NaN	136 	1714	44.3199097849534	DCBLD2->NaN	F5_F8_type_C->PF00754.20->100 CUB->PF00431.15->28 LCCL->PF03815.14->28 PAN_1->PF00024.21->1 Xlink->PF00193.12->1 PAN_4->PF14295.1->1 Kringle->PF00051.13->1 EGF->PF00008.22->5 7tm_2->PF00002.19->1 Laminin_G_2->PF02210.19->1 HYR->PF02494.11->1	50
TF320224	NaN	NaN	4 	440	71.873568483738	NaN	DUF2013->PF09431.5->100	4
TF340071	NaN	NaN	166 	887	52.1931512625118	NaN	NCD3G->PF07562.9->33 7tm_3->PF00003.17->100 ANF_receptor->PF01094.23->1	23
TF313224	NaN	NaN	99 	879	47.1485923442428	TPK1->NaN	TPK_catalytic->PF04263.11->97 TPK_B1_binding->PF04265.9->95 NUDIX->PF00293.23->1	96
TF330675	NaN	NaN	9 	409	58.8582677165354	CARD17->NaN CARD16->NaN	CARD->PF00619.16->100 Peptidase_C14->PF00656.17->11	7
TF300845	NaN	NaN	53 	504	58.3526003879986	QPRT->NaN	QRPTase_C->PF01729.14->100 QRPTase_N->PF02749.11->96	50
TF106159	TUSC4	tumor suppressor candidate 4	99 	1538	55.2147650479856	NPRL2->NaN	NPR2->PF06218.6->100 PIG-F->PF06699.6->4	97
TF350108	NaN	NaN	10 	1776	76.3745819397993	NaN	zf-C2HC->PF01530.13->10	10
TF331728	NaN	NaN	316 	656	31.932160710948	MPZL2->NaN SCN2B->NaN AMICA1->NaN MPZL3->NaN MPZ->NaN MPZL1->NaN SCN4B->NaN	V-set->PF07686.12->99 Myelin-PO_C->PF10570.4->11	55
TF350810	NaN	NaN	123 	1386	55.3082469427223	ZNF484->NaN ZNF81->NaN ZNF175->NaN ZNF41->NaN ZNF300->NaN	zf-C2H2->PF00096.21->36 KRAB->PF01352.22->82 zf-C2H2_4->PF13894.1->2 zf-H2C2_2->PF13465.1->99 zf-C2H2_6->PF13912.1->32	33
TF322540	NaN	NaN	24 	1021	37.057090785793	NaN	RIIa->PF02197.12->12 IQ->PF00612.22->66	20
TF344123	NaN	NaN	29 	1602	48.1449218680557	NaN	fn3->PF00041.16->89 Ig_2->PF13895.1->37 MAM->PF00629.18->89 I-set->PF07679.11->3 Y_phosphatase->PF00102.22->31 ig->PF00047.20->6	20
TF319253	NaN	NaN	152 	3393	47.612828991393	RBM27->NaN RBM26->NaN	Nup35_RRM_2->PF14605.1->17 PWI->PF01480.12->59 RRM_6->PF14259.1->43 zf-CCCH->PF00642.19->32 RRM_5->PF13893.1->73 PRP38_assoc->PF12871.2->1	98
TF314303	NaN	NaN	225 	1843	57.5414381422242	ABI1->NaN ABI2->NaN ABI3->NaN	Abi_HHR->PF07815.9->94 SH3_9->PF14604.1->65 SH3_1->PF00018.23->24 Guanylate_kin->PF00625.16->1	101
TF338369	NaN	NaN	32 	264	52.3906209865822	CSN3->NaN	Casein_kappa->PF00997.13->100	32
TF343421	NaN	NaN	13 	1271	26.7616967467525	NaN	PAN_3->PF08277.7->92	4
TF314962	NaN	NaN	100 	1115	48.6750182760355	CCZ1B->NaN CCZ1->NaN	Mtp->PF03821.11->1 DUF1712->PF08217.6->99	94
TF326877	NaN	NaN	14 	2170	49.7612253503172	NaN	zf-C3H1->PF10650.4->64	14
TF327450	NaN	NaN	27 	947	41.8200932689975	NaN		15
TF327685	NaN	NaN	97 	826	36.1689090075329	CCDC19->NaN	Trichoplein->PF13868.1->100	86
TF318443	NaN	NaN	56 	1251	36.7688622043152	NPDC1->NaN	NPDC1->PF06809.6->96 bZIP_2->PF07716.10->1	52
TF351651	NaN	NaN	6 	1019	87.7661401098901	NaN	WH2->PF02205.15->100	5
TF105208	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	126 	2012	61.8878481627739	ABCF2->NaN	ABC_tran_2->PF12848.2->90 ABC_tran->PF00005.22->100 Chromo->PF00385.19->1	107
TF321982	NaN	NaN	53 	1976	46.8116962497248	NaN	PHA-1->PF06542.6->100 Phage_integrase->PF00589.17->1	5
TF332267	NaN	NaN	50 	2242	63.3663476614809	MYO16->NaN	Ank_2->PF12796.2->96 Ank->PF00023.25->2 Myosin_head->PF00063.16->100 NYAP_N->PF15439.1->96 Ank_4->PF13637.1->2	50
TF354114	NaN	NaN	5 	107	88.0350194552529	NaN		5
TF353462	NaN	NaN	12 	107	60.4046242774566	NaN	Kunitz_BPTI->PF00014.18->91	12
TF313742	NaN	NaN	173 	324	73.4368835542756	RPL27A->NaN	Ribosomal_L18e->PF00828.14->100 Ribosomal_60s->PF00428.14->1	101
TF316481	NaN	NaN	7 	936	69.6716468304212	NaN	MAM->PF00629.18->100	6
TF354128	NaN	NaN	42 	849	38.8114571125621	NaN	rve->PF00665.21->47 HTH_psq->PF05225.11->2	5
TF341365	NaN	NaN	3 	73	89.9543378995434	NaN		3
TF327546	NaN	NaN	108 	981	26.8997281696787	NaN	DUF725->PF05267.7->100 PT->PF04886.7->1	12
TF317408	NaN	NaN	11 	729	46.8545484293194	NaN		11
TF353034	NaN	NaN	6 	469	30.5897193314412	NaN	DUF3557->PF12078.3->83	1
TF352964	NaN	NaN	12 	359	65.77752906796	NaN		12
TF314030	NaN	NaN	103 	1357	51.9703981499279	TMEM104->NaN	Aa_trans->PF01490.13->97 TCTP->PF00838.12->1 Ank->PF00023.25->1	97
TF313546	NaN	NaN	151 	2457	41.9720854287859	RNF123->NaN RSPRY1->NaN	zf-C3HC4_3->PF13920.1->86 SPRY->PF00622.23->93	90
TF105925	NP_001011713.1	hypothetical protein LOC122830	113 	1059	54.7972233778641	NAA30->NaN	Acetyltransf_1->PF00583.19->98	99
TF324895	NaN	NaN	173 	939	35.141107580554	PQLC3->NaN MPDU1->NaN	PQ-loop->PF04193.9->95 CAP->PF00188.21->1 DUF2366->PF10171.4->1	97
TF326454	NaN	NaN	26 	640	55.9808904093933	NaN	F-box-like->PF12937.2->100 UQ_con->PF00179.21->100	26
TF106262	SFRS2/FUSIP1	splicing factor, arginine/serine-rich 2 / FUS interacting protein (serine/arginine-rich) 1	117 	1543	60.3478631587063	SRSF2->NaN	RRM_1->PF00076.17->100 zf-RING_2->PF13639.1->1	88
TF105809	NP_060504.1	hypothetical protein LOC55100	103 	1033	52.3927368817797	WDR70->NaN	WD40->PF00400.27->99	100
TF317981	NaN	NaN	3 	369	69.0082644628099	NaN	7TM_GPCR_Srab->PF10292.4->33	3
TF315930	NaN	NaN	33 	839	58.3360926449488	NaN		30
TF314528	NaN	NaN	138 	810	51.0990580756269	YIF1B->NaN YIF1A->NaN	PH->PF00169.24->1 YIF1->PF03878.10->100	96
TF330875	NaN	NaN	394 	1051	31.4873908874507	VSIG2->NaN CXADR->NaN CLMP->NaN ESAM->NaN VSIG8->NaN IGSF11->NaN GPA33->NaN	I-set->PF07679.11->15 Ig_2->PF13895.1->55 V-set->PF07686.12->95 Ig_3->PF13927.1->15 ig->PF00047.20->1 Syndecan->PF01034.15->1 Adeno_E3_CR2->PF02439.10->1 Shisa->PF13908.1->1	55
TF300673	NaN	NaN	1081 	2970	50.2199041181116	GNAQ->NaN GNA11->NaN GNAS->NaN GNAT3->NaN GNAT1->NaN GNA12->NaN GNA15->NaN GNAI1->NaN GNA14->NaN GNAI3->NaN GNAT2->NaN GNAL->NaN GNA13->NaN GNAI2->NaN GNAZ->NaN GNAO1->NaN	G-alpha->PF00503.15->100 7TM_GPCR_Srw->PF10324.4->1	109
TF316702	NaN	NaN	193 	2084	24.2748666760663	NaN	7tm_1->PF00001.16->88 7TM_GPCR_Srw->PF10324.4->4 Acetyltransf_7->PF13508.1->1 7TM_GPCR_Srsx->PF10320.4->1 7TM_GPCR_Srbc->PF10316.4->1	39
TF351598	NaN	NaN	101 	1086	63.6871209911803	FOXF1->NaN FOXF2->NaN	Fork_head->PF00250.13->94	59
TF313449	NaN	NaN	241 	1443	41.3319526506476	ERI2->NaN ERI3->NaN ERI1->NaN	SAP->PF02037.22->21 zf-GRF->PF06839.7->17 RNase_T->PF00929.19->99 Pkinase->PF00069.20->1	96
TF353513	NaN	NaN	12 	174	64.7615748758804	NaN		12
TF315924	NaN	NaN	4 	565	85.5755894590846	NaN		4
TF336068	NaN	NaN	67 	215	60.4462778122128	PCP4->NaN PCP4L1->NaN		44
TF340577	NaN	NaN	6 	138	66.9833729216152	NaN		6
TF353661	NaN	NaN	12 	275	77.869334902884	NaN		12
TF105872	C6orf106	chromosome 6 open reading frame 106	97 	742	55.8702092279875	C6orf106->NaN	UBA_4->PF14555.1->78	88
TF313611	NaN	NaN	44 	460	56.8416652668341	NUDT17->NaN	NUDIX->PF00293.23->100	44
TF318133	NaN	NaN	7 	482	78.8272816486752	NaN		5
TF314603	NaN	NaN	106 	1336	56.5394278510087	CDIPT->NaN	CDP-OH_P_transf->PF01066.16->96 zf-C2H2->PF00096.21->1 zf-C2H2_4->PF13894.1->1	101
TF342717	NaN	NaN	4 	1217	42.3307969563476	NaN		4
TF343501	NaN	NaN	15 	2625	55.4845289740569	NaN		15
TF315859	NaN	NaN	7 	615	44.8855857617837	NaN	zf-C3HC4->PF00097.20->28	4
TF344132	NaN	NaN	2 	239	62.4454148471616	NaN		2
TF318632	NaN	NaN	5 	192	85.5172413793103	NaN		5
TF350449	NaN	NaN	257 	1701	38.1889232443585	SLC9A3R2->NaN SLC9A3R1->NaN PDZD3->NaN PDZK1->NaN	EBP50_C-term->PF09007.6->37 PDZ->PF00595.19->100 PDZ_2->PF13180.1->1	87
TF320116	NaN	NaN	84 	1789	39.6388798007156	SLC38A10->NaN	Aa_trans->PF01490.13->100	83
TF351085	NaN	NaN	9 	950	68.3184232597148	NaN		9
TF300549	NaN	NaN	195 	14768	38.905153441421	FASN->NaN	PS-DH->PF14765.1->84 PP-binding->PF00550.20->74 Thioesterase->PF00975.15->67 Tektin->PF03148.9->1 ADH_N->PF08240.7->1 SH2->PF00017.19->1 Epimerase->PF01370.16->1 ADH_zinc_N->PF00107.21->71 KR->PF08659.5->80 Condensation->PF00668.15->2 Methyltransf_12->PF08242.7->4 Acyl_transf_1->PF00698.16->91 AMP-binding->PF00501.23->2 ketoacyl-synt->PF00109.21->92 Ketoacyl-synt_C->PF02801.17->93 adh_short->PF00106.20->6 Methyltransf_23->PF13489.1->2 MFS_1->PF07690.11->1 PTB->PF08416.8->1 Methyltransf_11->PF08241.7->1	88
TF339789	NaN	NaN	10 	199	68.5063291139241	C6orf226->NaN		10
TF318162	NaN	NaN	19 	1275	40.5966040351147	NaN	RBD-FIP->PF09457.5->31 HAUS-augmin3->PF14932.1->5	18
TF340012	NaN	NaN	41 	353	51.8976427780415	NaN	7tm_4->PF13853.1->100	10
TF105742	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	107 	2070	64.5295722813654	PSMD1->NaN	WD40->PF00400.27->1 HEAT_2->PF13646.1->83 PC_rep->PF01851.17->89 Mesd->PF10185.4->1	103
TF316098	NaN	NaN	138 	2855	34.4031314710845	NaN	Kazal_2->PF07648.10->42 OATP->PF03137.15->100	36
TF351139	NaN	NaN	132 	1805	44.0401006236371	CARD11->NaN CARD10->NaN CARD9->NaN	CARD->PF00619.16->90 PDZ->PF00595.19->4 Guanylate_kin->PF00625.16->12	51
TF329147	NaN	NaN	185 	551	48.652303926232	MSRB1->NaN MSRB3->NaN MSRB2->NaN	SelR->PF01641.13->100	97
TF312884	NaN	NaN	125 	1496	60.1752779055418	CLPX->NaN	AAA_2->PF07724.9->99 zf-C4_ClpX->PF06689.8->2 ClpB_D2-small->PF10431.4->93 PX->PF00787.19->1	104
TF351973	NaN	NaN	11 	692	53.2979270173034	NaN	FERM_M->PF00373.13->9	1
TF315107	NaN	NaN	208 	2412	59.4156659320726	MEX3B->NaN MEX3A->NaN MEX3C->NaN MEX3D->NaN	Suf->PF05843.9->1 KH_1->PF00013.24->97 zf-C3HC4_3->PF13920.1->85	95
TF317028	NaN	NaN	7 	535	65.5605484502823	NaN		5
TF326992	NaN	NaN	11 	1249	67.7719258071903	NaN	CBM_14->PF01607.19->100	11
TF313378	NaN	NaN	234 	1207	40.9614172348607	PLD3->NaN PLD5->NaN PLD4->NaN	PLDc_3->PF13918.1->93 PLDc_2->PF13091.1->7 PLDc->PF00614.17->18 NDUFA12->PF05071.11->1	100
TF340713	NaN	NaN	64 	555	55.4229372080955	DMRTC1->NaN DMRTC2->NaN DMRTC1B->NaN	DM->PF00751.13->57	37
TF321860	NaN	NaN	89 	1104	50.2260104520922	TMBIM4->NaN	Bax1-I->PF01027.15->100 DEP->PF00610.16->1 RGS->PF00615.14->1	76
TF337910	NaN	NaN	35 	165	63.9582674675941	C1orf100->NaN		35
TF338391	NaN	NaN	35 	58	85.4736260701464	TNP1->NaN	TP1->PF02079.11->100	33
TF323878	NaN	NaN	57 	289	67.5192575166436	PIGF->NaN	PIG-F->PF06699.6->100	55
TF350782	NaN	NaN	3 	513	64.9078726968174	NaN	zf-H2C2_2->PF13465.1->100 KRAB->PF01352.22->100	3
TF313121	NaN	NaN	100 	6075	53.3500158390004	NIPBL->NaN	Cohesin_HEAT->PF12765.2->93 Nipped-B_C->PF12830.2->98 NUDIX->PF00293.23->1 PHD->PF00628.24->1	90
TF316116	NaN	NaN	48 	2169	36.4851181275231	NaN	DUF4140->PF13600.1->81 DUF4139->PF13598.1->89	12
TF315614	NaN	NaN	94 	593	55.6608435111944	MESDC2->NaN	Srg->PF02118.16->1 Mesd->PF10185.4->100	90
TF314435	NaN	NaN	150 	656	49.7675557193967	MCU->NaN CCDC109B->NaN	DUF607->PF04678.8->100 AAA->PF00004.24->1	98
TF326627	NaN	NaN	78 	241	49.1737535090645	SEPW1->NaN MIEN1->NaN	Rdx->PF10262.4->100	55
TF352008	NaN	NaN	353 	2475	44.429873300866	PCDH17->NaN PCDH12->NaN PCDH18->NaN PCDH10->NaN PCDH8->NaN PCDH19->NaN	Cadherin_2->PF08266.7->90 Cadherin->PF00028.12->99	56
TF313973	NaN	NaN	26 	203	53.3097059285346	C1orf53->NaN		26
TF317561	NaN	NaN	141 	976	45.3286739296425	MLF1->NaN MLF2->NaN	Mlf1IP->PF10248.4->100	90
TF350021	NaN	NaN	27 	1281	47.1263177967256	NaN	zf-C2H2->PF00096.21->85 zf-C2H2_4->PF13894.1->85 zf-H2C2_2->PF13465.1->100 zf-AD->PF07776.10->33 zf-C2H2_6->PF13912.1->51	18
TF313084	NaN	NaN	110 	1370	55.5384781795965	ZNF259->NaN	WD40->PF00400.27->1 zf-ZPR1->PF03367.8->100	104
TF318743	NaN	NaN	68 	836	67.4381347267264	TFG->NaN	PB1->PF00564.19->95	64
TF324413	NaN	NaN	222 	1466	44.1994101238371	TK2->NaN DCK->NaN DGUOK->NaN	KAP_NTPase->PF07693.9->1 dNK->PF01712.14->100 NICE-3->PF07406.6->1 GVQW->PF13900.1->1	92
