ID,geneName,ORF,Entrez,fullName,uniprot,GO,EC,KO,pfam,organism
Q547B7,App,,54226,Amyloid-beta A4 protein,Q547B7,GO:0045177; GO:0097449; GO:0030424; GO:0009986; GO:0005911; GO:0035253; GO:0005905; GO:0030134; GO:0005737; GO:0043198; GO:0043197; GO:0005769; GO:0005615; GO:0005794; GO:0005798; GO:0030426; GO:1990812; GO:1990761; GO:0016021; GO:0044304; GO:0045121; GO:0031594; GO:0043005; GO:0005641; GO:0043204; GO:0048471; GO:0005886; GO:0048786; GO:0043235; GO:0055037; GO:0005791; GO:0005790; GO:0051233; GO:0043195; GO:0003677; GO:0019899; GO:0070851; GO:0008201; GO:0042802; GO:0016504; GO:0051425; GO:0004867; GO:0030546; GO:0046914; GO:0000187; GO:0008344; GO:1990000; GO:0019731; GO:0019732; GO:0061844; GO:0002265; GO:0008088; GO:0016199; GO:0007409; GO:0007155; GO:0006878; GO:1904646; GO:0071320; GO:0071280; GO:0071287; GO:1990090; GO:0071874; GO:0008203; GO:0050890; GO:0048669; GO:0050829; GO:0050830; GO:0016358; GO:0006897; GO:0030198; GO:0030900; GO:0045087; GO:0035235; GO:0007626; GO:0007617; GO:0014005; GO:0090647; GO:0098815; GO:0006378; GO:0008285; GO:0010629; GO:1900272; GO:0045665; GO:0050885; GO:0051402; GO:0031175; GO:1990535; GO:0016322; GO:0007219; GO:1905908; GO:1902004; GO:0061890; GO:0045080; GO:0070374; GO:0010971; GO:0045821; GO:0050725; GO:0045410; GO:0046330; GO:1900273; GO:1903980; GO:0045931; GO:0051092; GO:1901224; GO:0033138; GO:0010800; GO:0032092; GO:0051247; GO:2000406; GO:0045944; GO:0042535; GO:0006468; GO:0007176; GO:0048169; GO:0040014; GO:1905606; GO:1905945; GO:0150003; GO:0050803; GO:0006417; GO:0070555; GO:0010288; GO:0006979; GO:0009314; GO:0001878; GO:0051563; GO:0001967; GO:0051124; GO:0032640; GO:0008542,,K04520,P08592|Q547B7:E1(28|189)+BPTI/Kunitz inhibitor(291|341)+E2(374|565),Rattus norvegicus
Q5M8C3,Serpina4,rCG_20663,246328,"Serine (Or cysteine) proteinase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 4",Q5M8C3,GO:0005615; GO:0004867; GO:0010951,,K04525,Q5M8C3:SERPIN(57|421),Rattus norvegicus
P19627,Gnaz,,25740,Guanine nucleotide-binding protein G(z) subunit alpha,P19627,GO:0044297; GO:0005829; GO:0030425; GO:0005834; GO:0005886; GO:0001664; GO:0031821; GO:0031683; GO:0005525; GO:0003924; GO:0046872; GO:0007193; GO:0007188,,K04535,P19627:G-alpha(32|355),Rattus norvegicus
P54311,Gnb1,,24400,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,P54311,GO:0044297; GO:0030425; GO:0005834; GO:0001917; GO:0042622; GO:0047391; GO:0003924; GO:0051020; GO:0044877; GO:0030507; GO:0010659; GO:0008283; GO:0071456; GO:0007186; GO:0007200; GO:0007204; GO:0070208; GO:0060041; GO:0050909,,K04536,,Rattus norvegicus
Q6Q8B1,Gnb1,,24400,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,Q6Q8B1,GO:0044297; GO:0030425; GO:0005834; GO:0001917; GO:0042622; GO:0047391; GO:0003924; GO:0051020; GO:0044877; GO:0030507; GO:0010659; GO:0008283; GO:0071456; GO:0007186; GO:0007200; GO:0007204; GO:0070208; GO:0060041; GO:0050909,,K04536,,Rattus norvegicus
Q9QWG8,Gnb1,,24400,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,Q9QWG8,GO:0044297; GO:0030425; GO:0005834; GO:0001917; GO:0042622; GO:0047391; GO:0003924; GO:0051020; GO:0044877; GO:0030507; GO:0010659; GO:0008283; GO:0071456; GO:0007186; GO:0007200; GO:0007204; GO:0070208; GO:0060041; GO:0050909,,K04536,,Rattus norvegicus
B2RZA9,Ube2l3,,363836,Ube2l3 protein,B2RZA9,GO:0005829; GO:0098793; GO:0005524; GO:0016740; GO:0007420,,K04552,B2RZA9:UBIQUITIN_CONJUGAT_2(5|138),Rattus norvegicus
Q5XIM7,Kars,,292028,Lysine--tRNA ligase,Q5XIM7,GO:0017101; GO:0005737; GO:0005829; GO:0005615; GO:0005739; GO:0005634; GO:0005886; GO:0016597; GO:0003877; GO:0005524; GO:0004824; GO:0042803; GO:0000049; GO:0000187; GO:0002276; GO:0015966; GO:0070371; GO:0006430; GO:0008285; GO:1900017; GO:0002741; GO:0070374; GO:0043032; GO:0010759; GO:1905050; GO:1900745; GO:0045893; GO:0010165; GO:0033209,2.7.7.-; 6.1.1.6,K04567,,Rattus norvegicus
P32215,Adcyap1r1,,24167,Pituitary adenylate cyclase-activating polypeptide type I receptor,P32215,GO:0005923; GO:0005901; GO:0009986; GO:0005737; GO:0005768; GO:0000139; GO:0016021; GO:0043005; GO:0043235; GO:0005791; GO:0008179; GO:0030306; GO:0008528; GO:0042923; GO:0017046; GO:0004999; GO:0007202; GO:0019933; GO:0030154; GO:0007166; GO:0046545; GO:0033555; GO:0060548; GO:0010524; GO:0043950; GO:0060732; GO:0051057; GO:0042493; GO:0032355; GO:0045471; GO:0007283,,K04587,,Rattus norvegicus
Q63414,Adcyap1r1,,24167,Pituitary adenylate cyclase-activating polypeptide type I receptor,Q63414,GO:0005923; GO:0005901; GO:0009986; GO:0005737; GO:0005768; GO:0000139; GO:0016021; GO:0043005; GO:0043235; GO:0005791; GO:0008179; GO:0030306; GO:0008528; GO:0042923; GO:0017046; GO:0004999; GO:0007202; GO:0019933; GO:0030154; GO:0007166; GO:0046545; GO:0033555; GO:0060548; GO:0010524; GO:0043950; GO:0060732; GO:0051057; GO:0042493; GO:0032355; GO:0045471; GO:0007283,,K04587,,Rattus norvegicus
D4A831,Adgrb3,rCG_43505,301309,Adhesion G protein-coupled receptor B3,D4A831,GO:0005887; GO:0098794; GO:0043083; GO:0004930; GO:0005096; GO:0007189; GO:0007166; GO:0099558; GO:0061743; GO:0007520; GO:0016525; GO:0016322; GO:0051965; GO:0048814,,K04598,D4A831:CUB(30|159)+G_PROTEIN_RECEP_F2_3(491|571)+GPS(816|868)+G_PROTEIN_RECEP_F2_4(877|1151),Rattus norvegicus
G3V8P3,Celsr2,rCG_28504,83465,Cadherin EGF LAG seven-pass G-type receptor 2,G3V8P3,GO:0016021; GO:0005886; GO:0005509; GO:0004930; GO:0007166; GO:0007156,,K04601,G3V8P3:EGF-like(1228|1286)+Laminin EGF-like(1274|1334)+EGF-like(1288|1324)+EGF-like(1328|1366)+LAM_G_DOMAIN(1367|1571)+EGF-like(1574|1610)+LAM_G_DOMAIN(1614|1791)+EGF-like(1793|1829)+EGF-like(1830|1867)+Laminin EGF-like(1924|1971)+G_PROTEIN_RECEP_F2_3(1956|2029)+GPS(2316|2368)+G_PROTEIN_RECEP_F2_4(2376|2613),Rattus norvegicus
F1LRE6,Gna14,rCG_48433,309242,G protein subunit alpha 14,F1LRE6,GO:0005834; GO:0001664; GO:0031683; GO:0005525; GO:0003924; GO:0007188; GO:0060158,,K04636,,Rattus norvegicus
Q5EAP4,Gna14,rCG_48433,309242,G protein subunit alpha 14,Q5EAP4,GO:0005834; GO:0001664; GO:0031683; GO:0005525; GO:0003924; GO:0007188; GO:0060158,,K04636,,Rattus norvegicus
P09456,Prkar1a,,25725,cAMP-dependent protein kinase type I-alpha regulatory subunit,P09456,GO:0005930; GO:0005952; GO:0005737; GO:0005829; GO:0098978; GO:0001772; GO:0031594; GO:0031588; GO:0044853; GO:0047555; GO:0030552; GO:0004862; GO:0008603; GO:0019904; GO:0034236; GO:0031625; GO:0060038; GO:0019934; GO:0007143; GO:0001707; GO:0046007; GO:2000480; GO:0045835; GO:0045859; GO:0045214,,K04739,,Rattus norvegicus
P54287,Cacnb3,,25297,Voltage-dependent L-type calcium channel subunit beta-3,P54287,GO:0016324; GO:0005737; GO:1990454; GO:0005891; GO:0005246; GO:0008331; GO:0019901; GO:0005245; GO:0070588; GO:0061577; GO:0006816; GO:0060402; GO:0090650; GO:0007268; GO:0050966; GO:1905788; GO:1901386; GO:0007528; GO:2000463; GO:1901843; GO:0090314; GO:1901387; GO:0072659; GO:1902630; GO:0098903; GO:1901385; GO:0050852,,K04864,P54287:SH3(59|128),Rattus norvegicus
D4A055,Cacnb4,,58942,Voltage-dependent L-type calcium channel subunit beta-4,D4A055,GO:0005737; GO:0098978; GO:0016607; GO:0005730; GO:0098793; GO:0005891; GO:0008331; GO:0019901; GO:0005245; GO:0099635; GO:0007628; GO:0006816; GO:0046058; GO:1990830; GO:0007268; GO:0050908; GO:0014051; GO:0007214; GO:0048747; GO:0008285; GO:2000134; GO:0007528; GO:0019227; GO:0048541; GO:1904751; GO:1901387; GO:1901385; GO:0048536; GO:0035249; GO:0050852; GO:0048538,,K04865,D4A055:SH3(91|160),Rattus norvegicus
Q8VHX0,Cacng3,,140724,Voltage-dependent calcium channel gamma-3 subunit,Q8VHX0,GO:0032281; GO:0030425; GO:0060076; GO:0098978; GO:0099061; GO:0098839; GO:0098685; GO:0036477; GO:0016247; GO:0035255; GO:0030165; GO:0005245; GO:0099590; GO:0098943; GO:2000969; GO:0051968; GO:0098970; GO:0008104; GO:0006605; GO:2000311; GO:0019226,,K04868,,Rattus norvegicus
G3V8L6,Kcna6,rCG_30127,64358,Potassium voltage-gated channel subfamily A member 6,G3V8L6,GO:0043679; GO:0008076; GO:0005251; GO:0051260; GO:0034765,,K04879,G3V8L6:BTB(41|141),Rattus norvegicus
Q9JKB0,Hcn1,,84390,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,Q9JKB0,GO:0097440; GO:0030424; GO:0043679; GO:0016323; GO:0009986; GO:0005737; GO:0030425; GO:0032590; GO:0043198; GO:0098855; GO:0005887; GO:0043025; GO:0005886; GO:0036477; GO:0045202; GO:0030552; GO:0042802; GO:0005222; GO:0005547; GO:0005546; GO:0008022; GO:0044877; GO:0005272; GO:0022843; GO:0005249; GO:0007568; GO:0071320; GO:0035458; GO:0006954; GO:0042711; GO:0045759; GO:2001259; GO:0071805; GO:0051289; GO:0003254; GO:1902630; GO:0051592; GO:0072718; GO:1902065,,K04954,,Rattus norvegicus
A0A0G2JSH6,Trpv2,,29465,Transient receptor potential cation channel subfamily V member 2,A0A0G2JSH6,GO:0044295; GO:0044297; GO:0009986; GO:0032584; GO:0016021; GO:0005262; GO:0045773; GO:0090280; GO:0120162; GO:0009408,,K04971,A0A0G2JSH6:ANK_REP_REGION(163|317),Rattus norvegicus
P35562,Kcnj3,,50599,G protein-activated inward rectifier potassium channel 1,P35562,GO:0009986; GO:0009897; GO:0099056; GO:0098688; GO:0030315; GO:0008076; GO:0015467; GO:0005242; GO:1990573; GO:0034765; GO:0051602,,K04997,,Rattus norvegicus
P63251,Kcnj3,,50599,G protein-activated inward rectifier potassium channel 1,P63251,GO:0009986; GO:0009897; GO:0099056; GO:0098688; GO:0030315; GO:0008076; GO:0015467; GO:0005242; GO:1990573; GO:0034765; GO:0051602,,K04997,,Rattus norvegicus
P23977,Slc6a3,,24898,Sodium-dependent dopamine transporter,P23977,GO:0030424; GO:0009986; GO:0098691; GO:0016600; GO:0099055; GO:0099056; GO:0043005; GO:0043025; GO:0005886; GO:0035240; GO:0005330; GO:0008144; GO:0046872; GO:0005328; GO:0002020; GO:0047485; GO:0051721; GO:0044877; GO:0005102; GO:0021984; GO:0007568; GO:0042416; GO:0042420; GO:0015872; GO:0007595; GO:0007626; GO:0001504; GO:0040018; GO:0060134; GO:0042053; GO:0051591; GO:0042220; GO:0042493; GO:0045471; GO:0010039; GO:0035094; GO:0014070; GO:0007608,,K05036,,Rattus norvegicus
P23976,Slc6a4,,25553,Sodium-dependent serotonin transporter,P23976,GO:0012505; GO:0010008; GO:0005925; GO:0099055; GO:0099056; GO:0045121; GO:0043005; GO:0005886; GO:0099154; GO:0045202; GO:0051015; GO:0019811; GO:0046872; GO:0017022; GO:0050998; GO:0042803; GO:0017137; GO:0051378; GO:0005335; GO:0017075; GO:0007420; GO:0048854; GO:0071321; GO:0071300; GO:0007623; GO:0007626; GO:0007613; GO:0021941; GO:0045665; GO:0046621; GO:0032227; GO:0045787; GO:0010628; GO:0014064; GO:0051259; GO:0051260; GO:0090067; GO:0042493; GO:0032355; GO:0001666; GO:0007584; GO:0010033; GO:0009636; GO:0006837; GO:0051610; GO:0035176; GO:0042713; GO:0042310,,K05037,,Rattus norvegicus
P31652,Slc6a4,,25553,Sodium-dependent serotonin transporter,P31652,GO:0012505; GO:0010008; GO:0005925; GO:0099055; GO:0099056; GO:0045121; GO:0043005; GO:0005886; GO:0099154; GO:0045202; GO:0051015; GO:0019811; GO:0046872; GO:0017022; GO:0050998; GO:0042803; GO:0017137; GO:0051378; GO:0005335; GO:0017075; GO:0007420; GO:0048854; GO:0071321; GO:0071300; GO:0007623; GO:0007626; GO:0007613; GO:0021941; GO:0045665; GO:0046621; GO:0032227; GO:0045787; GO:0010628; GO:0014064; GO:0051259; GO:0051260; GO:0090067; GO:0042493; GO:0032355; GO:0001666; GO:0007584; GO:0010033; GO:0009636; GO:0006837; GO:0051610; GO:0035176; GO:0042713; GO:0042310,,K05037,,Rattus norvegicus
P31647,Slc6a11,,79213,Sodium- and chloride-dependent GABA transporter 3,P31647,GO:0042995; GO:0005737; GO:0098982; GO:0099055; GO:0099056; GO:0016020; GO:0043005; GO:0005886; GO:0005332; GO:0042165; GO:0007420; GO:0098810; GO:0006836; GO:0042493,,K05044,,Rattus norvegicus
Q03351,Ntrk3,,29613,NT-3 growth factor receptor,Q03351,GO:0030424; GO:0098978; GO:0000139; GO:0005887; GO:0099055; GO:0016020; GO:0005886; GO:0043235; GO:0005524; GO:0005004; GO:0043121; GO:0005030; GO:0002039; GO:0004675; GO:0004714; GO:0090630; GO:0000187; GO:0032148; GO:1990090; GO:0071300; GO:0007623; GO:0090102; GO:0007507; GO:0070306; GO:0042490; GO:0019056; GO:0022011; GO:0048712; GO:0060548; GO:0001933; GO:0007399; GO:0048665; GO:0001764; GO:0019227; GO:2000251; GO:0043065; GO:0048691; GO:0030335; GO:0008284; GO:0010628; GO:0043410; GO:0010976; GO:0033138; GO:0014068; GO:0050927; GO:0051965; GO:0043408; GO:0099151; GO:1905606; GO:0048678; GO:0051412; GO:0045471; GO:0007169,2.7.10.1,K05101,Q03351:LRRCT(160|209)+Ig-like C2-type 1(210|300)+Ig-like C2-type 2(309|382)+Protein kinase(538|853),Rattus norvegicus
F1LNZ5,Gabra3,,24947,Gamma-aminobutyric acid receptor subunit alpha-3,F1LNZ5,GO:0030054; GO:0034707; GO:0032590; GO:1902711; GO:0098982; GO:0005887; GO:0099060; GO:0043005; GO:0098794; GO:0045202; GO:0005254; GO:0004890; GO:0022851; GO:0005237; GO:1904315; GO:0007268; GO:1902476; GO:0007214; GO:0034220; GO:0050877; GO:0042391; GO:0060078; GO:0007165; GO:0051932,,K05175,,Rattus norvegicus
P20236,Gabra3,,24947,Gamma-aminobutyric acid receptor subunit alpha-3,P20236,GO:0030054; GO:0034707; GO:0032590; GO:1902711; GO:0098982; GO:0005887; GO:0099060; GO:0043005; GO:0098794; GO:0045202; GO:0005254; GO:0004890; GO:0022851; GO:0005237; GO:1904315; GO:0007268; GO:1902476; GO:0007214; GO:0034220; GO:0050877; GO:0042391; GO:0060078; GO:0007165; GO:0051932,,K05175,,Rattus norvegicus
P15431,Gabrb1,,25450,Gamma-aminobutyric acid receptor subunit beta-1,P15431,GO:0030054; GO:0034707; GO:0005737; GO:0030425; GO:1902711; GO:0098982; GO:0005887; GO:0016020; GO:0043005; GO:0005635; GO:0005634; GO:0045211; GO:0043235; GO:0045202; GO:0005253; GO:0050811; GO:0004890; GO:0022851; GO:0015276; GO:1904315; GO:0071420; GO:0021954; GO:0007268; GO:0006821; GO:0007214; GO:0034220; GO:0006811; GO:0050877; GO:0042698; GO:0042391; GO:0032570; GO:0009636; GO:0007165,,K05181,,Rattus norvegicus
P01186,Avp,,24221,Vasopressin-neurophysin 2-copeptin,P01186,GO:0030425; GO:0005615; GO:0030141; GO:0043027; GO:0005185; GO:0005184; GO:0004672; GO:0031894; GO:0031895; GO:0031896; GO:0070371; GO:0007625; GO:0042538; GO:0007626; GO:0002125; GO:0042711; GO:0050891; GO:0007621; GO:0090201; GO:0051970; GO:0043084; GO:0030307; GO:0008284; GO:0032849; GO:0007204; GO:0010628; GO:0014049; GO:0033138; GO:0031394; GO:0003084; GO:0045907; GO:0070528; GO:0035813; GO:0045471; GO:0035094; GO:0014070; GO:0033574; GO:0006939; GO:0035176; GO:0001659; GO:0042310,,K05242,,Rattus norvegicus
P06765,Pf4,,360918,Platelet factor 4,P06765,GO:0005615; GO:0031091; GO:0032991; GO:0031982; GO:0008009; GO:0048248; GO:0008201; GO:0007189; GO:0061844; GO:0071222; GO:0070098; GO:0019221; GO:0042832; GO:0006955; GO:0006954; GO:0030595; GO:0016525; GO:0045653; GO:0030593; GO:0030168; GO:0045944; GO:0065003; GO:0042127,,K05407,,Rattus norvegicus
D3ZXD2,Abca8a,,303638,"ATP-binding cassette, subfamily A (ABC1), member 8a",D3ZXD2,GO:0016021; GO:0005524; GO:0016887; GO:0042626,,K05650,D3ZXD2:ABC transporter(477|710)+ABC transporter(1279|1512),Rattus norvegicus
Q5FVL8,Abcb10,,361439,ATP-binding cassette subfamily B member 10,Q5FVL8,GO:0016021; GO:0032592; GO:0005743; GO:0005524; GO:0016887; GO:0042626; GO:0042803,,K05657,Q5FVL8:ABC transmembrane type-1(138|422)+ABC transporter(457|696),Rattus norvegicus
P16970,Abcd3,,25270,ATP-binding cassette sub-family D member 3,P16970,GO:0016021; GO:0005739; GO:0005782; GO:0005778; GO:0005777; GO:0005524; GO:0016887; GO:0042626; GO:0005324; GO:0042803; GO:0043621; GO:0006635; GO:0006633; GO:0015910; GO:0007031; GO:0042493; GO:0014070; GO:0042760,,K05677,P16970:ABC transmembrane type-1(85|372)+ABC transporter(434|659),Rattus norvegicus
O88767,Park7,,117287,Protein/nucleic acid deglycase DJ-1,O88767,GO:0030424; GO:0005737; GO:0005829; GO:0070062; GO:0045121; GO:0005739; GO:0005634; GO:0005886; GO:0016605; GO:0061827; GO:0050681; GO:0005507; GO:1903135; GO:1903136; GO:0019955; GO:0036478; GO:0045340; GO:0003729; GO:0008233; GO:0036524; GO:0042803; GO:0070491; GO:0097110; GO:0005102; GO:0044388; GO:0016532; GO:0003713; GO:0008134; GO:0036470; GO:0044390; GO:0007568; GO:0006914; GO:0036471; GO:0070301; GO:0071222; GO:0034599; GO:0010273; GO:0050787; GO:0006281; GO:0009566; GO:0042593; GO:0046295; GO:0106044; GO:0106046; GO:0106045; GO:0042743; GO:0006954; GO:0030073; GO:0060135; GO:0007005; GO:0060548; GO:2001268; GO:2001237; GO:0043524; GO:1901215; GO:1904782; GO:1903377; GO:1901984; GO:0032091; GO:0046826; GO:1903094; GO:0006469; GO:0001933; GO:0033234; GO:0031397; GO:1903427; GO:1903122; GO:2000157; GO:0002866; GO:2000825; GO:1903181; GO:1905516; GO:0032757; GO:1903197; GO:1903200; GO:1902958; GO:0033864; GO:2000277; GO:0090073; GO:1900182; GO:1903168; GO:1901671; GO:0045944; GO:1903178; GO:0036529; GO:0006517; GO:0050821; GO:0060765; GO:0050727; GO:0051881; GO:0043523; GO:0042493; GO:0006979; GO:0007338; GO:0007283,3.1.2.-; 3.5.1.-; 3.5.1.124,K05687,,Rattus norvegicus
P20417,Ptpn1,,24697,Tyrosine-protein phosphatase non-receptor type 1,P20417,GO:0031225; GO:0098554; GO:0031410; GO:0005829; GO:0005769; GO:0005886; GO:0032991; GO:0097443; GO:0046875; GO:0005158; GO:0051721; GO:0004725; GO:0030971; GO:0008270; GO:0031532; GO:0007257; GO:0030968; GO:0008286; GO:0036498; GO:1902236; GO:0070373; GO:0043407; GO:1903898; GO:0030948; GO:1990264; GO:0035791; GO:0061098; GO:2000646; GO:0006470; GO:0030100; GO:1902202; GO:0046626; GO:0033157; GO:0009966,3.1.3.48,K05696,P20417:Tyrosine-protein phosphatase(3|277),Rattus norvegicus
O35889,Afdn,,26955,Afadin,O35889,GO:0030424; GO:0005913; GO:0005829; GO:0036477; GO:0050839; GO:0030274; GO:0007155; GO:0140059; GO:1903861; GO:0050775; GO:0061003; GO:0061885; GO:0032880; GO:0007165,,K05702,O35889|O35890:Ras-associating 1(39|133)+Ras-associating 2(246|348)+FHA(441|507)+Dilute(668|915)+PDZ(1014|1100),Rattus norvegicus
O35890,Afdn,,26955,Afadin,O35890,GO:0030424; GO:0005913; GO:0005829; GO:0036477; GO:0050839; GO:0030274; GO:0007155; GO:0140059; GO:1903861; GO:0050775; GO:0061003; GO:0061885; GO:0032880; GO:0007165,,K05702,O35889|O35890:Ras-associating 1(39|133)+Ras-associating 2(246|348)+FHA(441|507)+Dilute(668|915)+PDZ(1014|1100),Rattus norvegicus
P32577,Csk,,315707,Tyrosine-protein kinase CSK,P32577,GO:0005911; GO:0005737; GO:0045121; GO:0005886; GO:0005524; GO:0042802; GO:0046872; GO:0004715; GO:0070064; GO:0034236; GO:0019903; GO:0004713; GO:0002250; GO:0034332; GO:0007420; GO:0071375; GO:0045779; GO:0008285; GO:0070373; GO:0042997; GO:0032715; GO:0033673; GO:0010989; GO:0050765; GO:0048709; GO:0043406; GO:0046777; GO:0006468; GO:0060368,2.7.10.2,K05728,P32577|Q4G003:SH3(9|70)+SH2(82|171)+Protein kinase(195|445),Rattus norvegicus
Q4G003,Csk,,315707,Tyrosine-protein kinase CSK,Q4G003,GO:0005911; GO:0005737; GO:0045121; GO:0005886; GO:0005524; GO:0042802; GO:0046872; GO:0004715; GO:0070064; GO:0034236; GO:0019903; GO:0004713; GO:0002250; GO:0034332; GO:0007420; GO:0071375; GO:0045779; GO:0008285; GO:0070373; GO:0042997; GO:0032715; GO:0033673; GO:0010989; GO:0050765; GO:0048709; GO:0043406; GO:0046777; GO:0006468; GO:0060368,2.7.10.2,K05728,P32577|Q4G003:SH3(9|70)+SH2(82|171)+Protein kinase(195|445),Rattus norvegicus
Q62829,Pak3,,29433,Serine/threonine-protein kinase PAK 3,Q62829,GO:0005737; GO:0005768; GO:0098978; GO:0014069; GO:0005524; GO:0051020; GO:0004708; GO:0046872; GO:0004672; GO:0004674; GO:0048365; GO:0017124; GO:0032147; GO:0007409; GO:0016477; GO:0071407; GO:0016358; GO:0060997; GO:0035556; GO:0061003; GO:2000573; GO:0010763; GO:0043525; GO:0006468; GO:0032956; GO:0030833; GO:0050770; GO:0043408; GO:0010975; GO:0023014; GO:0031098,2.7.11.1,K05733,Q62829:CRIB(70|83)+Protein kinase(268|519),Rattus norvegicus
D4A280,Pak5,,311450,Serine/threonine-protein kinase PAK 5,D4A280,GO:0005737; GO:0005739; GO:0005654; GO:0045202; GO:0005524; GO:0004674; GO:0048365; GO:0032147; GO:0006915; GO:0016477; GO:0007010; GO:0007612; GO:0007626; GO:0007613; GO:2001237; GO:0043408; GO:0023014; GO:0031098,2.7.11.1,K05736,D4A280:CRIB(11|24)+Protein kinase(448|699),Rattus norvegicus
D3Z8V4,Nckap1l,rCG_50580,315348,NCK associated protein 1 like (Predicted),D3Z8V4,GO:0031209; GO:0016477; GO:0000902; GO:0030031; GO:0030866; GO:0048812,,K05750,,Rattus norvegicus
P70549,Slc8a3,,140448,Sodium/calcium exchanger 3,P70549,GO:0030054; GO:0042995; GO:0043197; GO:0005789; GO:0005887; GO:0099055; GO:0005874; GO:0005741; GO:0005739; GO:0031594; GO:0043025; GO:0043204; GO:0048471; GO:0005886; GO:0042383; GO:0016528; GO:1905060; GO:0005432; GO:0005516; GO:0099580; GO:0046872; GO:1990034; GO:0098703; GO:0060402; GO:0007154; GO:0071320; GO:0071456; GO:0002244; GO:0007612; GO:0060291; GO:0007613; GO:0051560; GO:0006851; GO:0042552; GO:0048709; GO:0014819; GO:0006814; GO:0021537,,K05849,P70549:Calx-beta 1(386|485)+Calx-beta 2(519|619),Rattus norvegicus
Q6DGG0,Ppid,,361967,Peptidyl-prolyl cis-trans isomerase D,Q6DGG0,GO:0005737; GO:0005739; GO:0005730; GO:0005654; GO:0005634; GO:0016018; GO:0019899; GO:0030331; GO:0030544; GO:0051879; GO:0003755; GO:0008134; GO:0051082; GO:0006915; GO:0071492; GO:0061077; GO:0034389; GO:0043066; GO:0000122; GO:0043065; GO:0006457; GO:0000413; GO:0042026; GO:0015031; GO:0065003; GO:0051881; GO:0006979,5.2.1.8,K05864,Q6DGG0:PPIase cyclophilin-type(19|183),Rattus norvegicus
D4A8G7,Snw1,rCG_20602,500695,SNW domain-containing 1,D4A8G7,GO:0000785; GO:0005737; GO:0005654; GO:0071141; GO:0005681; GO:0000398; GO:0014010,,K06063,D4A8G7:SKIP_SNW(175|335),Rattus norvegicus
Q6IRG7,Cldn11,rCG_41381,84588,Claudin,Q6IRG7,GO:0045178; GO:0005923; GO:0016021; GO:0005886; GO:0005198; GO:0008366; GO:0007155; GO:0007283,,K06087,,Rattus norvegicus
A0A0G2K677,Sptbn4,,308458,Spectrin beta chain,A0A0G2K677,GO:0030424; GO:0043203; GO:0043194; GO:0070852; GO:0005737; GO:0014704; GO:0016020; GO:0033268; GO:0016363; GO:0033270; GO:0016605; GO:0008091; GO:0003779; GO:0030506; GO:0019902; GO:0005543; GO:0030507; GO:0005200; GO:0051693; GO:0007628; GO:0061337; GO:0034613; GO:0021952; GO:0045162; GO:0009566; GO:0010459; GO:0040018; GO:0033135; GO:0002028; GO:0007605; GO:0019226,,K06115,A0A0G2K677:Calponin-homology (CH)(62|166)+Calponin-homology (CH)(181|286)+PH(2415|2524),Rattus norvegicus
P70470,Lypla1,,25514,Acyl-protein thioesterase 1,P70470,GO:0005737; GO:0005829; GO:0052689; GO:0004622; GO:0008474; GO:0006631; GO:0042997; GO:0002084,3.1.2.-,K06128,,Rattus norvegicus
Q66H39,Abcf3,,287982,ATP-binding cassette sub-family F member 3,Q66H39,GO:0005524; GO:0016887; GO:0051607,,K06158,Q66H39:ABC transporter 1(178|424)+ABC transporter 2(492|707),Rattus norvegicus
Q6MG08,Abcf1,,85493,ATP-binding cassette sub-family F member 1,Q6MG08,GO:0005829; GO:0005635; GO:0005654; GO:0042788; GO:0005840; GO:0005524; GO:0016887; GO:0043022; GO:0008494; GO:0045727; GO:0006412; GO:0006413,,K06184,Q6MG08|Q9ERQ2:ABC transporter 1(298|542)+ABC transporter 2(619|834),Rattus norvegicus
Q9ERQ2,Abcf1,,85493,ATP-binding cassette sub-family F member 1,Q9ERQ2,GO:0005829; GO:0005635; GO:0005654; GO:0042788; GO:0005840; GO:0005524; GO:0016887; GO:0043022; GO:0008494; GO:0045727; GO:0006412; GO:0006413,,K06184,Q6MG08|Q9ERQ2:ABC transporter 1(298|542)+ABC transporter 2(619|834),Rattus norvegicus
