,x1,x2,x3,x4
3.85200000000045,4.0160059,1.290322,1.7841667,3.5683333
3.85250000000045,4.0164168,1.2902729,1.7843333,3.5686667
3.85300000000045,4.0168277,1.2902238,1.7845,3.569
3.85350000000045,4.0172386,1.2901747,1.7846667,3.5693333
3.85400000000045,4.0176495,1.2901257,1.7848333,3.5696667
3.85450000000045,4.0180604,1.2900766,1.785,3.57
3.85500000000045,4.0184712,1.2900275,1.7851667,3.5703333
3.85550000000045,4.0188821,1.2899784,1.7853333,3.5706667
3.85600000000046,4.0192929,1.2899294,1.7855,3.571
3.85650000000046,4.0197037,1.2898803,1.7856667,3.5713333
3.85700000000046,4.0201145,1.2898312,1.7858333,3.5716667
3.85750000000046,4.0205253,1.2897822,1.786,3.572
3.85800000000046,4.0209361,1.2897331,1.7861667,3.5723333
3.85850000000046,4.0213468,1.2896841,1.7863333,3.5726667
3.85900000000046,4.0217576,1.289635,1.7865,3.573
3.85950000000046,4.0221683,1.289586,1.7866667,3.5733333
3.86000000000046,4.022579,1.2895369,1.7868333,3.5736667
3.86050000000046,4.0229897,1.2894879,1.787,3.574
3.86100000000046,4.0234004,1.2894389,1.7871667,3.5743333
3.86150000000046,4.0238111,1.2893898,1.7873333,3.5746667
3.86200000000046,4.0242218,1.2893408,1.7875,3.575
3.86250000000046,4.0246324,1.2892918,1.7876667,3.5753333
3.86300000000046,4.025043,1.2892427,1.7878333,3.5756667
3.86350000000046,4.0254537,1.2891937,1.788,3.576
3.86400000000046,4.0258643,1.2891447,1.7881667,3.5763333
3.86450000000046,4.0262749,1.2890957,1.7883333,3.5766667
3.86500000000046,4.0266854,1.2890467,1.7885,3.577
3.86550000000046,4.027096,1.2889977,1.7886667,3.5773333
3.86600000000046,4.0275066,1.2889487,1.7888333,3.5776667
3.86650000000046,4.0279171,1.2888997,1.789,3.578
3.86700000000046,4.0283276,1.2888507,1.7891667,3.5783333
3.86750000000046,4.0287381,1.2888017,1.7893333,3.5786667
3.86800000000046,4.0291486,1.2887527,1.7895,3.579
3.86850000000046,4.0295591,1.2887037,1.7896667,3.5793333
3.86900000000046,4.0299696,1.2886547,1.7898333,3.5796667
3.86950000000046,4.03038,1.2886057,1.79,3.58
3.87000000000046,4.0307905,1.2885567,1.7901667,3.5803333
3.87050000000046,4.0312009,1.2885078,1.7903333,3.5806667
3.87100000000046,4.0316113,1.2884588,1.7905,3.581
3.87150000000046,4.0320217,1.2884098,1.7906667,3.5813333
3.87200000000046,4.0324321,1.2883609,1.7908333,3.5816667
3.87250000000046,4.0328425,1.2883119,1.791,3.582
3.87300000000046,4.0332528,1.2882629,1.7911667,3.5823333
3.87350000000046,4.0336632,1.288214,1.7913333,3.5826667
3.87400000000046,4.0340735,1.288165,1.7915,3.583
3.87450000000046,4.0344838,1.2881161,1.7916667,3.5833333
3.87500000000046,4.0348941,1.2880671,1.7918333,3.5836667
3.87550000000046,4.0353044,1.2880182,1.792,3.584
3.87600000000046,4.0357147,1.2879692,1.7921667,3.5843333
3.87650000000046,4.036125,1.2879203,1.7923333,3.5846667
3.87700000000046,4.0365352,1.2878714,1.7925,3.585
3.87750000000046,4.0369455,1.2878224,1.7926667,3.5853333
3.87800000000046,4.0373557,1.2877735,1.7928333,3.5856667
3.87850000000046,4.0377659,1.2877246,1.793,3.586
3.87900000000046,4.0381761,1.2876757,1.7931667,3.5863333
3.87950000000046,4.0385863,1.2876267,1.7933333,3.5866667
3.88000000000046,4.0389964,1.2875778,1.7935,3.587
3.88050000000046,4.0394066,1.2875289,1.7936667,3.5873333
3.88100000000046,4.0398167,1.28748,1.7938333,3.5876667
3.88150000000046,4.0402269,1.2874311,1.794,3.588
3.88200000000046,4.040637,1.2873822,1.7941667,3.5883333
3.88250000000046,4.0410471,1.2873333,1.7943333,3.5886667
3.88300000000046,4.0414572,1.2872844,1.7945,3.589
3.88350000000046,4.0418672,1.2872355,1.7946667,3.5893333
3.88400000000046,4.0422773,1.2871866,1.7948333,3.5896667
3.88450000000046,4.0426873,1.2871377,1.795,3.59
3.88500000000046,4.0430974,1.2870889,1.7951667,3.5903333
3.88550000000046,4.0435074,1.28704,1.7953333,3.5906667
3.88600000000047,4.0439174,1.2869911,1.7955,3.591
3.88650000000047,4.0443274,1.2869422,1.7956667,3.5913333
3.88700000000047,4.0447374,1.2868934,1.7958333,3.5916667
3.88750000000047,4.0451473,1.2868445,1.796,3.592
3.88800000000047,4.0455573,1.2867956,1.7961667,3.5923333
3.88850000000047,4.0459672,1.2867468,1.7963333,3.5926667
3.88900000000047,4.0463771,1.2866979,1.7965,3.593
3.88950000000047,4.046787,1.286649,1.7966667,3.5933333
3.89000000000047,4.0471969,1.2866002,1.7968333,3.5936667
3.89050000000047,4.0476068,1.2865513,1.797,3.594
3.89100000000047,4.0480167,1.2865025,1.7971667,3.5943333
3.89150000000047,4.0484265,1.2864537,1.7973333,3.5946667
3.89200000000047,4.0488364,1.2864048,1.7975,3.595
3.89250000000047,4.0492462,1.286356,1.7976667,3.5953333
3.89300000000047,4.049656,1.2863072,1.7978333,3.5956667
3.89350000000047,4.0500658,1.2862583,1.798,3.596
3.89400000000047,4.0504756,1.2862095,1.7981667,3.5963333
3.89450000000047,4.0508853,1.2861607,1.7983333,3.5966667
3.89500000000047,4.0512951,1.2861119,1.7985,3.597
3.89550000000047,4.0517048,1.2860631,1.7986667,3.5973333
3.89600000000047,4.0521146,1.2860142,1.7988333,3.5976667
3.89650000000047,4.0525243,1.2859654,1.799,3.598
3.89700000000047,4.052934,1.2859166,1.7991667,3.5983333
3.89750000000047,4.0533437,1.2858678,1.7993333,3.5986667
3.89800000000047,4.0537534,1.285819,1.7995,3.599
3.89850000000047,4.054163,1.2857702,1.7996667,3.5993333
3.89900000000047,4.0545727,1.2857214,1.7998333,3.5996667
3.89950000000047,4.0549823,1.2856726,1.8,3.6
3.90000000000047,4.0553919,1.2856239,1.8001667,3.6003333
3.90050000000047,4.0558015,1.2855751,1.8003333,3.6006667
3.90100000000047,4.0562111,1.2855263,1.8005,3.601
3.90150000000047,4.0566207,1.2854775,1.8006667,3.6013333
3.90200000000047,4.0570303,1.2854288,1.8008333,3.6016667
3.90250000000047,4.0574398,1.28538,1.801,3.602
3.90300000000047,4.0578493,1.2853312,1.8011667,3.6023333
3.90350000000047,4.0582589,1.2852825,1.8013333,3.6026667
3.90400000000047,4.0586684,1.2852337,1.8015,3.603
3.90450000000047,4.0590779,1.2851849,1.8016667,3.6033333
3.90500000000047,4.0594874,1.2851362,1.8018333,3.6036667
3.90550000000047,4.0598968,1.2850874,1.802,3.604
3.90600000000047,4.0603063,1.2850387,1.8021667,3.6043333
3.90650000000047,4.0607157,1.2849899,1.8023333,3.6046667
3.90700000000047,4.0611252,1.2849412,1.8025,3.605
3.90750000000047,4.0615346,1.2848925,1.8026667,3.6053333
3.90800000000047,4.061944,1.2848437,1.8028333,3.6056667
3.90850000000047,4.0623534,1.284795,1.803,3.606
3.90900000000047,4.0627627,1.2847463,1.8031667,3.6063333
3.90950000000047,4.0631721,1.2846976,1.8033333,3.6066667
3.91000000000047,4.0635814,1.2846488,1.8035,3.607
3.91050000000047,4.0639908,1.2846001,1.8036667,3.6073333
3.91100000000047,4.0644001,1.2845514,1.8038333,3.6076667
3.91150000000047,4.0648094,1.2845027,1.804,3.608
3.91200000000047,4.0652187,1.284454,1.8041667,3.6083333
3.91250000000047,4.065628,1.2844053,1.8043333,3.6086667
3.91300000000047,4.0660372,1.2843566,1.8045,3.609
3.91350000000047,4.0664465,1.2843079,1.8046667,3.6093333
3.91400000000047,4.0668557,1.2842592,1.8048333,3.6096667
3.91450000000047,4.0672649,1.2842105,1.805,3.61
3.91500000000047,4.0676741,1.2841618,1.8051667,3.6103333
3.91550000000047,4.0680833,1.2841131,1.8053333,3.6106667
3.91600000000048,4.0684925,1.2840645,1.8055,3.611
3.91650000000048,4.0689017,1.2840158,1.8056667,3.6113333
3.91700000000048,4.0693108,1.2839671,1.8058333,3.6116667
3.91750000000048,4.06972,1.2839184,1.806,3.612
3.91800000000048,4.0701291,1.2838698,1.8061667,3.6123333
3.91850000000048,4.0705382,1.2838211,1.8063333,3.6126667
3.91900000000048,4.0709473,1.2837724,1.8065,3.613
3.91950000000048,4.0713564,1.2837238,1.8066667,3.6133333
3.92000000000048,4.0717655,1.2836751,1.8068333,3.6136667
3.92050000000048,4.0721745,1.2836265,1.807,3.614
3.92100000000048,4.0725836,1.2835778,1.8071667,3.6143333
3.92150000000048,4.0729926,1.2835292,1.8073333,3.6146667
3.92200000000048,4.0734016,1.2834805,1.8075,3.615
3.92250000000048,4.0738106,1.2834319,1.8076667,3.6153333
3.92300000000048,4.0742196,1.2833833,1.8078333,3.6156667
3.92350000000048,4.0746286,1.2833346,1.808,3.616
3.92400000000048,4.0750376,1.283286,1.8081667,3.6163333
3.92450000000048,4.0754465,1.2832374,1.8083333,3.6166667
3.92500000000048,4.0758555,1.2831888,1.8085,3.617
3.92550000000048,4.0762644,1.2831402,1.8086667,3.6173333
3.92600000000048,4.0766733,1.2830915,1.8088333,3.6176667
3.92650000000048,4.0770822,1.2830429,1.809,3.618
3.92700000000048,4.0774911,1.2829943,1.8091667,3.6183333
3.92750000000048,4.0778999,1.2829457,1.8093333,3.6186667
3.92800000000048,4.0783088,1.2828971,1.8095,3.619
3.92850000000048,4.0787176,1.2828485,1.8096667,3.6193333
3.92900000000048,4.0791264,1.2827999,1.8098333,3.6196667
3.92950000000048,4.0795353,1.2827513,1.81,3.62
3.93000000000048,4.0799441,1.2827027,1.8101667,3.6203333
3.93050000000048,4.0803528,1.2826542,1.8103333,3.6206667
3.93100000000048,4.0807616,1.2826056,1.8105,3.621
3.93150000000048,4.0811704,1.282557,1.8106667,3.6213333
3.93200000000048,4.0815791,1.2825084,1.8108333,3.6216667
3.93250000000048,4.0819878,1.2824599,1.811,3.622
3.93300000000048,4.0823966,1.2824113,1.8111667,3.6223333
3.93350000000048,4.0828053,1.2823627,1.8113333,3.6226667
3.93400000000048,4.083214,1.2823142,1.8115,3.623
3.93450000000048,4.0836226,1.2822656,1.8116667,3.6233333
3.93500000000048,4.0840313,1.2822171,1.8118333,3.6236667
3.93550000000048,4.0844399,1.2821685,1.812,3.624
3.93600000000048,4.0848486,1.28212,1.8121667,3.6243333
3.93650000000048,4.0852572,1.2820714,1.8123333,3.6246667
3.93700000000048,4.0856658,1.2820229,1.8125,3.625
3.93750000000048,4.0860744,1.2819743,1.8126667,3.6253333
3.93800000000048,4.086483,1.2819258,1.8128333,3.6256667
3.93850000000048,4.0868916,1.2818773,1.813,3.626
3.93900000000048,4.0873001,1.2818287,1.8131667,3.6263333
3.93950000000048,4.0877086,1.2817802,1.8133333,3.6266667
3.94000000000048,4.0881172,1.2817317,1.8135,3.627
3.94050000000048,4.0885257,1.2816832,1.8136667,3.6273333
3.94100000000048,4.0889342,1.2816347,1.8138333,3.6276667
3.94150000000048,4.0893427,1.2815862,1.814,3.628
3.94200000000048,4.0897511,1.2815377,1.8141667,3.6283333
3.94250000000048,4.0901596,1.2814891,1.8143333,3.6286667
3.94300000000048,4.090568,1.2814406,1.8145,3.629
3.94350000000048,4.0909765,1.2813922,1.8146667,3.6293333
3.94400000000048,4.0913849,1.2813437,1.8148333,3.6296667
3.94450000000048,4.0917933,1.2812952,1.815,3.63
3.94500000000048,4.0922017,1.2812467,1.8151667,3.6303333
3.94550000000048,4.0926101,1.2811982,1.8153333,3.6306667
3.94600000000049,4.0930184,1.2811497,1.8155,3.631
3.94650000000049,4.0934268,1.2811012,1.8156667,3.6313333
3.94700000000049,4.0938351,1.2810528,1.8158333,3.6316667
3.94750000000049,4.0942434,1.2810043,1.816,3.632
3.94800000000049,4.0946517,1.2809558,1.8161667,3.6323333
3.94850000000049,4.09506,1.2809074,1.8163333,3.6326667
3.94900000000049,4.0954683,1.2808589,1.8165,3.633
3.94950000000049,4.0958766,1.2808105,1.8166667,3.6333333
3.95000000000049,4.0962848,1.280762,1.8168333,3.6336667
3.95050000000049,4.0966931,1.2807135,1.817,3.634
3.95100000000049,4.0971013,1.2806651,1.8171667,3.6343333
3.95150000000049,4.0975095,1.2806167,1.8173333,3.6346667
3.95200000000049,4.0979177,1.2805682,1.8175,3.635
3.95250000000049,4.0983259,1.2805198,1.8176667,3.6353333
3.95300000000049,4.0987341,1.2804714,1.8178333,3.6356667
3.95350000000049,4.0991422,1.2804229,1.818,3.636
3.95400000000049,4.0995504,1.2803745,1.8181667,3.6363333
3.95450000000049,4.0999585,1.2803261,1.8183333,3.6366667
3.95500000000049,4.1003666,1.2802777,1.8185,3.637
3.95550000000049,4.1007747,1.2802292,1.8186667,3.6373333
3.95600000000049,4.1011828,1.2801808,1.8188333,3.6376667
3.95650000000049,4.1015909,1.2801324,1.819,3.638
3.95700000000049,4.101999,1.280084,1.8191667,3.6383333
3.95750000000049,4.102407,1.2800356,1.8193333,3.6386667
3.95800000000049,4.102815,1.2799872,1.8195,3.639
3.95850000000049,4.1032231,1.2799388,1.8196667,3.6393333
3.95900000000049,4.1036311,1.2798904,1.8198333,3.6396667
3.95950000000049,4.1040391,1.279842,1.82,3.64
3.96000000000049,4.104447,1.2797937,1.8201667,3.6403333
3.96050000000049,4.104855,1.2797453,1.8203333,3.6406667
3.96100000000049,4.105263,1.2796969,1.8205,3.641
3.96150000000049,4.1056709,1.2796485,1.8206667,3.6413333
3.96200000000049,4.1060788,1.2796001,1.8208333,3.6416667
3.96250000000049,4.1064867,1.2795518,1.821,3.642
3.96300000000049,4.1068946,1.2795034,1.8211667,3.6423333
3.96350000000049,4.1073025,1.2794551,1.8213333,3.6426667
3.96400000000049,4.1077104,1.2794067,1.8215,3.643
3.96450000000049,4.1081183,1.2793583,1.8216667,3.6433333
3.96500000000049,4.1085261,1.27931,1.8218333,3.6436667
3.96550000000049,4.1089339,1.2792616,1.822,3.644
3.96600000000049,4.1093418,1.2792133,1.8221667,3.6443333
3.96650000000049,4.1097496,1.279165,1.8223333,3.6446667
3.96700000000049,4.1101573,1.2791166,1.8225,3.645
3.96750000000049,4.1105651,1.2790683,1.8226667,3.6453333
3.96800000000049,4.1109729,1.27902,1.8228333,3.6456667
3.96850000000049,4.1113806,1.2789716,1.823,3.646
3.96900000000049,4.1117884,1.2789233,1.8231667,3.6463333
3.96950000000049,4.1121961,1.278875,1.8233333,3.6466667
3.97000000000049,4.1126038,1.2788267,1.8235,3.647
3.97050000000049,4.1130115,1.2787784,1.8236667,3.6473333
3.97100000000049,4.1134192,1.27873,1.8238333,3.6476667
3.97150000000049,4.1138269,1.2786817,1.824,3.648
3.97200000000049,4.1142345,1.2786334,1.8241667,3.6483333
3.97250000000049,4.1146421,1.2785851,1.8243333,3.6486667
3.97300000000049,4.1150498,1.2785368,1.8245,3.649
3.97350000000049,4.1154574,1.2784886,1.8246667,3.6493333
3.97400000000049,4.115865,1.2784403,1.8248333,3.6496667
3.97450000000049,4.1162726,1.278392,1.825,3.65
3.97500000000049,4.1166801,1.2783437,1.8251667,3.6503333
3.97550000000049,4.1170877,1.2782954,1.8253333,3.6506667
3.9760000000005,4.1174953,1.2782471,1.8255,3.651
3.9765000000005,4.1179028,1.2781989,1.8256667,3.6513333
3.9770000000005,4.1183103,1.2781506,1.8258333,3.6516667
3.9775000000005,4.1187178,1.2781023,1.826,3.652
3.9780000000005,4.1191253,1.2780541,1.8261667,3.6523333
3.9785000000005,4.1195328,1.2780058,1.8263333,3.6526667
3.9790000000005,4.1199402,1.2779576,1.8265,3.653
3.9795000000005,4.1203477,1.2779093,1.8266667,3.6533333
3.9800000000005,4.1207551,1.2778611,1.8268333,3.6536667
3.9805000000005,4.1211626,1.2778128,1.827,3.654
3.9810000000005,4.12157,1.2777646,1.8271667,3.6543333
3.9815000000005,4.1219774,1.2777163,1.8273333,3.6546667
3.9820000000005,4.1223847,1.2776681,1.8275,3.655
3.9825000000005,4.1227921,1.2776199,1.8276667,3.6553333
3.9830000000005,4.1231995,1.2775716,1.8278333,3.6556667
3.9835000000005,4.1236068,1.2775234,1.828,3.656
3.9840000000005,4.1240141,1.2774752,1.8281667,3.6563333
3.9845000000005,4.1244215,1.277427,1.8283333,3.6566667
3.9850000000005,4.1248288,1.2773788,1.8285,3.657
3.9855000000005,4.125236,1.2773306,1.8286667,3.6573333
3.9860000000005,4.1256433,1.2772824,1.8288333,3.6576667
3.9865000000005,4.1260506,1.2772342,1.829,3.658
3.9870000000005,4.1264578,1.277186,1.8291667,3.6583333
3.9875000000005,4.1268651,1.2771378,1.8293333,3.6586667
3.9880000000005,4.1272723,1.2770896,1.8295,3.659
3.9885000000005,4.1276795,1.2770414,1.8296667,3.6593333
3.9890000000005,4.1280867,1.2769932,1.8298333,3.6596667
3.9895000000005,4.1284939,1.276945,1.83,3.66
3.9900000000005,4.128901,1.2768968,1.8301667,3.6603333
3.9905000000005,4.1293082,1.2768487,1.8303333,3.6606667
3.9910000000005,4.1297153,1.2768005,1.8305,3.661
3.9915000000005,4.1301224,1.2767523,1.8306667,3.6613333
3.9920000000005,4.1305295,1.2767041,1.8308333,3.6616667
3.9925000000005,4.1309366,1.276656,1.831,3.662
3.9930000000005,4.1313437,1.2766078,1.8311667,3.6623333
3.9935000000005,4.1317508,1.2765597,1.8313333,3.6626667
3.9940000000005,4.1321579,1.2765115,1.8315,3.663
3.9945000000005,4.1325649,1.2764634,1.8316667,3.6633333
3.9950000000005,4.1329719,1.2764152,1.8318333,3.6636667
3.9955000000005,4.1333789,1.2763671,1.832,3.664
3.9960000000005,4.1337859,1.276319,1.8321667,3.6643333
3.9965000000005,4.1341929,1.2762708,1.8323333,3.6646667
3.9970000000005,4.1345999,1.2762227,1.8325,3.665
3.9975000000005,4.1350069,1.2761746,1.8326667,3.6653333
3.9980000000005,4.1354138,1.2761264,1.8328333,3.6656667
3.9985000000005,4.1358208,1.2760783,1.833,3.666
3.9990000000005,4.1362277,1.2760302,1.8331667,3.6663333
3.9995000000005,4.1366346,1.2759821,1.8333333,3.6666667
4.0000000000005,4.1370415,1.275934,1.8335,3.667
4.0005000000005,4.1374484,1.2758859,1.8336667,3.6673333
4.0010000000005,4.1378552,1.2758378,1.8338333,3.6676667
4.0015000000005,4.1382621,1.2757897,1.834,3.668
4.0020000000005,4.1386689,1.2757416,1.8341667,3.6683333
4.0025000000005,4.1390757,1.2756935,1.8343333,3.6686667
4.0030000000005,4.1394826,1.2756454,1.8345,3.669
4.0035000000005,4.1398894,1.2755973,1.8346667,3.6693333
4.0040000000005,4.1402961,1.2755492,1.8348333,3.6696667
4.0045000000005,4.1407029,1.2755012,1.835,3.67
4.0050000000005,4.1411097,1.2754531,1.8351667,3.6703333
4.0055000000005,4.1415164,1.275405,1.8353333,3.6706667
4.0060000000005,4.1419231,1.2753569,1.8355,3.671
4.0065000000005,4.1423299,1.2753089,1.8356667,3.6713333
4.0070000000005,4.1427366,1.2752608,1.8358333,3.6716667
4.0075000000005,4.1431433,1.2752128,1.836,3.672
4.0080000000005,4.1435499,1.2751647,1.8361667,3.6723333
4.0085000000005,4.1439566,1.2751167,1.8363333,3.6726667
4.0090000000005,4.1443633,1.2750686,1.8365,3.673
4.0095000000005,4.1447699,1.2750206,1.8366667,3.6733333
4.0100000000005,4.1451765,1.2749725,1.8368333,3.6736667
4.0105000000005,4.1455831,1.2749245,1.837,3.674
4.0110000000005,4.1459897,1.2748765,1.8371667,3.6743333
4.0115000000005,4.1463963,1.2748284,1.8373333,3.6746667
4.0120000000005,4.1468029,1.2747804,1.8375,3.675
4.0125000000005,4.1472094,1.2747324,1.8376667,3.6753333
4.0130000000005,4.147616,1.2746844,1.8378333,3.6756667
4.0135000000005,4.1480225,1.2746364,1.838,3.676
4.01400000000049,4.148429,1.2745884,1.8381667,3.6763333
4.01450000000049,4.1488355,1.2745403,1.8383333,3.6766667
4.01500000000049,4.149242,1.2744923,1.8385,3.677
4.01550000000049,4.1496485,1.2744443,1.8386667,3.6773333
4.01600000000049,4.1500549,1.2743963,1.8388333,3.6776667
4.01650000000049,4.1504614,1.2743483,1.839,3.678
4.01700000000049,4.1508678,1.2743004,1.8391667,3.6783333
4.01750000000049,4.1512742,1.2742524,1.8393333,3.6786667
4.01800000000049,4.1516806,1.2742044,1.8395,3.679
4.01850000000049,4.152087,1.2741564,1.8396667,3.6793333
4.01900000000049,4.1524934,1.2741084,1.8398333,3.6796667
4.01950000000049,4.1528998,1.2740605,1.84,3.68
4.02000000000049,4.1533061,1.2740125,1.8401667,3.6803333
4.02050000000049,4.1537125,1.2739645,1.8403333,3.6806667
4.02100000000049,4.1541188,1.2739166,1.8405,3.681
4.02150000000049,4.1545251,1.2738686,1.8406667,3.6813333
4.02200000000049,4.1549314,1.2738207,1.8408333,3.6816667
4.02250000000049,4.1553377,1.2737727,1.841,3.682
4.02300000000049,4.155744,1.2737248,1.8411667,3.6823333
4.02350000000049,4.1561502,1.2736768,1.8413333,3.6826667
4.02400000000049,4.1565565,1.2736289,1.8415,3.683
4.02450000000049,4.1569627,1.2735809,1.8416667,3.6833333
4.02500000000049,4.1573689,1.273533,1.8418333,3.6836667
4.02550000000049,4.1577751,1.2734851,1.842,3.684
4.02600000000049,4.1581813,1.2734371,1.8421667,3.6843333
4.02650000000049,4.1585875,1.2733892,1.8423333,3.6846667
4.02700000000049,4.1589936,1.2733413,1.8425,3.685
4.02750000000049,4.1593998,1.2732934,1.8426667,3.6853333
4.02800000000049,4.1598059,1.2732455,1.8428333,3.6856667
4.02850000000049,4.1602121,1.2731976,1.843,3.686
4.02900000000049,4.1606182,1.2731497,1.8431667,3.6863333
4.02950000000049,4.1610243,1.2731018,1.8433333,3.6866667
4.03000000000049,4.1614303,1.2730539,1.8435,3.687
4.03050000000049,4.1618364,1.273006,1.8436667,3.6873333
4.03100000000049,4.1622425,1.2729581,1.8438333,3.6876667
4.03150000000049,4.1626485,1.2729102,1.844,3.688
4.03200000000048,4.1630545,1.2728623,1.8441667,3.6883333
4.03250000000048,4.1634605,1.2728144,1.8443333,3.6886667
4.03300000000048,4.1638665,1.2727665,1.8445,3.689
4.03350000000048,4.1642725,1.2727187,1.8446667,3.6893333
4.03400000000048,4.1646785,1.2726708,1.8448333,3.6896667
4.03450000000048,4.1650845,1.2726229,1.845,3.69
4.03500000000048,4.1654904,1.2725751,1.8451667,3.6903333
4.03550000000048,4.1658964,1.2725272,1.8453333,3.6906667
4.03600000000048,4.1663023,1.2724794,1.8455,3.691
4.03650000000048,4.1667082,1.2724315,1.8456667,3.6913333
4.03700000000048,4.1671141,1.2723837,1.8458333,3.6916667
4.03750000000048,4.1675199,1.2723358,1.846,3.692
4.03800000000048,4.1679258,1.272288,1.8461667,3.6923333
4.03850000000048,4.1683317,1.2722401,1.8463333,3.6926667
4.03900000000048,4.1687375,1.2721923,1.8465,3.693
4.03950000000048,4.1691433,1.2721445,1.8466667,3.6933333
4.04000000000048,4.1695491,1.2720966,1.8468333,3.6936667
4.04050000000048,4.1699549,1.2720488,1.847,3.694
4.04100000000048,4.1703607,1.272001,1.8471667,3.6943333
4.04150000000048,4.1707665,1.2719532,1.8473333,3.6946667
4.04200000000048,4.1711723,1.2719054,1.8475,3.695
4.04250000000048,4.171578,1.2718576,1.8476667,3.6953333
4.04300000000048,4.1719837,1.2718098,1.8478333,3.6956667
4.04350000000048,4.1723895,1.271762,1.848,3.696
4.04400000000048,4.1727952,1.2717142,1.8481667,3.6963333
4.04450000000048,4.1732008,1.2716664,1.8483333,3.6966667
4.04500000000048,4.1736065,1.2716186,1.8485,3.697
4.04550000000048,4.1740122,1.2715708,1.8486667,3.6973333
4.04600000000048,4.1744178,1.271523,1.8488333,3.6976667
4.04650000000048,4.1748235,1.2714752,1.849,3.698
4.04700000000048,4.1752291,1.2714274,1.8491667,3.6983333
4.04750000000048,4.1756347,1.2713797,1.8493333,3.6986667
4.04800000000048,4.1760403,1.2713319,1.8495,3.699
4.04850000000048,4.1764459,1.2712841,1.8496667,3.6993333
4.04900000000048,4.1768515,1.2712364,1.8498333,3.6996667
4.04950000000048,4.177257,1.2711886,1.85,3.7
4.05000000000047,4.1776626,1.2711409,1.8501667,3.7003333
4.05050000000047,4.1780681,1.2710931,1.8503333,3.7006667
4.05100000000047,4.1784736,1.2710454,1.8505,3.701
4.05150000000047,4.1788791,1.2709976,1.8506667,3.7013333
4.05200000000047,4.1792846,1.2709499,1.8508333,3.7016667
4.05250000000047,4.1796901,1.2709021,1.851,3.702
4.05300000000047,4.1800955,1.2708544,1.8511667,3.7023333
4.05350000000047,4.180501,1.2708067,1.8513333,3.7026667
4.05400000000047,4.1809064,1.2707589,1.8515,3.703
4.05450000000047,4.1813118,1.2707112,1.8516667,3.7033333
4.05500000000047,4.1817172,1.2706635,1.8518333,3.7036667
4.05550000000047,4.1821226,1.2706158,1.852,3.704
4.05600000000047,4.182528,1.2705681,1.8521667,3.7043333
4.05650000000047,4.1829334,1.2705204,1.8523333,3.7046667
4.05700000000047,4.1833387,1.2704727,1.8525,3.705
4.05750000000047,4.1837441,1.270425,1.8526667,3.7053333
4.05800000000047,4.1841494,1.2703773,1.8528333,3.7056667
4.05850000000047,4.1845547,1.2703296,1.853,3.706
4.05900000000047,4.18496,1.2702819,1.8531667,3.7063333
4.05950000000047,4.1853653,1.2702342,1.8533333,3.7066667
4.06000000000047,4.1857706,1.2701865,1.8535,3.707
4.06050000000047,4.1861758,1.2701388,1.8536667,3.7073333
4.06100000000047,4.1865811,1.2700911,1.8538333,3.7076667
4.06150000000047,4.1869863,1.2700435,1.854,3.708
4.06200000000047,4.1873915,1.2699958,1.8541667,3.7083333
4.06250000000047,4.1877967,1.2699481,1.8543333,3.7086667
4.06300000000047,4.1882019,1.2699005,1.8545,3.709
4.06350000000047,4.1886071,1.2698528,1.8546667,3.7093333
4.06400000000047,4.1890123,1.2698052,1.8548333,3.7096667
4.06450000000047,4.1894174,1.2697575,1.855,3.71
4.06500000000047,4.1898226,1.2697099,1.8551667,3.7103333
4.06550000000047,4.1902277,1.2696622,1.8553333,3.7106667
4.06600000000047,4.1906328,1.2696146,1.8555,3.711
4.06650000000047,4.1910379,1.2695669,1.8556667,3.7113333
4.06700000000047,4.191443,1.2695193,1.8558333,3.7116667
4.06750000000047,4.191848,1.2694717,1.856,3.712
4.06800000000047,4.1922531,1.269424,1.8561667,3.7123333
4.06850000000046,4.1926582,1.2693764,1.8563333,3.7126667
4.06900000000046,4.1930632,1.2693288,1.8565,3.713
4.06950000000046,4.1934682,1.2692812,1.8566667,3.7133333
4.07000000000046,4.1938732,1.2692336,1.8568333,3.7136667
4.07050000000046,4.1942782,1.269186,1.857,3.714
4.07100000000046,4.1946832,1.2691384,1.8571667,3.7143333
4.07150000000046,4.1950881,1.2690908,1.8573333,3.7146667
4.07200000000046,4.1954931,1.2690432,1.8575,3.715
4.07250000000046,4.195898,1.2689956,1.8576667,3.7153333
4.07300000000046,4.1963029,1.268948,1.8578333,3.7156667
4.07350000000046,4.1967079,1.2689004,1.858,3.716
4.07400000000046,4.1971127,1.2688528,1.8581667,3.7163333
4.07450000000046,4.1975176,1.2688052,1.8583333,3.7166667
4.07500000000046,4.1979225,1.2687577,1.8585,3.717
4.07550000000046,4.1983274,1.2687101,1.8586667,3.7173333
4.07600000000046,4.1987322,1.2686625,1.8588333,3.7176667
4.07650000000046,4.199137,1.268615,1.859,3.718
4.07700000000046,4.1995418,1.2685674,1.8591667,3.7183333
4.07750000000046,4.1999466,1.2685198,1.8593333,3.7186667
4.07800000000046,4.2003514,1.2684723,1.8595,3.719
4.07850000000046,4.2007562,1.2684247,1.8596667,3.7193333
4.07900000000046,4.201161,1.2683772,1.8598333,3.7196667
4.07950000000046,4.2015657,1.2683296,1.86,3.72
