locus_tag,geneName,product
XC_1505,,outer membrane protein
XC_1506,,conserved hypothetical protein
XC_1507,,ribonuclease G
XC_1508,,conserved hypothetical protein
XC_1509,,conserved hypothetical protein
XC_1510,TldD,TldD protein
XC_1511,,conserved hypothetical protein
XC_1512,PmbA,PmbA protein
XC_1513,,conserved hypothetical protein
XC_1514,,extracellular protease
XC_1515,,extracellular protease
XC_1516,,geranyltranstransferase; farnesyl-diphosphate synthase
XC_1517,,exodeoxyribonuclease VII small subunit
XC_1518,,cell cycle protein
XC_1519,,alkaline phosphatase
XC_1520,,glutamate symport protein
XC_1521,,conserved hypothetical protein
XC_1522,,conserved hypothetical protein
XC_1524,IS1478,IS1478 transposase
XC_1526,,histidine kinase
XC_1527,,conserved hypothetical protein
XC_1528,,two-component system regulatory protein
XC_1529,,polyphosphate-selective porin O
XC_1530,,lipoprotein
XC_1531,,conserved hypothetical protein
XC_1532,,conserved hypothetical protein
XC_1533,,conserved hypothetical protein
XC_1534,,conserved hypothetical protein
XC_1535,,lipoprotein
XC_1536,,peptidyl-prolyl cis-trans isomerase
XC_1537,,transport protein
XC_1538,,D-amino acid dehydrogenase subunit
XC_1539,,reductase
XC_1540,,methylated-DNA-protein-cysteine S-methyltransferase related protein
XC_1541,,integral membrane protein
XC_1542,,metallopeptidase
XC_1543,,metallopeptidase
XC_1544,,metallopeptidase
XC_1545,Oar,Oar protein
XC_1546,,TonB-dependent receptor
XC_1547,,conserved hypothetical protein
XC_1548,,deoxycytidine triphosphate deaminase
XC_1549,,conserved hypothetical protein
XC_1550,,conserved hypothetical protein
XC_1551,,conserved hypothetical protein
XC_1552,,carboxymethylenebutenolidase
XC_1553,,leucin rich protein
XC_1554,,conserved hypothetical protein
XC_1555,,transcription elongation factor and transcript cleavage
XC_1556,,integral membrane protein
XC_1557,,conserved hypothetical protein
XC_1558,,conserved hypothetical protein
XC_1559,,conserved hypothetical protein
XC_1560,,conserved hypothetical protein
XC_1561,,membrane-bound lytic murein transglycosylase D precursor
XC_1562,,conserved hypothetical protein
XC_1563,,phosphatidylserine decarboxylase
XC_1564,,conserved hypothetical protein
XC_1565,,adenine-specific methylase
XC_1566,,conserved hypothetical protein
XC_1567,,chorismate synthase
XC_1568,,2-hydroxyacid dehydrogenase
XC_1569,,aspartate semialdehyde dehydrogenase
XC_1570,FimV,FimV protein
XC_1571,,conserved hypothetical protein
XC_1572,,tRNA pseudouridine synthase A
XC_1573,,N-(5'-phosphoribosyl) anthranilate isomerase
XC_1574,,transcriptional regulator
XC_1575,,tryptophan synthase beta chain
XC_1576,,conserved hypothetical protein
XC_1577,,tryptophan synthase alpha chain
XC_1578,,acetyl-coenzyme A carboxylase carboxyl transferase
XC_1579,,phosphohexose mutase
XC_1580,,oxidoreductase
XC_1581,,conserved hypothetical protein
XC_1582,,phosphodiesterase
XC_1583,,conserved hypothetical protein
XC_1584,,cyanoglobin
XC_1585,,conserved hypothetical protein
XC_1586,,dehydrogenase
XC_1587,,triosephosphate isomerase
XC_1588,,protein-export membrane protein
XC_4338,,tRNA-Leu
XC_1589,,NADH-ubiquinone oxidoreductase NQO7 subunit
XC_1590,,NADH-ubiquinone oxidoreductase NQO6 subunit
XC_1591,,NADH-ubiquinone oxidoreductase NQO5 subunit
XC_1592,,NADH-ubiquinone oxidoreductase NQO4 subunit
XC_1593,,NADH-ubiquinone oxidoreductase NQO2 subunit
XC_1594,,NADH-ubiquinone oxidoreductase NQO1 subunit
XC_1595,,NADH-ubiquinone oxidoreductase NQO3 subunit
XC_1596,,NADH-ubiquinone oxidoreductase NQO8 subunit
XC_1597,,NADH-ubiquinone oxidoreductase NQO9 subunit
XC_1598,,NADH-ubiquinone oxidoreductase NQO10 subunit
XC_1599,,NADH-ubiquinone oxidoreductase NQO11 subunit
XC_1600,,NADH-ubiquinone oxidoreductase NQO12 subunit
XC_1601,,NADH-ubiquinone oxidoreductase NQO13 subunit
XC_1602,,NADH-ubiquinone oxidoreductase NQO14 subunit
XC_4339,,tRNA-Met
XC_1603,,conserved hypothetical protein
XC_1604,,N utilization substance protein A
XC_1605,,protein chain initiation factor IF-2
XC_1606,,ribosomal-binding factor A
XC_1607,,tRNA pseudouridine synthase B
XC_1608,S15,30S ribosomal protein S15
XC_1609,,polynucleotide phosphorylase
XC_1610,,conserved hypothetical protein
XC_1611,,nicotinate-nucleotide pyrophosphorylase
XC_1612,,conserved hypothetical protein
XC_1613,,phosphoribosylaminoimidazole carboxylase catalytic subunit
XC_1614,,phosphoribosylaminoimidazole carboxylase ATPase subunit
XC_1615,,iron superoxide dismutase
XC_1616,,conserved hypothetical protein
XC_1617,,short chain dehydrogenase
XC_1618,,conserved hypothetical protein
XC_1619,Oar,Oar protein
XC_1620,,conserved hypothetical protein
XC_1621,,pre-pilin like leader sequence
XC_1622,,pre-pilin leader sequence
XC_1623,,conserved hypothetical protein
XC_1624,PilX,PilX protein
XC_1625,PilY1,PilY1 protein
XC_1626,,type IV pilin
XC_4340,,tRNA-Asn
XC_1627,,fimbrial biogenesis protein
XC_1628,,excinuclease ABC subunit B
XC_4341,,tRNA-Val
XC_1629,,hypothetical protein
XC_1630,VirD4,VirD4 protein
XC_1631,,conserved hypothetical protein
XC_1632,VirB8,VirB8 protein
XC_1633,VirB9,VirB9 protein
XC_1634,VirB10,VirB10 protein
XC_1635,VirB11,VirB11 protein
XC_1636,VirB1,VirB1 protein
XC_1637,VirB2,VirB2 protein
XC_1638,VirB3,VirB3 protein
XC_1639,VirB4,VirB4 protein
XC_1640,,conserved hypothetical protein
XC_1641,IS1478,IS1478 transposase
XC_1642,,alpha-glucosidase
XC_1643,IS1479,IS1479 transposase
XC_1644,,TonB-dependent receptor
XC_1645,,alpha-glucosidase
XC_1646,,conserved hypothetical protein
XC_1647,,transport protein
XC_1648,,cyclomaltodextrin glucanotransferase (CGTase)
XC_1649,,maltose transport gene repressor
XC_1650,,threonyl-tRNA synthetase
XC_1651,,translation initiation factor IF-3
XC_1652,L35,50S ribosomal protein L35
XC_1653,L20,50S ribosomal protein L20
XC_1654,,phenylalanyl-tRNA synthetase alpha chain
XC_1655,,phenylalanyl-tRNA synthetase beta chain
XC_1656,,integration host factor alpha chain
XC_1657,,conserved hypothetical protein
XC_4342,,tRNA-Pro
XC_1658,GumB,GumB protein
XC_1659,GumC,GumC protein
XC_1660,GumD,GumD protein
XC_1661,GumE,GumE protein
XC_1662,GumF,GumF protein
XC_1663,GumG,GumG protein
XC_1664,GumH,GumH protein
XC_1665,GumI,GumI protein
XC_1666,GumJ,GumJ protein
XC_1667,GumK,GumK protein
XC_1668,GumL,GumL protein
XC_1669,GumM,GumM protein
XC_1670,,conserved hypothetical protein
XC_1671,GumN,GumN protein
XC_1672,GumO,GumO
XC_1673,GumP,GumP protein
XC_1674,,NAD(P)H steroid dehydrogenase
XC_1675,,conserved hypothetical protein
XC_1676,,conserved hypothetical protein
XC_1677,,glycosyltransferase
XC_1678,,deoxyxylulose-5-phosphate synthase
XC_1679,,conserved hypothetical protein
XC_1680,,acyl-CoA dehydrogenase
XC_1681,,conserved hypothetical protein
XC_1682,,outer membrane lipoprotein
XC_4343,,tRNA-Phe
XC_1683,,conserved hypothetical protein
XC_1684,,excinuclease ABC subunit C homolog
XC_1685,,hypothetical protein
XC_1686,,histidine kinase/response regulator hybrid protein
XC_1687,,conserved hypothetical protein
XC_1688,,conserved hypothetical protein
XC_1689,,conserved hypothetical protein
XC_1690,,quaternary ammonium compound-resistance protein
XC_1691,,sensor histidine kinase
XC_1692,,conserved hypothetical protein
XC_1693,,conserved hypothetical protein
XC_1694,,A/G-specific adenine glycosylase
XC_1695,,cell division protein
XC_1696,,transcriptional regulator
XC_1697,,conserved hypothetical protein
XC_1698,,D-amino acid oxidase
XC_1699,,sarcosine oxidase alpha subunit
XC_1700,,oxidoreductase
XC_1701,,dihydrodipicolinate synthetase
XC_1702,,ketoglutarate semialdehyde dehydrogenase
XC_1703,,proline dipeptidase
XC_1704,,conserved hypothetical protein
XC_1705,,conserved hypothetical protein
XC_1706,,amino acid permease
XC_1707,,peptidase
XC_1708,,conserved hypothetical protein
XC_1709,,conserved hypothetical protein
XC_1710,,conserved hypothetical protein
XC_1711,,conserved hypothetical protein
XC_1712,,TonB-dependent receptor
XC_1713,,conserved hypothetical protein
XC_1714,,xylosidase/arabinosidase
XC_1715,,peptidase
XC_1716,,avirulence protein
XC_1717,,TonB-dependent receptor
XC_1718,,conserved hypothetical protein
XC_1719,,hypothetical protein
XC_1721,,heat shock protein G
XC_1722,,conserved hypothetical protein
XC_1723,,lipopolysaccharide synthesis enzyme
XC_1724,,conserved hypothetical protein
XC_1725,,ferredoxin
XC_1726,,gamma-glutamyltranspeptidase
XC_1727,,cellulase
XC_1728,,putative UMP pyrophosphorylase
XC_1729,,TonB-dependent receptor
XC_1730,,putative phytase precursor
XC_1731,,conserved hypothetical protein
XC_1732,,conserved hypothetical protein
XC_1733,,L-lysine 6-aminotransferase
XC_1734,,transcriptional regulator asnC/lrp family
XC_1735,,S-adenosylmethionine: tRNA ribosyltransferase-isomerase
XC_1736,,queuine tRNA-ribosyltransferase
XC_1737,,preprotein translocase YajC subunit
XC_1738,,protein-export membrane protein
XC_1739,,protein-export membrane protein
XC_1740,,conserved hypothetical protein
XC_1741,RpfN,RpfN protein
XC_1742,,"PTS system,fructose-specificIIBC component"
XC_1743,,1-phosphofructokinase
XC_1744,,multiphosphoryl transfer protein
XC_1745,,transcriptional regulator lacI family
XC_1747,,multidrug-efflux transporter acrB
XC_1748,,multidrug resistance protein
XC_1749,,transcriptional regulator tetR/acrR family
XC_1751,,conserved hypothetical protein
XC_1752,,transcriptional regulator araC family
XC_1753,,conserved hypothetical protein
XC_1754,,drug resistance translocase
XC_1755,,two-component system regulatory protein
XC_1756,,two-component system sensor protein
XC_1757,,conserved hypothetical protein
XC_1758,,conserved hypothetical protein
XC_1759,,omega-amino acid-pyruvate aminotransferase
XC_1760,,integral membrane transporter
XC_1761,,formate dehydrogenase b chain
XC_1762,,formate dehydrogenase a chain
XC_1763,,conserved hypothetical protein
XC_1764,,metabolite transport protein
XC_1765,,conserved hypothetical protein
XC_1766,,transcriptional regulator
XC_1767,,conserved hypothetical protein
XC_1768,,glutamine synthase
XC_1769,,glutamine amidotransferase
XC_1770,,glutamine synthetase
XC_1771,,adenosylmethionine-8-amino-7-oxononanoate aminotransferase
XC_1772,,periplasmic putrescine-binding protein; permease protein
XC_1773,,transport protein
XC_1774,,transport protein
XC_1775,,outer membrane protein OprN precursor
XC_1776,,ATP-binding component of putrescine transport system
XC_1777,,polyamine transport protein
XC_1778,,putrescine transport protein; permease
XC_1779,,conserved hypothetical protein
XC_1780,,succinate-semialdehyde dehydrogenase
XC_1781,,magnesium and cobalt transport protein
XC_1782,,conserved hypothetical protein
XC_1783,,polar amino acid transporter
XC_1784,,conserved hypothetical protein
XC_1785,,conserved hypothetical protein
XC_1786,,conserved hypothetical protein
XC_1787,,ATP-binding protein
XC_1788,,conserved hypothetical protein
XC_1789,,glutathione S-transferase
XC_1790,,repressor
XC_1791,,soluble lytic murein transglycosylase
XC_1792,,"ubiquinol cytochrome C oxidoreductase, iron-sulfur subunit"
XC_1793,,"ubiquinol cytochrome C oxidoreductase, cytochrome B subunit"
XC_1794,,"ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit"
XC_1795,,stringent starvation protein A
XC_1796,,stringent starvation protein B
XC_1797,,conserved hypothetical protein
XC_1798,,conserved hypothetical protein
XC_1799,,ATP-dependent DNA helicase
XC_1800,,3-methyladenine DNA glycosylase
XC_1801,,chemotaxis protein
XC_1802,,chemotaxis protein
XC_1803,,conserved hypothetical protein
XC_1804,,conserved hypothetical protein
XC_1805,,conserved hypothetical protein
XC_4344,,tRNA-Ala
XC_1806,,virulence regulator
XC_1807,,conserved hypothetical protein
XC_1808,,ATP-dependent DNA ligase
XC_1809,,ribonuclease D
XC_1810,,conserved hypothetical protein
XC_1811,,virulence protein
XC_1812,,exodeoxyribonuclease VII large subunit
XC_1813,,iron-sulfur cluster-binding protein
XC_1814,,conserved hypothetical protein
XC_1815,,conserved hypothetical protein
XC_1816,,N-acetylmuramoyl-L-alanine amidase
XC_1817,,DNA mismatch repair protein
XC_1818,,conserved hypothetical protein
XC_1819,,conserved hypothetical protein
XC_1820,,conserved hypothetical protein
XC_1821,,acetoacetyl-CoA reductase
XC_1822,,aminoacyl-tRNA synthetase: glutamyl-like protein
XC_1823,,heat shock protein
XC_1824,,conserved hypothetical protein
XC_1825,,conserved hypothetical protein
XC_1826,,conserved hypothetical protein
XC_1827,,conserved hypothetical protein
XC_1828,,major cold shock protein
XC_1829,,glutathione S-transferase
XC_1830,,carboxylesterase
XC_1831,,conserved hypothetical protein
XC_1832,,adenine phosphoribosyltransferase
XC_1833,,ATP-dependent RNA helicase
XC_1834,,ABC transporter ATP-binding protein
XC_1835,,conserved hypothetical protein
XC_1836,,ribonuclease
XC_1837,,superoxide dismutase
XC_1838,,extragenic supressor protein
XC_1839,,tRNA/rRNA methyltransferase
XC_1840,,phosphate-binding protein
XC_1841,,GGDEF family protein
XC_1842,,conserved hypothetical protein
XC_1843,,elongation factor P
XC_1844,,conserved hypothetical protein
XC_1845,,conserved hypothetical protein
XC_1846,,3-demethylubiquinone-9 3-methyltransferase
XC_1847,,phosphoglycolate phosphatase
XC_1848,,conserved hypothetical protein
XC_1849,,polygalacturonase
XC_1850,,pectinesterase
XC_1851,,general stress protein
XC_1852,,conserved hypothetical protein
XC_1853,,conserved hypothetical protein
XC_1854,,ethanolamine ammonia-lyase light chain
XC_1855,,ethanolamine ammonia-lyase large subunit
XC_1856,,ethanolamin permease
XC_1857,,peptidase
XC_1858,,dihydroorotase
XC_1859,,alpha-hemolysin
XC_1860,,conserved hypothetical protein
XC_1861,,DnaK supressor
XC_1862,,hypothetical protein
XC_1863,,hypothetical protein
XC_1864,,conserved hypothetical protein
XC_1865,,drug:proton antiporter
XC_1866,,conserved hypothetical protein
XC_1867,,cysteinyl-tRNA synthetase
XC_1868,,conserved hypothetical protein
XC_1869,,ornithine carbamoyltransferase
XC_1870,,conserved hypothetical protein
XC_1871,,argininosuccinate synthase
XC_1872,,acetylornithine deacetylase
XC_1873,,acetylglutamate kinase
XC_1874,,amino-acid acetyltransferase
XC_1875,,N-acetyl-gamma-glutamyl-phosphate reductase
XC_1876,,argininosuccinate lyase
XC_1877,,conserved hypothetical protein
XC_1878,,conserved hypothetical protein
XC_1879,,glutamate 5-kinase
XC_1880,,gamma-glutamyl phosphate reductase
XC_1881,,glutaryl-7-ACA acylase precursor
XC_1882,,MFS transporter
XC_4345,,tRNA-Pro
XC_1883,,conserved hypothetical protein
XC_1884,,cytochrome D ubiquinol oxidase subunit II
XC_1885,,cytochrome D ubiquinol oxidase subunit I
XC_1886,,transport protein
XC_1887,,ABC transporter ATP-binding protein
XC_1888,,integral membrane protein
XC_1889,,homoserine O-acetyltransferase
XC_1890,,c-type cytochrome biogenesis protein
XC_1891,,c-type cytochrome biogenesis protein
XC_1892,,c-type cytochrome biogenesis protein/thioredoxin dsbE or
XC_1893,,c-type cytochrome biogenesis membrane protein
XC_1894,,c-type cytochrome biogenesis protein
XC_1895,,conserved hypothetical protein
XC_1896,,ABC transporter heme permease
XC_1897,,ABC transporter heme permease
XC_1898,,heme ABC transporter ATP-binding protein
XC_1899,,succinyldiaminopimelate transaminase
XC_1900,,hydrolase
XC_1901,,glutamine cyclotransferase
XC_1902,,hypothetical protein
XC_1903,,conserved hypothetical protein
XC_1904,,pseudouridylate synthase
XC_1905,,conserved hypothetical protein
XC_1906,,conserved hypothetical protein
XC_1907,,conserved hypothetical protein
XC_1908,,conserved hypothetical protein
XC_1909,,transcriptional regulator lacI family
XC_1910,,conserved hypothetical protein
XC_1911,,conserved hypothetical protein
XC_1912,,ABC transporter sugar binding protein
XC_1913,,ABC transporter sugar permease
XC_1914,,ABC transporter sugar permease
XC_1915,,conserved hypothetical protein
XC_1916,,conserved hypothetical protein
XC_1917,,pheromone shutdown protein
XC_1918,,phosphinothricin N-acetyltransferase
XC_1919,,beta-alanine synthetase
XC_1920,,conserved hypothetical protein
XC_1921,,conserved hypothetical protein
XC_1922,L36,50S ribosomal protein L36
XC_1923,,cytidylate kinase
XC_1924,,30S ribosomal protein S1
XC_1925,,integration host factor beta subunit
XC_1926,,conserved hypothetical protein
XC_1927,,conserved hypothetical protein
XC_1928,,lipopolysaccharide core biosynthesis protein
XC_1929,,epimerase/dehydratase protein
XC_1930,,UTP-glucose-1-phosphate uridylyltransferase
XC_1931,,transport protein
XC_1932,,conserved hypothetical protein
XC_1933,,methylenetetrahydrofolate dehydrogenase
XC_1934,,inosine-5'-monophosphate dehydrogenase
XC_1935,,glutamine amidotransferase
XC_1936,,conserved hypothetical protein
XC_1937,,methyl-accepting chemotaxis protein
XC_1938,,two-component system regulatory protein
XC_1939,,two-component system sensor protein
XC_1940,,transcriptional regulator
XC_1941,,hydrolase
XC_1942,,conserved hypothetical protein
XC_1943,,conserved hypothetical protein
XC_1944,,MFS transporter
XC_1945,,transport protein
XC_1946,,non-heme chloroperoxidase
XC_1947,,manganese transport protein
XC_1948,,iron dependent repressor
XC_1949,,conserved hypothetical protein
XC_1950,,oligoribonuclease
XC_1951,,small conductance mechanosensitive ion channel
XC_1952,,phosphoenolpyruvate synthase
XC_1953,,conserved hypothetical protein
XC_1954,,conserved hypothetical protein
XC_1955,,"7, 8-dihydro-8-oxoguanine-triphosphatase"
XC_1956,,D-beta-hydroxybutyrate dehydrogenase
XC_1957,,CDP-diacylglycerol-serine o-phosphatidyltransferase
XC_1958,,PHA synthase subunit
XC_1959,,poly (3-hydroxybutyric acid) synthase
XC_1960,,conserved hypothetical protein
XC_1961,,conserved hypothetical protein
XC_1962,,oxidoreductase
XC_1963,,conserved hypothetical protein
XC_1964,,transcription-related protein
XC_1965,,two-component system sensor protein
XC_1966,,two-component system regulatory protein
XC_4346,,tRNA-Leu
XC_1967,,conserved hypothetical protein
XC_4347,,tRNA-Glu
XC_4348,,tRNA-Ala
XC_4349,,tRNA-Glu
XC_4350,,tRNA-Ala
XC_1968,,cytochrome C552
XC_1969,,cytochrome C4
XC_1970,,cation efflux system protein
XC_1971,,transport protein
XC_1972,,transport protein
XC_1973,,KDPG and KHG aldolase
XC_1974,,6-phosphogluconate dehydratase
XC_1975,,6-phosphogluconolactonase
XC_1976,,glucose kinase
XC_1977,,glucose-6-phosphate 1-dehydrogenase
XC_1978,,sugar ABC transporter ATP-binding protein
XC_1980,,conserved hypothetical protein
XC_1979,,conserved hypothetical protein
XC_1981,,succinate dehydrogenase membrane anchor subunit
XC_1982,,succinate dehydrogenase membrane anchor subunit
XC_1983,,succinate dehydrogenase flavoprotein subunit
XC_1984,,hypothetical protein
XC_1985,,succinate dehydrogenase iron-sulfur protein
XC_1986,,conserved hypothetical protein
XC_1987,,conserved hypothetical protein
XC_1988,,lipoprotein releasing system transmembrane protein
XC_1989,,ABC transporter ATP-binding protein
XC_1990,,conserved hypothetical protein
XC_1991,,hypothetical protein
XC_1992,,DNA uptake/competence protein
XC_1993,,biopolymer transport protein
XC_1994,,biopolymer transport protein
XC_1995,,ABC transporter ATP-binding protein
XC_1996,,lipid A 4'-kinase
XC_1997,,3-deoxy-manno-octulosonate cytidylyltransferase
XC_1998,,low molecular weight phosphotyrosine protein phosphatase
XC_1999,,conserved hypothetical protein
XC_2000,,excinuclease ABC subunit C
XC_2001,,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
XC_4351,,tRNA-Gly
XC_4352,,tRNA-Cys
XC_4353,,tRNA-Gly
XC_2002,,phage-related integrase
XC_2003,,cointegrate resolution protein T
XC_2004,,avirulence protein
XC_2005,,conserved hypothetical protein
XC_2007,IS1478,IS1478 transposase
XC_2009,,conserved hypothetical protein
XC_2010,IS1477,IS1477 transposase
XC_2011,IS1477,IS1477 transposase
XC_2012,IS1479,IS1479 transposase
XC_2014,,conserved hypothetical protein
XC_2013,,sensor kinase
XC_2015,,conserved hypothetical protein
XC_2016,VirB6,VirB6 protein
XC_2017,,conserved hypothetical protein
XC_2018,,conserved hypothetical protein
XC_2019,,conserved hypothetical protein
XC_2020,,conserved hypothetical protein
XC_2021,,conserved hypothetical protein
XC_2022,,conserved hypothetical protein
XC_2023,,conserved hypothetical protein
XC_2024,,conserved hypothetical protein
XC_2025,,conserved hypothetical protein
XC_2026,,conserved hypothetical protein
XC_2027,,conserved hypothetical protein
XC_2028,,conserved hypothetical protein
XC_2029,RadC,putative DNA repair protein RadC
XC_2030,,conserved hypothetical protein
XC_2031,,"Type IV secretory pathway, VirB4 components"
XC_2032,,conserved hypothetical protein
XC_2033,,conserved hypothetical protein
XC_2034,,conserved hypothetical protein
XC_2035,,conserved hypothetical protein
XC_2036,,conserved hypothetical protein
XC_2037,,conserved hypothetical protein
XC_2038,,conserved hypothetical protein
XC_2039,,conserved hypothetical protein
XC_2040,,"VirD4, Type IV secretory pathway, VirD4 components"
XC_2041,,conserved hypothetical protein
XC_2042,,conserved hypothetical protein
XC_2043,,conserved hypothetical protein
XC_2044,,conserved hypothetical protein
XC_2045,,conserved hypothetical protein
XC_2046,,plasmid-related protein
XC_2047,,conserved hypothetical protein
XC_2048,,conserved hypothetical protein
XC_2049,,plasmid-related protein
XC_2050,,conserved hypothetical protein
XC_2051,,plasmid-related protein
XC_2052,,conserved hypothetical protein
XC_2053,,conserved hypothetical protein
XC_2055,,hypothetical protein
XC_2056,,conserved hypothetical protein
XC_2057,,conserved hypothetical protein
XC_2058,,conserved hypothetical protein
XC_2059,,conserved hypothetical protein
XC_2060,,conserved hypothetical protein
XC_2061,,conserved hypothetical protein
XC_2062,,conserved hypothetical protein
XC_2063,,DNA methyltransferase
XC_2064,,putative DNA topoisomerase III
XC_2065,,single-stranded DNA binding protein
XC_2066,,conserved hypothetical protein
XC_2067,,conserved hypothetical protein
XC_2068,,conserved hypothetical protein
XC_2069,,conserved hypothetical protein
XC_2070,,conserved hypothetical protein
XC_2071,,chromosome partitioning related protein
XC_2072,,phage-related protein
XC_2074,,hypothetical protein
XC_2075,,"transcriptional regulator, HTH_3 family"
XC_2078,,YeeB-like protein
XC_2079,,YeeC-like protein
XC_2080,,conserved hypothetical protein
XC_2081,,avirulence protein
XC_2082,,avirulence protein
XC_2084,Tn5041,Tn5041 transposase
XC_2085,,conserved hypothetical protein
XC_2086,,DNA helicase related protein
XC_2087,,tannase precursor
XC_2088,,conserved hypothetical protein
XC_2089,,conserved hypothetical protein
XC_2090,,oxygen-independent coproporphyrinogen III oxidase
XC_4354,,tRNA-Leu
XC_2091,,polysaccharide biosynthetic protein
XC_2092,,conserved hypothetical protein
XC_2093,,FKBP-type peptidyl-prolyl cis-trans isomerase
XC_2094,,conserved hypothetical protein
XC_2095,,conserved hypothetical protein
XC_2096,,transcriptional regulator luxR/uhpA family
XC_2097,,hypothetical protein
XC_2098,,ribonuclease E
XC_2099,,pseudouridylate synthase
XC_2100,,conserved hypothetical protein
XC_2101,,conserved hypothetical protein
XC_2102,,pterin-4-alpha-carbinolamine dehydratase
XC_2103,,conserved hypothetical protein
XC_2104,,conserved hypothetical protein
XC_2105,TrbP,TrbP protein
XC_2106,,phage-related protein
XC_2107,,replication initiation protein
XC_2108,,single-stranded DNA binding protein
XC_2109,,minor coat protein
XC_2110,,minor coat protein
XC_2111,,major coat protein
XC_2112,,adsorption protein
XC_2113,,minor coat protein
XC_2114,,pI protein
XC_2115,,phage-related protein
XC_2116,,phage-related protein
XC_2117,,pI protein
XC_2118,,minor coat protein
XC_2119,,adsorption protein
XC_2120,,major coat protein
XC_2122,,minor coat protein
XC_2121,,minor coat protein
XC_2123,,hypothetical protein
XC_2124,,phage-related protein
XC_2126,,hypothetical protein
XC_2125,,18.2K protein
XC_2127,,conserved hypothetical protein
XC_2128,,cyclic beta 1-2 glucan synthetase
XC_2129,,histidine kinase/response regulator hybrid protein
XC_2130,,single-domain response regulator
XC_2131,,conserved hypothetical protein
XC_2132,,conserved hypothetical protein
XC_2133,,conserved hypothetical protein
XC_2134,IS1480,IS1480 transposase
XC_2135,,conserved hypothetical protein
XC_2136,,chemotaxis protein
XC_2137,,TonB-dependent receptor
XC_2138,,conserved hypothetical protein
XC_2139,,conserved hypothetical protein
XC_2140,,conserved hypothetical protein
XC_2141,,conserved hypothetical protein
XC_2142,,conserved hypothetical protein
XC_2143,,transport protein
XC_2144,,conserved hypothetical protein
XC_2145,,conserved hypothetical protein
XC_2146,,conserved hypothetical protein
XC_2147,,hydroxylase
XC_2148,,metallopeptidase
XC_2149,,succinoglycan biosynthesis protein
XC_2150,,oxidoreductase
XC_2151,,L-sorbosone dehydrogenase
XC_2152,,conserved hypothetical protein
XC_2153,,sensor histidine kinase
XC_2154,,conserved hypothetical protein
XC_2155,,conserved hypothetical protein
XC_2156,,nodulation related protein
XC_2157,,transcriptional regulator
XC_2158,,transcriptional regulator
XC_2159,,serine protease
XC_2160,YapH,YapH protein
XC_2161,,conserved hypothetical protein
XC_2162,,conserved hypothetical protein
XC_2163,,protein-glutamate methylesterase
XC_2164,,conserved hypothetical protein
XC_2165,,conserved hypothetical protein
XC_2166,,conserved hypothetical protein
XC_2167,,conserved hypothetical protein
XC_2168,,conserved hypothetical protein
XC_2169,,glucose-1-phosphate cytidylyltransferase
XC_2170,,putative epimerase/dehydratase
XC_2171,strX,strX protein
XC_2172,strU,strU protein
XC_2173,,exopolysaccharide biosynthesis protein
XC_2174,,uroporphyrin-III C-methyltransferase
XC_2175,,nitrate reductase
XC_2176,,Nitrite assimilation small subunit
XC_2177,,nitrite reductase [NAD(P)H]
XC_2178,,nitrate transporter
XC_2179,,nitrate transport ATP-binding protein
XC_2180,,histidine kinase/response regulator hybrid protein
XC_2181,,siroheme synthase
XC_2182,,conserved hypothetical protein
XC_2183,,molybdopterin guanine dinucleotide synthase
XC_2184,,molybdopterin biosynthesis
XC_2185,,conserved hypothetical protein
XC_2186,,exodeoxyribonuclease III
XC_2187,,conserved hypothetical protein
XC_2188,,glutathione-dependent formaldehyde dehydrogenase
XC_2189,,conserved hypothetical protein
XC_2190,,conserved hypothetical protein
XC_2191,,fatty acid alpha hydroxylase
XC_2192,,glucose 1-dehydrogenase homolog
XC_2193,,conserved hypothetical protein
XC_2194,,TonB-dependent receptor
XC_2195,,molybdopterin biosynthesis protein
XC_2196,,molybdopterin biosynthesis
XC_2197,,GTP-binding protein
XC_2198,,conserved hypothetical protein
XC_2199,,conserved hypothetical protein
XC_2200,,conserved hypothetical protein
XC_2201,,fimbrial biogenesis protein
XC_2202,,conserved hypothetical protein
XC_2203,,nucleoside diphosphate kinase
XC_2204,,transcriptional regulator tetR family
XC_2205,,3-hydroxyacyl-CoA dehydrogenase
XC_2206,,3-ketoacyl-CoA thiolase
XC_2208,,conserved hypothetical protein
XC_2209,ATPase,ATPase
XC_2210,,conserved hypothetical protein
XC_2211,,outer-membrane lipoproteins carrier protein precursor
XC_2212,,conserved hypothetical protein
XC_2213,,cell division protein
XC_2214,,thioredoxin reductase
XC_2215,,conserved hypothetical protein
XC_2216,,leucyl/phenylalanyl-tRNA-protein transferase
XC_2217,,initiation factor IF-1
XC_2218,,ATP-dependent Clp protease subunit
XC_2219,,conserved hypothetical protein
XC_2220,,"7, 8-dihydro-8-oxoguanine-triphosphatase"
XC_2221,,tRNA methyltransferase
XC_2222,,conserved hypothetical protein
XC_2223,,chemotaxis protein
XC_2224,,conserved hypothetical protein
XC_2225,,conserved hypothetical protein
XC_2226,,conserved hypothetical protein
XC_2227,,HrpX related protein
XC_2228,,c-di-GMP phosphodiesterase A
XC_2229,,histidine kinase
XC_2230,,conserved hypothetical protein
