ID,sample1,sample2,sample3,treat1,treat2,treat3
gene_0666,3312410.4,5992223.482,3577672.752,2148681.177,4614490.712,1665634.009
gene_0667,15553004.84,13599026.1,14437023.55,15542982.18,14601973.19,15552034.62
gene_0668,29399942.55,22372916.49,26642017.49,18301010.83,18800008.78,16296965.24
gene_0669,4824138.846,2129554.173,1981978.662,4626564.906,2570557.762,3901209.38
gene_0670,2661189.84,6839502.7,2531164.78,2471336.445,2421400.013,3257085.137
gene_0671,20279939.32,19429965.45,6548395.375,34579891.34,29445013.52,34885882.65
gene_0672,19005978.94,23254071.49,31062056.23,32698927.92,34162021.23,31965005.36
gene_0673,51992132.72,85482158.38,84886982.72,121629673.6,96161095.76,89676087.5
gene_0674,4955571.449,3172326.869,10167981.68,12615989.25,12427993.02,13662990.94
gene_0675,3495118.647,5380392.535,3629325.446,6279594.628,6220891.873,3902291.175
gene_0676,3119038.651,4524258.715,2819621.342,6065604.495,3659182.651,5866505.668
gene_0677,1147537.604,1131660.671,2770298.491,2530515.71,2224207.569,1354191.183
gene_0678,90586328.75,142749455.3,69757741.7,73160926.02,77738180.21,43907985.22
gene_0679,2532059.718,1569137.122,4556453.772,3026565.2,2438039.383,1550411.773
gene_0680,1055562.081,30052048.5,28721942.74,27096064.68,33392019.21,2683082.528
gene_0681,4973844.59,1594530.209,2487887.812,3578516.001,2104899.614,4452517.96
gene_0682,1488884.076,1436383.943,2332248.363,9282615.948,2299087.59,4032519.279
gene_0683,13082001.96,2801134.835,3376553.533,11548963.16,15448034.98,13792015.83
gene_0684,4285226.409,4120734.264,2066216.502,2602145.135,3775588.228,1487728.667
gene_0685,2582720.332,3253001.372,2633189.647,1532016.07,5591329.75,2692808.117
gene_0686,3614864.151,35200924.89,31617939.14,35629033.19,35464935.8,39324088.78
gene_0687,2279743.371,3214092.458,5532883.055,14745996.66,18155961.52,12808959.93
gene_0688,4603500.907,2946294.065,5589276.051,1785058.594,2108637.983,2615925.457
gene_0689,81487193.05,88885823.22,132009818.9,126960106.3,141730007.4,116090123.7
gene_0690,17564997.07,13736965.39,18693974.56,18636014.21,12340008.05,1889613.832
gene_0691,462071222.1,426038922.9,537790861.8,410680156.8,560011029.3,490568718
gene_0692,4078281.701,2168836.699,2969276.473,3006659.368,4115909.985,3270092.467
gene_0693,3135252.053,2705192.822,6113639.274,1167232.073,4819593.368,5919976.425
gene_0694,1688803.45,5221489.562,3277967.227,1862785.336,2200805.165,2619409.16
gene_0695,37686121.74,34881046.77,26972015.57,29297008.02,36069097.76,29438075.03
gene_0696,1627357.739,2790940.621,3762317.052,2258212.78,3453050.493,1707258.398
gene_0697,6481696.327,3093846.094,1759616.983,1771254.392,2197939.127,5659801.401
gene_0698,12386025.62,3230217.772,6664891.691,10694976.67,9225975.304,10764962.81
gene_0699,36256089.7,37566932.95,35211906.35,40356004.23,38551936.66,42250936.98
gene_0700,4998244.344,1483815.206,1081618.273,4322845.967,2910206.307,2920208.603
gene_0701,13087988.05,19277972.6,17366937.08,11717975.48,12983985.88,11452982.44
gene_0702,17516971.09,15926986.63,13758024.56,18842016.02,20625989.55,22497011.02
gene_0703,34020947.84,22812955.04,5204001.69,1262270.783,1921364.758,3527293.025
gene_0704,1646304.762,5359362.609,1626094.871,2689711.489,6070357.279,3244107.059
gene_0705,69827887.9,56072886.4,58912890.37,50939095.26,54470810.57,45173081.65
gene_0706,1702496.026,2982023.094,4353577.576,1858722.543,2278068.977,3131451.274
gene_0707,3313053.339,3054087.573,1580664.77,3013210.435,2015351.427,4950730.549
gene_0708,9604705.847,4666210.628,13048042.04,11097027.92,13020035.08,10481995.07
gene_0709,4004165.017,4566571.527,3470663.346,2470651.34,1312339.9,2916142.926
gene_0710,7765191.106,6454482.506,5916448.54,7401621.853,10355974.63,9308969.242
gene_0711,3949093.239,3225563.974,2953839.485,2869683.104,4357502.315,1825487.045
gene_0712,30377925.16,26371019.3,40765913.27,53352036.3,29071053.13,51422984.2
gene_0713,1316175.097,4301027.724,2696450.277,5160716.683,1518052.232,5060645.549
gene_0714,2047298.451,8669816.332,9507996.885,13863997.85,15023941.35,12523027.09
gene_0715,18150047.65,16487964.87,2900700.675,1260635.706,2179053.217,6822268.005
gene_0716,3672268.206,3136338.837,2658387.53,1579963.72,5943865.336,5321752.554
gene_0717,4862106.284,3393729.153,1542052.016,4476004.326,8171276.273,8237870.406
gene_0718,145749935.1,155120057.2,142790029.1,178999460.7,193220108.1,274030265.4
gene_0719,146550230.9,118530245.6,95018164.36,88572776,62277167.79,83488259.63
gene_0720,18704991.83,1756168.69,21023943.97,20376034.9,19308998.47,22122943.26
gene_0721,146300554.8,163679681.3,170409438.1,140169770,158060320.7,116569894.2
gene_0722,76673781.58,3192510.646,116020138,83440820,97012008.19,81564045.63
gene_0723,3681749.396,5968305.69,2947662.667,8541097.31,2508876.457,1543196.13
gene_0724,4416034.462,2842167.204,5516569.616,5146606.321,2657705.835,2705867.941
gene_0725,136160217,115240293.6,137329849.7,170120292.5,158150184.7,125590317.3
gene_0726,3615866.543,2520153.188,4421425.042,2082694.785,3171689.255,6782238.089
gene_0727,4031121.956,2105658.434,6772279.099,2004693.156,2389819.124,21114928.12
gene_0728,5139405.305,8873796.266,13242021.11,3173602.482,12332996.22,4193664.449
gene_0729,12920960.65,11794982.97,2568242.498,10876039.8,18750945.39,11154016.7
gene_0730,1507670.779,1638608.758,2807218.637,3362540.002,3281536.388,3524409.183
gene_0731,21023069.63,19338063.56,13385985.31,14313964.79,15959034.09,11661014.73
gene_0732,1639131.308,14585990.26,12704973.23,19041977.85,15363994.32,22371055.64
gene_0733,11127992.37,2803135.396,2175265.398,4148130.928,1846305.681,2705567.867
gene_0734,58467031.15,76876003.4,60543972.39,90684962.17,88964720.24,112530434.6
gene_0735,2468100.995,6287652.258,2132301.479,3845154.135,2884040.513,2743203.083
gene_0736,7571407.045,8648508.98,6846807.403,9217665.602,6569900.087,10191972.82
gene_0737,6543948.664,3108656.974,12148964.36,1982129.786,2838249.527,3957642.866
gene_0738,3745689.808,3169952.957,1301785.212,1723165.691,4147412.173,2447436.503
gene_0739,13758978.22,13969044.44,11762977.89,12199003.78,12216011.59,11683020.68
gene_0740,3501083.404,1481194.842,1616744.195,11485019.74,12604975.69,13038006.83
gene_0741,7894245.746,1462991.544,2835870.062,33884919.31,28172026.32,34187130.52
gene_0742,6605242.052,4083911.013,5475085.259,6222314.994,5630493.71,6755307.446
gene_0743,69867103.72,51074859.69,57295162.51,67150276.3,71725858.74,67981082.54
gene_0744,2137880.821,4161897.489,2540938.453,3785178.749,3146573.037,3029818.623
gene_0745,35983944.37,48746996.65,73951188.61,59938099.32,68194875.67,77836850.5
gene_0746,59576085.61,57829007.26,61766874.75,85202947.27,63561947.81,71773105.04
gene_0747,1883846.52,5470457.267,2016483.262,9117772.614,1295511.149,2385565.718
gene_0748,7003525.93,1815820.294,2809223.542,5379050.117,2179189.158,2900017.147
gene_0749,2265503.046,2960952.672,5970912.515,2976323.681,6475723.697,2448369.72
gene_0750,703448711.8,543520797.8,411221370.5,294199591,330750936.4,304559739.5
gene_0751,70582148,51586134.16,27984992.01,26899014.84,2090736.766,28064052.19
gene_0752,18357038.56,15403981.93,14200023.68,16571030.66,12195030.24,18527950.91
gene_0753,3326007.52,7050430.888,2743203.083,8015827.325,2452633.099,2413373.872
gene_0754,67089795.02,56278868.99,64486775.63,77626182.25,66482901,91495027.29
gene_0755,10924016.03,10850964.89,2805117.942,13056998.89,12320009.22,14176027.78
gene_0756,3420272.876,2128004.838,2559392.534,6580291.205,2963396.007,2083517.808
gene_0757,1993648.997,4951554.198,3372764.134,5949594.859,6843438.681,1624562.706
gene_0758,5419844.39,2508667.783,2852805.581,2088897.106,3565863.383,2411835.366
gene_0759,176059764.2,202940279.8,212289827.4,154959933.6,137349841.1,113059736.6
gene_0760,2977974.563,1949617.939,5172319.629,3125856.243,2311583.426,2427180.551
gene_0761,350330171,2483614.794,3971190.118,3455420.844,3173756.469,1633143.351
gene_0762,7142511.384,6415810.057,1681899.417,8905591.462,7613297.374,11878011.51
gene_0763,913642.3501,4940788.948,4981020.783,6359579.738,6712412.75,8340485.877
gene_0764,18461033.69,20286969.03,16221006.45,17141024.45,20171988.89,5782291.861
gene_0765,2713399.417,3209528.631,2989411.354,4848543.511,2646455.565,5978035.36
gene_0766,4388936.602,2980204.706,70585083.49,69570868.73,57295956.79,48405914.54
gene_0767,17464959.97,9996419.398,14328954.37,33863083.21,33174008.24,19538007.34
gene_0768,6836516.66,3109777.649,4387415.776,9209874.075,3115063.194,5377484.386
gene_0769,6461177666,5877885052,6089387601,5876092660,6618283747,5664101608
gene_0770,469591157,353469379.2,203819945.9,168879620.4,204020658.3,261509841.5
gene_0771,9624403618,10851007877,9522412631,8569476926,10101006470,13163006548
gene_0772,26140076,25319928.59,20891025.83,24127080.22,21310926.79,28112920.51
gene_0773,502800206,508678895.9,912557357.9,632079156.4,829392637.7,610400117.9
gene_0774,17781947.47,3008744.148,12353016.13,11674035.3,12584983.59,20357964.72
gene_0775,49016019.68,35655962.18,43972859,35330969.44,57764908.39,58301917.6
gene_0776,128739541.9,141379725,96612063.02,77077155.78,77455803.31,92405795.4
gene_0777,1853563.359,3050448.619,3081710.695,2504289.64,3152467.354,3514870.242
gene_0778,3762630.006,7004302.688,5565616.221,6748287.463,3872892.429,5727285.136
gene_0779,4465127.683,4712365.464,1975956.834,2652718.21,2150633.115,3877136.238
gene_0780,2926368.459,2085887.617,3258394.831,2716786.944,1894295.539,2345103.23
gene_0781,34882013.9,4980502.923,45958870.29,35107112.35,46779075.04,39236961.82
gene_0782,327250464.7,461399116.3,428351529.8,375979822.8,317779319.7,263809266.4
gene_0783,1722341.747,1280175.346,3687291.39,3355020.149,2221572.819,1843671.254
gene_0784,132480060.9,84036922.82,62677747.6,52326194.32,57620945.58,70544975.69
gene_0785,2974220.133,4598940.175,3281900.342,2505383.459,1162855.175,2119084.96
gene_0786,2595713.995,2603588.471,4058344.766,2115166.79,4279853.55,3349002.448
gene_0787,474890613.6,322590788,3966265.985,2890264.31,370169297.6,824709051
gene_0788,4777352.83,2369383.013,3724047.387,11717000.84,8954987.576,10089980.15
gene_0789,52118058.29,46883924.42,41128924.19,69464859.31,53181826.84,58123167.87
gene_0790,25517965.95,29260883.6,41253122.87,34467898.39,41015901.43,46791073.75
gene_0791,3778232.363,1117350.203,1848995.137,1631989.11,2028159.945,2857317.65
gene_0792,780860719.6,744161235.8,566998626.7,352581124.3,524919153.7,380209674.2
gene_0793,500078729,408890697.4,323968881,132380006,150970350.3,131209778.4
gene_0794,14474999.88,17365974.08,40909994.29,20189054.34,38699993.81,15356009.27
gene_0795,3130452.978,4461693.565,5340006.251,4218620.85,2328436.326,2433312.195
gene_0796,2534553.173,2836322.204,2404190.86,2865687.772,3681723.876,1767869.069
gene_0797,1862307.66,3344757.068,2413156.415,4659875.566,2683696.323,2504046.634
gene_0798,10224734.17,3276649.666,2285756.038,1724719.121,2641177.811,3144479.937
gene_0799,2312993.851,3890758.489,1752180.536,2849485.459,4591614.209,4460085.697
gene_0800,4455543.513,4971948.768,16422950.44,2407342.529,17470045.14,5090161.5
gene_0801,8906826.125,1903139.653,3588600.764,10057999.14,11148992.44,11637033.51
gene_0802,17818962.46,14509957.92,12677966.28,19955042.28,15290052.24,16208980.32
gene_0803,5042787.494,3582313.085,2053238.803,2227076.987,3251784.003,11868958.43
gene_0804,3531990.422,1870626.37,3627263.193,17822050.52,18434053.41,20818026.86
gene_0805,113120095.3,135539677.2,234940468.8,152899664.5,265210012.2,157110025.1
gene_0806,6749831.233,3886823.053,6457212.165,6645885.469,7261116.654,7161796.029
gene_0807,8261200.411,5047998.322,2175974.169,9107224.39,9728392.46,16831028.47
gene_0808,16206059.42,14995018.85,14671977.54,17324015.11,15113977.03,16601036.68
gene_0809,1836439.579,2311743.658,19294950.41,16953032.21,18217984.21,24496970.35
gene_0810,105350359.8,126490167.2,159060459.2,134400195.9,142140259.8,125080356.9
gene_0811,15124981.06,10428006.13,11571960.76,10392000,10202009.4,16052003.05
gene_0812,2682915.154,15743031.07,6409098.448,12875989.77,14188020.66,1266521.38
gene_0813,124480110.1,3313053.339,118470284.7,118809915.3,104719872.1,115619540.3
gene_0814,4311325.327,7996459.803,3808733.726,3112926.321,5472087.998,10742005.28
gene_0815,6467245.741,3977829.475,3256949.681,3130235.999,3384731.586,1472942.825
gene_0816,36070097.82,31878932.85,41610953.16,54977958.49,40587158.36,55053082.16
gene_0817,20083954.14,3088446.695,17624023.65,13697981.68,24214032.1,15346964.55
gene_0818,5858053.75,5100580.43,8351882.589,8955918.693,2167093.546,3585666.799
gene_0819,5492418.018,6075198.007,6682191.974,8099885.031,7103309.913,5666081.804
gene_0820,2951383.572,3601334.061,14015015.46,16861972.78,10385015.26,13272989.39
gene_0821,79307831.47,85729001.24,36626131.65,31814916.51,42131034.35,35239985.63
gene_0822,8235472.531,4763366.086,1927968.434,9732776.532,7632107.175,6154115.118
gene_0823,9220669.015,10874004.54,6573498.659,18201954.03,12340008.05,19298963.1
gene_0824,3236627.71,1769229.779,4340560.74,4910709.331,6580610.491,6033317.188
gene_0825,2358094.329,2500283.055,3486359.714,4121648.373,2208338.655,2544551.57
gene_0826,12223973.63,16829978.52,13732014.98,19227928.39,17758052.05,15612951.97
gene_0827,3263186.47,2762187.837,9228277.777,8414406,10566029.45,8286893.783
gene_0828,10409013.43,10279024.35,14919025.84,27346066.64,85212987.75,13750016.37
gene_0829,115220325.7,120299883.1,173520394.8,201210450.9,233459976.5,205970145.6
gene_0830,2362315.129,3159971.246,7417234.754,2112178.015,8666812.124,1795781.013
gene_0831,51812971.88,51179048.86,40196874.68,45539969.83,40607982.03,41452908.65
gene_0832,21221010.2,21754039.75,25286955.25,37180942.35,33165961.15,26789048.42
gene_0833,11764200.97,8612675.23,12196044.64,9882810.863,12541008.21,10052980.79
gene_0834,53474953.98,51497890.47,72788136.82,65953230.91,64213798.21,47949086.69
gene_0835,2615290.907,10571963.4,9162691.404,8190783.326,9320332.546,11897045.46
gene_0836,20144043.95,18696955.06,4272739.705,45956003.32,16402018.11,28669034.83
gene_0837,3096742.512,2761383.821,3093245.695,3484789.303,3939333.149,3412103.552
gene_0838,8878472.141,2131473.961,2628029.428,9652893.292,12027971.34,13471993.39
gene_0839,31777008.95,27623063.64,27897064.79,27774931.16,27081043.6,44003044.22
gene_0840,75448035.45,94585126.37,109129809.8,57504040.73,57295956.79,44742111.29
gene_0841,5754503.392,5987116.863,7644708.179,6069894.455,6709993.787,4677901.327
gene_0842,2648822.977,3134513.255,9281329.193,13521013.87,9001787.016,3388651.87
gene_0843,18955983.83,20138040.85,23501996.77,37804902.55,25293967.26,26480003.92
gene_0844,99805085.97,71227943.43,51278829.67,91514689.46,66453875.4,91117826.63
gene_0845,58598077.61,64046216.02,78521260.68,79065227.05,56435906.03,54872881.45
gene_0846,16289059.82,16289059.82,18060944.44,17225947.46,14194020.9,16949977.24
gene_0847,88551904.51,95892191.13,96811829.08,111550365.5,100850290.6,112030009.6
gene_0848,15109054.02,16861972.78,15190963.07,22974020.22,20324971.59,19695053.5
gene_0849,20725017.73,16663983.73,21902010.92,27032095.19,28129098.87,27858031.84
gene_0850,23975041.89,32455058.03,32628967.5,37687950.33,38014065.77,31953043.11
gene_0851,54487803.55,45143971.25,34041941.87,27699949.3,21453058.39,46088069.41
gene_0852,6094979.763,4803218.473,3386843.75,11867971.24,9499630.708,2734148.175
gene_0853,22319942.89,23076002.68,28525918.41,23164946.26,20547079.32,20259988.23
gene_0854,2141143.414,3794951.455,5613192.089,7481208.975,2595354.177,8792609.707
gene_0855,95441937.85,86584173.1,93933081.36,72886081.27,71826854.43,71011039.98
gene_0856,22666998.02,20925953.13,2201842.737,19562941.83,22028989.77,21669011.41
gene_0857,11260987.42,2951342.658,10341986.57,15939024.5,13487970.97,11552966.42
gene_0858,2054391.916,2684998.776,2806323.704,1586053.494,4332144.696,3552787.574
gene_0859,10737985.31,2645355.164,9680901.708,14787040.48,9847185.466,13380975.88
gene_0860,22502937.42,15974971.26,14350025.85,21183975.16,16726010.06,21043042.86
gene_0861,30361926.53,31272040.02,30590916.61,36360028.64,35335867.7,43704848.45
gene_0862,86266674.1,65728239.14,67824821.04,65917125.71,66868805.02,71765145.59
gene_0863,60902157.43,53604099.4,35299881.39,53611159.42,44225036.57,52906072.98
gene_0864,30682017.19,27369011.63,28299044.38,21403004.55,25770014.26,26932036.7
gene_0865,18378045.39,19369051.89,23321059.54,27009058.23,22818964.67,30580104.48
gene_0866,19345034.96,21311960.83,30973047.42,18041050.36,20957016.36,18410047.33
gene_0867,30812021.47,22475034.59,17444029.51,20860927.97,25295019.23,20065030.31
gene_0868,53123983.67,46169923.3,42507969.18,41544956.19,41201113.72,53440864.12
gene_0869,25937030.85,21183975.16,20633997.34,36247043.74,30096033,26427012.39
gene_0870,16629022.16,14574974.26,15656951.47,9876784.488,12260971.84,11873977.92
gene_0871,310040189.8,320689082.8,267950264.6,314660315.8,305659464.8,314259256.7
gene_0872,53870047.44,41634899.33,38540982.13,44713898.48,38220942,57169011.13
gene_0873,25642080.75,28847040.89,2185754.593,41786975.33,30672023.25,35239008.58
gene_0874,59960122.71,59481182.79,45270879.53,61968856.03,61698838.73,62813877.77
gene_0875,117370125.4,175500512.2,136869903.1,217770002.8,185950063.5,158789469.6
gene_0876,223690694.4,222930690.1,312419659.7,230750734.6,316530658.1,250360201.2
gene_0877,13584046.81,12491037.71,14019970.71,15615008.3,14691007.47,17530939.77
gene_0878,51769892.98,51330038.26,56841055.15,81294814.77,67330180.66,86153137.42
gene_0879,20910003.97,28529082.21,22030058.65,25223934.62,18703954.63,29166925.84
gene_0880,24786994.24,29469923.92,23723935.19,21081000.46,20920007.02,16518049.46
gene_0881,14150012.58,12800971.78,8924314.961,13198036.71,12639008.88,11691040.51
gene_0882,125829940.2,115900375.5,119090244.8,160410128.8,135809579.1,151579561.8
gene_0883,1557494584,924821694.4,770852718.6,605369185.5,808459353,518310004.4
gene_0884,31031067.67,38558885.05,27480977.77,43953051.68,31580922.98,26877022.76
gene_0885,4704043.596,3221363.425,3057307.006,1969994.266,3823891.082,2350408.357
gene_0886,43637950.2,36218915.18,42075001.87,51384859.59,33266113.75,38358952.81
gene_0887,6007985.915,9220605.103,10582007.43,13853047.01,14982032.28,8517921.479
gene_0888,242160782.3,226539910.9,219820394.2,185780005.5,198689445.9,165649659.8
gene_0889,14919025.84,13442983.26,16526982.44,14508047.12,27469931.94,12814021.67
gene_0890,6754090.126,6559388.978,8239012.497,5078003.645,4876889.995,6510604.179
gene_0891,14683982.86,14662014.48,14026969.35,16435021.41,13169981.65,15548046.59
gene_0892,9257492.212,10189994.94,9298070.925,5435080.603,10937957.3,12171975.51
gene_0893,84664274.91,107159907.5,116930009.7,78653084.04,82917886.03,120349924.8
gene_0894,114360215.3,81788235.29,132730069.1,84359078.49,122279727.4,64019141.74
gene_0895,6403636.565,14041950.39,3353880.836,3279239.858,4306994.349,14258016.9
gene_0896,309048923.7,259419196.6,216250765.7,240539736.2,179240324.2,222099360.8
gene_0897,191920023.7,181810464.7,193999810.2,128989643.8,142260510,114989747.9
gene_0898,55225835.34,44668051.89,36923091.08,46087111.05,45368889.14,61748895.68
gene_0899,128230125.7,120819660.8,139059782.8,180029738.6,113490004.6,137019881.3
gene_0900,38196046.94,50416058.58,57203100.11,52022053.03,38247974.15,46395128.69
gene_0901,41911127.56,32922030.9,33051902.93,35808034.61,27222948.56,38353901.35
gene_0902,37304077.6,30439050.06,37955089.03,28771956.65,30988079.28,34433034.69
gene_0903,250839620.3,271240994.8,285520679.7,257709414.3,251279894.2,185150088.7
gene_0904,76544214.41,70076141.29,80416042.33,98874831.83,80323010.13,102049933.4
gene_0905,846667341.4,807927165.9,784979643,904691076.2,733539797.9,840749048.4
gene_0906,451140010.5,458660046.5,412520335.8,468109239.4,394019011.3,430330543.2
gene_0907,488600466.5,525709294.1,546789387,725167988.6,542790413.5,699432697.2
gene_0908,570708971,568880346.8,550848367.3,458981257,526500623.9,399090307.4
